eval_dataset,codec,param,pipeline,n_images,n_repeats,avg_bpp,avg_psnr,rate_quality_source,total_time_s,energy_cpu_total_j,energy_gpu_total_j,energy_total_j,energy_cpu_per_image_j,energy_gpu_per_image_j,energy_per_image_j,idle_cpu_w,idle_gpu_w,params_M,is_neural,execution_mode,jpeg_ai_root,conda_env
clic2020,HEVC,crf=25,end_to_end_energy,24,3,1.429982959,38.490219434,paper_ready,23.079942351,1174.941639018,0.0,1174.941639018,16.318633875243,0.0,16.318633875243,20.293984442,36.776177012,0.0,False,,,
clic2020,HEVC,crf=35,end_to_end_energy,24,3,0.460172409,32.732820272,paper_ready,15.289339434,865.264307408,0.0,865.264307408,12.017559825106,0.0,12.017559825106,20.29767708,36.285288008,0.0,False,,,
clic2020,HEVC,crf=45,end_to_end_energy,24,3,0.109037459,27.648505847,paper_ready,11.031214915,672.074348592,0.0,672.074348592,9.334365952668,0.0,9.334365952668,20.299195341,36.268315168,0.0,False,,,
clic2020,Ballé,q=1,actual_bitstream_energy,24,5,0.12464222,28.295326074,paper_ready,18.727877662,400.284290129,1397.321423901,1797.60571403,3.335702417745,11.644345199176,14.98004761692,24.79499462,80.184236741,5.075843,True,,,
clic2020,Ballé,q=3,actual_bitstream_energy,24,5,0.291547376,31.62389032,paper_ready,19.431421634,387.993959857,1385.468759043,1773.462718901,3.233282998809,11.545572992029,14.778855990838,25.681574593,80.694108259,5.075843,True,,,
clic2020,Ballé,q=5,actual_bitstream_energy,24,5,0.598306901,34.821740071,paper_ready,20.200429327,413.645073106,1357.632774516,1771.277847621,3.44704227588,11.313606454296,14.760648730176,24.921714224,80.449736943,5.075843,True,,,
clic2020,Ballé,q=7,actual_bitstream_energy,24,5,1.190823362,38.394018332,paper_ready,34.218878911,691.155593596,2551.251311796,3242.406905392,5.759629946635,21.260427598302,27.020057544936,24.947777326,80.641586634,11.816323,True,,,
clic2020,ELIC,lam=0.008,actual_bitstream_energy,24,3,0.069892433,28.291661978,paper_ready,37.431397402,886.349726101,5657.71512495,6544.064851051,12.310412862514,78.579376735411,90.889789597925,25.047923053,86.497248293,33.792771,True,,,
clic2020,ELIC,lam=0.032,actual_bitstream_energy,24,3,0.187910275,31.393902143,paper_ready,38.572616686,903.544480748,5747.914936476,6651.459417224,12.549228899274,79.832151895503,92.381380794777,24.884817721,86.280821719,33.792771,True,,,
clic2020,ELIC,lam=0.150,actual_bitstream_energy,24,3,0.459251597,35.082546393,paper_ready,39.393458297,913.475648519,5743.4983827,6656.974031219,12.687161784991,79.770810870834,92.457972655824,24.948920658,86.723729395,33.792771,True,,,
clic2020,ELIC,lam=0.450,actual_bitstream_energy,24,3,0.808197719,37.807869275,paper_ready,40.514335064,941.825593925,5767.22698482,6709.052578746,13.08091102674,80.100374789171,93.181285815912,24.84253234,86.711209986,33.792771,True,,,
clic2020,TCM,lam=0.0035,actual_bitstream_energy,24,3,0.197878585,31.79283762,paper_ready,35.68177094,696.673650738,8288.080844472,8984.75449521,9.676022926919,115.112233951002,124.788256877921,24.848977949,90.304883156,45.180752,True,,,
clic2020,TCM,lam=0.013,actual_bitstream_energy,24,3,0.412746588,34.773141623,paper_ready,36.189318631,702.66696232,8329.036358696,9031.703321016,9.759263365558,115.68106053744,125.440323902999,24.766578802,90.880590343,45.180752,True,,,
clic2020,DCAE,lam=0.0035,actual_bitstream_energy,24,3,0.178147356,31.753959656,paper_ready,43.675372377,841.366884355,13200.098194189,14041.465078544,11.685651171592,183.334697141514,195.020348313106,24.828245682,91.604320423,119.400351,True,,,
clic2020,DCAE,lam=0.013,actual_bitstream_energy,24,3,0.403607781,35.102492094,paper_ready,44.349208316,852.317144771,13227.910237215,14080.227381985,11.837738121814,183.720975516872,195.558713638686,24.802059563,92.283558561,119.400351,True,,,
clic2020,Cheng,q=1,actual_bitstream_energy,24,1,0.111505372,29.250584443,paper_ready,562.552347484,10313.624113958,18765.514990845,29079.139104802,429.734338081574,781.896457951855,1211.630796033429,24.919267429,80.987908437,13.183293,True,,,
clic2020,Cheng,q=3,actual_bitstream_energy,24,1,0.250950791,32.121330897,paper_ready,563.196037856,10174.369849087,18910.570441257,29084.940290344,423.932077045301,787.94043505237,1211.872512097671,24.726042965,80.936081746,13.183293,True,,,
clic2020,Cheng,q=5,actual_bitstream_energy,24,1,0.540381219,35.24614501,paper_ready,566.267662398,10440.438123867,15949.40075601,26389.838879877,435.018255161115,664.558364833762,1099.576619994878,24.885849311,88.962813152,29.631788,True,,,
clic2020,JPEG_AI,target_bpp=0.15,fair_inprocess_end_to_end_energy,24,1,0.15082493,29.638136069,paper_ready,706.560561584,10870.648232335,0.0,10870.648232335,452.943676347283,0.0,452.943676347283,25.010501322,80.348061544,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
clic2020,JPEG_AI,target_bpp=0.25,fair_inprocess_end_to_end_energy,24,1,0.261364612,31.379879554,paper_ready,616.271394123,12488.841217409,0.0,12488.841217409,520.368384058691,0.0,520.368384058691,20.806694936,36.841846503,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
clic2020,JPEG_AI,target_bpp=0.35,fair_inprocess_end_to_end_energy,24,1,0.359378341,32.557932854,paper_ready,653.534942762,13426.060888511,0.0,13426.060888511,559.419203687972,0.0,559.419203687972,20.215971415,36.958848077,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
clic2020,JPEG_AI,target_bpp=0.5,fair_inprocess_end_to_end_energy,24,1,0.503188483,33.805672805,paper_ready,609.545148728,12339.431373227,0.0,12339.431373227,514.142973884458,0.0,514.142973884458,20.843082177,36.691848245,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
clic2020,JPEG_AI,target_bpp=0.75,fair_inprocess_end_to_end_energy,24,1,0.749461656,35.53260239,paper_ready,660.745474311,13513.2606083,0.0,13513.2606083,563.05252534585,0.0,563.05252534585,20.094996238,35.672393403,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
clic2020,JPEG_AI,target_bpp=1.0,fair_inprocess_end_to_end_energy,24,1,1.027068247,36.861513456,paper_ready,674.328034445,13510.182829177,0.0,13510.182829177,562.924284549037,0.0,562.924284549037,20.513224953,36.658968516,0.0,True,persistent_python_process_reference_software,/home/user/tesi/external_codecs/jpeg-ai-reference-software,jpeg_ai_vm
