eval_dataset,codec,param,pipeline,bpp,psnr,ssim,ms_ssim,lpips,dists,fsim,gmsd,vif,haarpsi,dss,mdsi,ssimulacra2,time_ms
kodak,TCM,lam=0.0035,actual_bitstream,0.20448472764756942,30.85584831237793,0.912046787639459,0.9533253634969393,0.22943858926494912,0.12011156479517615,0.9554313023885092,0.06422571403284864,0.46531691153844196,0.8347451587518057,0.8367327575882276,0.2895319797098636,24.861494142929192,104.59525691597567
kodak,TCM,lam=0.013,actual_bitstream,0.4554578993055555,34.13572772343954,0.960819440583388,0.9792828237016996,0.12026585948963957,0.06536032507816947,0.9828975225488344,0.02591624553315337,0.5752673769990603,0.9236919383207957,0.950288787484169,0.23103173822164533,55.43098014592149,105.35742245762474
tecnick,Ballé,q=1,actual_bitstream,0.09472777777777773,31.318379004796345,0.9598878920078278,0.9474422509471575,0.21164559976508215,0.10592131068309145,0.9831749101479849,0.07771375713249043,0.5506875192125639,0.8066943238178889,0.769150398671627,0.2379673173030217,14.941794221964777,84.98545275021267
tecnick,Ballé,q=3,actual_bitstream,0.17580648148148145,34.75451914469401,0.9813512141505877,0.970777673025926,0.14439495210535822,0.0664895822604497,0.9933393895626068,0.04534056068708494,0.649353933831056,0.8935339972376823,0.8784965127706528,0.18794759425024188,42.74860010255508,81.01917412386683
tecnick,Ballé,q=5,actual_bitstream,0.3292796296296296,38.07257604598999,0.993003120024999,0.9863901560505232,0.08021850728740292,0.03167305886745447,0.9978534703453382,0.01816696910342817,0.7494526579976082,0.9520430366198221,0.9575181578596433,0.14126385096460578,67.20009949238194,84.93464508440714
tecnick,Ballé,q=7,actual_bitstream,0.6084490740740741,41.34353907903036,0.9969869355360667,0.9935376147429148,0.04061971304084481,0.01654021441936488,0.9991499558091164,0.007507464246979563,0.8480991298953692,0.9809484506646792,0.9829547504583994,0.1110098753124475,80.12177143350927,141.3729383317938
tecnick,Cheng,q=1,actual_bitstream,0.06870370370370364,32.521018981933594,0.964905229707559,0.9525253251194954,0.19795796709756053,0.10924476136763885,0.9843408192197481,0.07490136381238695,0.5919200827678045,0.8262521053353945,0.7630777830878893,0.2335588286320368,19.739774901694513,12694.26327837391
tecnick,Cheng,q=3,actual_bitstream,0.1295129629629629,35.50841458638509,0.9835333848992983,0.9735799084107081,0.13097173767164347,0.06868506471316015,0.9938958610097567,0.04209625216511384,0.6765122413635254,0.9041335359215736,0.8833525304992994,0.18630934692919252,46.51989025953052,12785.579940252623
tecnick,Cheng,q=5,actual_bitstream,0.2595259259259259,38.28865893681844,0.9933093413710594,0.9871456151207288,0.07584602626351014,0.03478343288103735,0.9977495719989141,0.01824069515957182,0.7591597611705462,0.9541824335853258,0.9563464671373367,0.14371297477434075,67.51621369977609,12750.785101500393
tecnick,DCAE,lam=0.0035,actual_bitstream,0.08244814814814812,35.41686717669169,0.9807310079534849,0.9697550957401594,0.1395009899667153,0.07587996621926621,0.9917134096225103,0.05264364338169491,0.6659536783893903,0.8899833460648855,0.8513754432400068,0.1995012039939562,39.04587776712566,333.30045262543234
tecnick,DCAE,lam=0.013,actual_bitstream,0.17955925925925922,38.74890931447347,0.9921287670731544,0.9857544576128324,0.07374246721155937,0.040237086514631856,0.9970473001400629,0.023115635539094556,0.7503730754057566,0.9487378224730492,0.9435866326093674,0.15429851350684956,63.33344318966038,312.826652707372
tecnick,ELIC,lam=0.008,actual_bitstream,0.05079444444444439,31.889591137568157,0.957201175391674,0.9439990098277727,0.2102807018284996,0.1185108845432599,0.9782231499751409,0.087704697313408,0.5614083955685297,0.8022924835483233,0.7167743990818659,0.25061846214036143,8.87889034029159,285.0628310012932
tecnick,ELIC,lam=0.032,actual_bitstream,0.0989444444444444,35.00522287686666,0.9795380557576815,0.9686531126499176,0.1432937079419692,0.07613980273405706,0.9910913904507955,0.0530341241198281,0.6521824337542057,0.8848501617709795,0.8487427333990732,0.20335135298470652,38.09167809064724,288.4003183753521
tecnick,ELIC,lam=0.150,actual_bitstream,0.2088259259259259,38.65329360961914,0.9924882700045904,0.9860702306032181,0.07454613208149866,0.03639741241931909,0.9972883264223734,0.021253694780170862,0.7498528112967809,0.9510468319058418,0.9497835338115692,0.15078081935644147,64.84871131671207,295.29532829292293
