codec,bpp_mean,bpp_min,bpp_max,psnr_mean,ssimulacra2_mean,energy_j_mean,energy_j_min,energy_j_max,cpu_j_mean,gpu_j_mean
JPEG,0.8426809153726145,0.29553149685733077,1.6007018474979484,32.60195081432661,45.51447170879217,0.079751498781,0.06896592704625,0.10143559753300001,0.079751498781,0.0
JXL,0.622286550351935,0.2014622941915655,1.371860389497532,33.176396583517395,55.994337249407565,2.803135085952625,2.37884628319725,3.1585526484817503,2.803135085952625,0.0
HEVC,1.1758236052184692,0.11567681967595915,2.9581202593835054,36.254099885622665,54.187228807119325,10.381154274992562,6.74630378318125,15.0681604738215,10.381154274992562,0.0
JPEG_AI,0.5061305364116403,0.153160824330138,0.9985953837993068,34.27254836757978,60.12529809739411,356.5753583489748,314.42986396190025,371.600293196349,355.8433194691518,0.7320388798229583
Ballé,0.48845552260746317,0.11943072009095591,1.0322453610069844,34.00701281428337,45.85923518241288,12.496565698773376,10.410285765461252,18.62273861655125,2.8144553134015,9.682110385372
Cheng,0.2641689967904805,0.101796768418506,0.4702443159872544,32.859082632594635,37.563405996040224,810.8163352406668,782.6406191441447,847.0497398167405,297.19986048822733,513.6164747524394
ELIC,0.3264272587681975,0.06711850821725644,0.6807009373241222,33.875993629296616,38.91117874742543,64.78535554852157,64.19039404512576,65.1938169126725,9.818149021186438,54.967206527335
TCM,0.26488491300489136,0.17132823074296868,0.358441595266814,33.93594887852669,44.93025378410798,88.686454716133,88.39070340596574,88.98220602630026,7.2124843956588744,81.47397032047388
DCAE,0.24561176450769798,0.1493956462502054,0.34182788276519055,34.10938501358032,44.50198465693107,137.19785914603773,137.11348056881948,137.282237723256,8.542873321398499,128.65498582463925
