image,dataset,codec,param,bpp,psnr,lpips,enc_ms,status
/home/user/tesi/datasets/clic2020/train/dorothy-lin-72.png,clic_train,Neural,4.0,0.48228,31.5158,0.17759,4041.22,OK
/home/user/tesi/datasets/clic2020/train/dorothy-lin-77.png,clic_train,JXL,7.0,0.3093,26.82,0.3045,75.56,OK
/home/user/tesi/datasets/clic2020/train/doug-robichaud-3531.png,clic_train,JXL,7.0,0.3493,29.76,0.1811,28.7,OK
/home/user/tesi/datasets/clic2020/train/drew-geraets-957.png,clic_train,Neural,4.0,0.22961,34.5528,0.19777,6864.34,OK
/home/user/tesi/datasets/clic2020/train/drew-hays-26333.png,clic_train,Neural,4.0,0.33826,32.6039,0.19827,7387.48,OK
/home/user/tesi/datasets/clic2020/train/drew-patrick-miller-29382.png,clic_train,JXL,1.0,0.4116,46.03,0.0364,148.08,OK
/home/user/tesi/datasets/clic2020/train/drew-patrick-miller-59416.png,clic_train,JPEG,30.0,0.37212,35.0497,0.10163,345.98,OK
/home/user/tesi/datasets/clic2020/train/dustin-lee-19667.png,clic_train,Neural,4.0,0.33175,32.4935,0.23107,7039.81,OK
/home/user/tesi/datasets/clic2020/train/dustin-scarpitti-1009.png,clic_train,JPEG,60.0,0.39696,39.0928,0.1666,334.22,OK
/home/user/tesi/datasets/clic2020/train/dyaa-eldin-moustafa-197.png,clic_train,JPEG,60.0,0.47981,39.6053,0.05515,61.59,OK
/home/user/tesi/datasets/clic2020/train/edan-cohen-2486.png,clic_train,JPEG,30.0,0.48194,31.6154,0.0982,332.98,OK
/home/user/tesi/datasets/clic2020/train/elena-prokofyeva-17909.png,clic_train,Neural,6.0,0.45039,35.0575,0.23135,7398.26,OK
/home/user/tesi/datasets/clic2020/train/eli-defaria-14555.png,clic_train,Neural,6.0,0.46034,35.8648,0.22789,7410.95,OK
/home/user/tesi/datasets/clic2020/train/elisabetta-foco-241.png,clic_train,JXL,3.0,0.465,36.46,0.1219,78.21,OK
/home/user/tesi/datasets/clic2020/train/elizabeth-lies-20237.png,clic_train,Neural,2.0,0.34341,27.767,0.17063,5443.33,OK
/home/user/tesi/datasets/clic2020/train/elle-zhu-22896.png,clic_train,Neural,4.0,0.38045,32.6676,0.1336,7367.32,OK
/home/user/tesi/datasets/clic2020/train/emanuele-pinna-258.png,clic_train,JXL,3.0,0.4175,36.4,0.0855,159.82,OK
/home/user/tesi/datasets/clic2020/train/eric-huang-35182.png,clic_train,Neural,6.0,0.47774,37.0341,0.32996,7401.84,OK
/home/user/tesi/datasets/clic2020/train/erol-ahmed-80094.png,clic_train,JPEG,30.0,0.42618,30.6926,0.48058,185.09,OK
/home/user/tesi/datasets/clic2020/train/evan-kirby-104799.png,clic_train,JXL,3.0,0.4313,35.65,0.1483,157.39,OK
/home/user/tesi/datasets/clic2020/train/ezra-jeffrey-87323.png,clic_train,JXL,1.0,0.3978,44.94,0.0695,154.54,OK
/home/user/tesi/datasets/clic2020/train/faye-cornish-76100.png,clic_train,Neural,6.0,0.25951,39.2781,0.22035,7401.08,OK
/home/user/tesi/datasets/clic2020/train/federico-beccari-130703.png,clic_train,Neural,6.0,0.42646,36.8542,0.236,6700.53,OK
/home/user/tesi/datasets/clic2020/train/felix-russell-saw-182331.png,clic_train,Neural,4.0,0.2785,32.7717,0.39823,5564.48,OK
/home/user/tesi/datasets/clic2020/train/fineas-anton-143501.png,clic_train,Neural,2.0,0.41245,26.7361,0.13808,7414.04,OK
/home/user/tesi/datasets/clic2020/train/forrest-cavale-350.png,clic_train,Neural,6.0,0.45148,36.0751,0.34028,7369.83,OK
/home/user/tesi/datasets/clic2020/train/frances-gunn-39238.png,clic_train,Neural,4.0,0.32577,33.2371,0.33574,1859.67,OK
/home/user/tesi/datasets/clic2020/train/francisco-casero-234.png,clic_train,JXL,12.0,0.491,21.89,0.3369,15.23,OK
/home/user/tesi/datasets/clic2020/train/fre-sonneveld-272.png,clic_train,HEVC,25.0,0.48499,35.4568,0.20529,2100.62,OK
/home/user/tesi/datasets/clic2020/train/fre-sonneveld-315.png,clic_train,JXL,7.0,0.3083,27.46,0.3345,155.42,OK
/home/user/tesi/datasets/clic2020/train/fritz-bielmeier-29905.png,clic_train,JXL,1.0,0.2187,46.64,0.0862,109.04,OK
/home/user/tesi/datasets/clic2020/train/gabe-rodriguez-110.png,clic_train,JXL,7.0,0.3243,31.9,0.1386,138.62,OK
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-423.png,clic_train,JPEG,30.0,0.44307,31.9871,0.17574,384.05,OK
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-453.png,clic_train,Neural,4.0,0.25943,32.7499,0.27122,7369.61,OK
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-598.png,clic_train,HEVC,25.0,0.19853,37.4159,0.26961,1774.05,OK
/home/user/tesi/datasets/clic2020/train/galymzhan-abdugalimov-181.png,clic_train,JXL,3.0,0.4804,36.55,0.1115,49.7,OK
/home/user/tesi/datasets/clic2020/train/georgia-dixon-248.png,clic_train,JXL,7.0,0.3324,28.05,0.3129,95.79,OK
/home/user/tesi/datasets/clic2020/train/glen-carrie-429.png,clic_train,JXL,3.0,0.3329,37.45,0.1175,119.58,OK
/home/user/tesi/datasets/clic2020/train/go-wild-27.png,clic_train,Neural,2.0,0.48409,20.7715,0.37499,65.95,OK
/home/user/tesi/datasets/clic2020/train/gonzalo-poblete-450.png,clic_train,JXL,3.0,0.3086,38.91,0.0893,35.46,OK
/home/user/tesi/datasets/clic2020/train/good-free-photos-177.png,clic_train,JXL,7.0,0.2442,29.64,0.1805,52.0,OK
/home/user/tesi/datasets/clic2020/train/greg-rakozy-199744.png,clic_train,HEVC,25.0,0.44914,35.485,0.05532,2190.27,OK
/home/user/tesi/datasets/clic2020/train/greg-rakozy-53292.png,clic_train,Neural,2.0,0.21999,28.1633,0.27399,5690.32,OK
/home/user/tesi/datasets/clic2020/train/guillaume-120.png,clic_train,Neural,4.0,0.29255,31.0849,0.35803,7427.34,OK
