image,dataset,codec,param,bpp,psnr,lpips,enc_ms,status
/home/user/tesi/datasets/kodak/kodim01.png,kodak,JPEG,30.0,0.92232,28.2111,0.09218,149.36,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,JPEG,60.0,1.43547,30.6215,0.03926,29.81,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,JPEG,90.0,3.15314,36.8785,0.00714,28.21,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,HEVC,45.0,0.12014,21.8623,0.66314,218.06,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,HEVC,35.0,0.35016,23.8674,0.45979,240.28,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,HEVC,25.0,1.68191,29.0634,0.11654,276.33,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Balle2018,2.0,0.33569,26.8699,0.28933,35.15,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Balle2018,4.0,0.80216,30.7495,0.10511,12.57,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Balle2018,6.0,1.5402,35.4039,0.02895,22.98,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Cheng2020,2.0,0.29655,27.2797,0.23311,1063.51,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Cheng2020,4.0,0.7404,31.2203,0.08211,1073.14,OK
/home/user/tesi/datasets/kodak/kodim01.png,kodak,Cheng2020,6.0,1.37565,35.0377,0.02569,1023.08,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,JPEG,30.0,0.47522,31.3685,0.17505,29.86,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,JPEG,60.0,0.81183,33.4963,0.07883,29.66,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,JPEG,90.0,2.02572,37.8907,0.01529,30.51,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,HEVC,45.0,0.07607,27.1052,0.52414,214.91,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,HEVC,35.0,0.14435,29.1488,0.36506,259.84,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,HEVC,25.0,0.69529,33.4805,0.14842,298.54,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Balle2018,2.0,0.13623,30.3614,0.37006,12.14,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Balle2018,4.0,0.33105,33.1138,0.24298,12.31,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Balle2018,6.0,0.73926,36.3425,0.11997,18.71,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Cheng2020,2.0,0.0874,30.7472,0.33905,1015.6,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Cheng2020,4.0,0.2356,33.3623,0.21137,1044.85,OK
/home/user/tesi/datasets/kodak/kodim02.png,kodak,Cheng2020,6.0,0.58626,36.5274,0.09098,1035.94,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,JPEG,30.0,0.448,32.8613,0.13208,29.12,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,JPEG,60.0,0.70178,35.2767,0.0708,29.65,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,JPEG,90.0,1.61178,40.0931,0.0174,31.01,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,HEVC,45.0,0.08028,27.4198,0.4154,226.03,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,HEVC,35.0,0.1524,29.9903,0.26251,253.99,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,HEVC,25.0,0.55316,34.9493,0.11074,293.31,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Balle2018,2.0,0.11702,31.7474,0.24075,12.06,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Balle2018,4.0,0.264,35.3101,0.1502,12.43,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Balle2018,6.0,0.5166,38.8787,0.09649,19.05,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Cheng2020,2.0,0.08415,32.5414,0.21216,1088.24,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Cheng2020,4.0,0.19604,35.8886,0.13358,1170.65,OK
/home/user/tesi/datasets/kodak/kodim03.png,kodak,Cheng2020,6.0,0.39998,39.0793,0.08149,1087.97,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,JPEG,30.0,0.53652,31.7047,0.17978,39.03,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,JPEG,60.0,0.86888,33.9009,0.09237,29.01,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,JPEG,90.0,2.07121,38.4214,0.01651,29.28,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,HEVC,45.0,0.09229,26.4265,0.5211,238.49,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,HEVC,35.0,0.17961,28.5411,0.35372,272.78,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,HEVC,25.0,0.73637,33.1919,0.16716,302.74,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Balle2018,2.0,0.14421,30.3667,0.34732,17.46,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Balle2018,4.0,0.33455,33.4579,0.22467,13.0,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Balle2018,6.0,0.71549,36.9431,0.11838,23.06,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Cheng2020,2.0,0.10913,30.8518,0.32175,1066.89,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Cheng2020,4.0,0.26685,33.8053,0.20027,1077.1,OK
/home/user/tesi/datasets/kodak/kodim04.png,kodak,Cheng2020,6.0,0.59733,36.9362,0.10534,1103.55,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,JPEG,30.0,1.03687,27.7315,0.06795,30.73,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,JPEG,60.0,1.59511,30.4343,0.02946,30.6,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,JPEG,90.0,3.32735,36.3698,0.0069,34.14,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,HEVC,45.0,0.17285,20.9524,0.47045,220.15,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,HEVC,35.0,0.41471,23.1457,0.27773,237.88,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,HEVC,25.0,1.59943,29.128,0.06552,266.23,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Balle2018,2.0,0.38298,26.7814,0.17971,15.4,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Balle2018,4.0,0.81047,31.0191,0.06428,12.39,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Balle2018,6.0,1.44336,35.3073,0.01743,21.12,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Cheng2020,2.0,0.35588,27.7883,0.14639,1020.16,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Cheng2020,4.0,0.71794,31.8075,0.05113,1041.24,OK
/home/user/tesi/datasets/kodak/kodim05.png,kodak,Cheng2020,6.0,1.27376,35.5048,0.01507,1090.11,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,JPEG,30.0,0.73977,29.4249,0.1188,35.58,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,JPEG,60.0,1.15975,31.9733,0.06214,31.06,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,JPEG,90.0,2.52566,37.7585,0.01253,29.54,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,HEVC,45.0,0.10187,23.1442,0.58104,205.46,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,HEVC,35.0,0.28619,25.2185,0.37594,243.5,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,HEVC,25.0,1.30699,30.6928,0.1239,272.29,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Balle2018,2.0,0.24089,27.8611,0.28706,12.13,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Balle2018,4.0,0.57227,31.9439,0.13741,12.37,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Balle2018,6.0,1.09961,8.2917,0.73266,18.61,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Cheng2020,2.0,0.22176,28.6901,0.23914,1057.46,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Cheng2020,4.0,0.51676,32.4724,0.12615,1081.0,OK
/home/user/tesi/datasets/kodak/kodim06.png,kodak,Cheng2020,6.0,0.99072,36.3144,0.05403,1078.8,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,JPEG,30.0,0.56887,32.119,0.08646,29.73,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,JPEG,60.0,0.85681,34.6697,0.04712,30.18,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,JPEG,90.0,1.86943,39.5767,0.01211,35.87,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,HEVC,45.0,0.1189,25.1059,0.37827,244.49,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,HEVC,35.0,0.23106,27.9494,0.20596,267.15,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,HEVC,25.0,0.67031,33.8665,0.06603,287.1,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Balle2018,2.0,0.17896,30.9501,0.16009,12.16,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Balle2018,4.0,0.35449,34.8278,0.08338,12.71,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Balle2018,6.0,0.63826,38.5512,0.04821,18.65,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Cheng2020,2.0,0.14315,31.8557,0.12867,1026.91,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Cheng2020,4.0,0.27661,35.534,0.07081,1038.46,OK
/home/user/tesi/datasets/kodak/kodim07.png,kodak,Cheng2020,6.0,0.4991,38.8637,0.04196,1049.53,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,JPEG,30.0,1.04199,27.5344,0.07412,37.37,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,JPEG,60.0,1.6002,30.268,0.03356,39.73,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,JPEG,90.0,3.36766,36.2305,0.00683,36.11,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,HEVC,45.0,0.21261,20.4813,0.47277,223.88,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,HEVC,35.0,0.427,22.4881,0.29251,237.98,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,HEVC,25.0,1.56712,28.5532,0.0863,269.11,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Balle2018,2.0,0.40479,26.1066,0.20527,12.54,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Balle2018,4.0,0.86532,30.2968,0.08985,12.78,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Balle2018,6.0,1.58919,34.6003,0.02563,19.21,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Cheng2020,2.0,0.38159,27.4787,0.15628,1023.53,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Cheng2020,4.0,0.75806,31.2214,0.07694,1044.7,OK
/home/user/tesi/datasets/kodak/kodim08.png,kodak,Cheng2020,6.0,1.37687,34.6244,0.02332,1083.5,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,JPEG,30.0,0.47184,32.781,0.20189,32.61,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,JPEG,60.0,0.71136,35.192,0.14588,31.4,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,JPEG,90.0,1.75376,39.6456,0.02324,31.68,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,HEVC,45.0,0.09499,26.051,0.4568,230.66,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,HEVC,35.0,0.18345,28.818,0.32036,262.89,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,HEVC,25.0,0.58602,34.1703,0.16781,285.09,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Balle2018,2.0,0.13566,31.5496,0.25032,11.97,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Balle2018,4.0,0.27596,35.083,0.17617,12.23,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Balle2018,6.0,0.51465,38.1809,0.14551,18.55,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Cheng2020,2.0,0.10547,32.379,0.21942,1047.76,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Cheng2020,4.0,0.21501,35.5443,0.16352,1060.36,OK
/home/user/tesi/datasets/kodak/kodim09.png,kodak,Cheng2020,6.0,0.41292,38.3438,0.13415,1065.63,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,JPEG,30.0,0.5116,32.4068,0.15324,31.42,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,JPEG,60.0,0.79677,34.9222,0.08991,30.01,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,JPEG,90.0,1.89716,39.4366,0.01472,30.25,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,HEVC,45.0,0.09631,25.856,0.53033,248.3,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,HEVC,35.0,0.20087,28.595,0.36224,272.7,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,HEVC,25.0,0.6448,33.999,0.15538,318.88,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Balle2018,2.0,0.14746,31.1884,0.30674,12.74,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Balle2018,4.0,0.29964,34.6138,0.19253,13.03,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Balle2018,6.0,0.57633,37.799,0.12513,19.32,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Cheng2020,2.0,0.11768,32.1279,0.25709,1047.87,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Cheng2020,4.0,0.23145,35.3041,0.16344,1097.98,OK
/home/user/tesi/datasets/kodak/kodim10.png,kodak,Cheng2020,6.0,0.44881,38.1948,0.10217,1064.44,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,JPEG,30.0,0.67076,30.0039,0.12831,28.35,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,JPEG,60.0,1.0685,32.469,0.06009,26.09,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,JPEG,90.0,2.38767,38.0609,0.0129,33.09,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,HEVC,45.0,0.10144,24.0145,0.56428,208.62,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,HEVC,35.0,0.24308,26.2296,0.38613,248.84,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,HEVC,25.0,1.06584,31.4442,0.13955,279.97,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Balle2018,2.0,0.20207,12.3969,0.79262,11.96,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Balle2018,4.0,0.47941,32.2662,0.17785,12.44,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Balle2018,6.0,0.99007,36.3691,0.0688,18.88,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Cheng2020,2.0,0.17326,29.4286,0.28326,1037.99,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Cheng2020,4.0,0.4069,32.7567,0.15111,1058.16,OK
/home/user/tesi/datasets/kodak/kodim11.png,kodak,Cheng2020,6.0,0.84611,36.2564,0.06084,1094.32,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,JPEG,30.0,0.47286,32.8052,0.13729,29.04,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,JPEG,60.0,0.7604,35.287,0.07519,28.85,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,JPEG,90.0,1.78247,39.8838,0.01512,29.23,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,HEVC,45.0,0.08032,27.0624,0.55258,218.39,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,HEVC,35.0,0.15542,29.5417,0.37022,261.11,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,HEVC,25.0,0.61719,34.2399,0.16585,294.92,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Balle2018,2.0,0.12093,31.3454,0.36799,11.84,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Balle2018,4.0,0.27352,34.5377,0.22497,12.31,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Balle2018,6.0,0.57788,37.8394,0.12038,18.78,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Cheng2020,2.0,0.08162,31.9532,0.31827,1058.97,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Cheng2020,4.0,0.19914,34.773,0.19415,1091.51,OK
/home/user/tesi/datasets/kodak/kodim12.png,kodak,Cheng2020,6.0,0.4589,38.0168,0.10037,1066.62,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,JPEG,30.0,1.10551,25.8832,0.1745,30.05,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,JPEG,60.0,1.7606,28.4625,0.07456,29.43,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,JPEG,90.0,3.82536,35.3313,0.0176,31.38,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,HEVC,45.0,0.16201,20.0026,0.79157,215.63,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,HEVC,35.0,0.49463,21.6773,0.57115,229.04,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,HEVC,25.0,2.47046,27.4406,0.14754,256.33,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Balle2018,2.0,0.40934,24.3722,0.42709,12.06,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Balle2018,4.0,1.03044,28.5967,0.13035,12.66,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Balle2018,6.0,1.98674,33.7325,0.02884,19.43,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Cheng2020,2.0,0.44084,25.3845,0.36131,1044.41,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Cheng2020,4.0,1.06502,29.5533,0.10995,1059.01,OK
/home/user/tesi/datasets/kodak/kodim13.png,kodak,Cheng2020,6.0,1.80208,32.3386,0.03313,1055.13,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,JPEG,30.0,0.82676,28.7266,0.14517,32.47,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,JPEG,60.0,1.31222,31.0188,0.07337,35.58,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,JPEG,90.0,2.90643,36.3053,0.01488,34.84,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,HEVC,45.0,0.13084,23.005,0.62992,231.24,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,HEVC,35.0,0.31295,25.0502,0.50358,256.15,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,HEVC,25.0,1.35673,30.2977,0.16684,275.46,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Balle2018,2.0,0.25879,27.5778,0.37398,11.97,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Balle2018,4.0,0.61304,31.2803,0.18413,12.74,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Balle2018,6.0,1.22998,35.3428,0.06032,19.13,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Cheng2020,2.0,0.23641,28.2765,0.32512,1035.12,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Cheng2020,4.0,0.5472,31.7759,0.14912,1055.5,OK
/home/user/tesi/datasets/kodak/kodim14.png,kodak,Cheng2020,6.0,1.10002,35.3465,0.04855,1048.23,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,JPEG,30.0,0.49913,31.5272,0.14566,29.63,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,JPEG,60.0,0.79771,33.7735,0.07446,29.89,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,JPEG,90.0,1.89956,38.4401,0.01322,30.73,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,HEVC,45.0,0.08905,26.4146,0.4298,225.55,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,HEVC,35.0,0.16854,28.7828,0.29147,252.18,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,HEVC,25.0,0.64498,33.438,0.12534,277.56,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Balle2018,2.0,0.13851,30.3993,0.28754,11.93,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Balle2018,4.0,0.32072,33.4773,0.17849,12.58,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Balle2018,6.0,0.67627,37.1445,0.08763,18.98,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Cheng2020,2.0,0.10604,30.9212,0.26618,1031.55,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Cheng2020,4.0,0.25326,34.0872,0.15423,1047.74,OK
/home/user/tesi/datasets/kodak/kodim15.png,kodak,Cheng2020,6.0,0.54793,37.0429,0.08349,1034.56,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,JPEG,30.0,0.55855,31.7502,0.15082,27.83,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,JPEG,60.0,0.88426,34.1696,0.08257,27.37,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,JPEG,90.0,2.01156,39.3991,0.01925,28.08,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,HEVC,45.0,0.07788,25.9022,0.63711,226.07,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,HEVC,35.0,0.19727,27.9642,0.47294,274.45,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,HEVC,25.0,0.89565,32.8616,0.17641,297.21,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Balle2018,2.0,0.1394,29.8423,0.37938,11.88,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Balle2018,4.0,0.35368,33.4566,0.20499,12.25,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Balle2018,6.0,0.74064,15.4761,0.53903,18.72,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Cheng2020,2.0,0.118,30.5283,0.32049,1040.16,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Cheng2020,4.0,0.30461,33.8505,0.18515,1035.83,OK
/home/user/tesi/datasets/kodak/kodim16.png,kodak,Cheng2020,6.0,0.65991,37.6089,0.08695,1039.47,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,JPEG,30.0,0.56287,31.9714,0.14265,28.57,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,JPEG,60.0,0.87687,34.3956,0.07573,28.39,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,JPEG,90.0,2.0186,39.1836,0.01525,28.18,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,HEVC,45.0,0.10406,25.1786,0.54562,247.33,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,HEVC,35.0,0.22906,27.7601,0.39334,279.81,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,HEVC,25.0,0.78587,33.1597,0.16318,312.21,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Balle2018,2.0,0.14754,30.5174,0.26482,11.95,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Balle2018,4.0,0.32463,33.9005,0.17493,12.34,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Balle2018,6.0,0.65145,37.4417,0.0995,19.02,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Cheng2020,2.0,0.12581,31.1469,0.25248,1044.28,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Cheng2020,4.0,0.27035,34.3398,0.16093,1042.4,OK
/home/user/tesi/datasets/kodak/kodim17.png,kodak,Cheng2020,6.0,0.53833,37.3717,0.09343,1036.76,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,JPEG,30.0,0.79588,28.6017,0.15077,27.74,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,JPEG,60.0,1.26965,31.045,0.07778,27.78,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,JPEG,90.0,2.87087,36.3505,0.01476,28.68,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,HEVC,45.0,0.11452,22.7273,0.64966,220.53,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,HEVC,35.0,0.33807,24.646,0.40854,241.83,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,HEVC,25.0,1.47825,30.2008,0.13996,280.38,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Balle2018,2.0,0.26644,27.0942,0.33415,12.09,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Balle2018,4.0,0.62044,30.8282,0.16255,12.54,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Balle2018,6.0,1.21956,34.8084,0.07788,19.25,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Cheng2020,2.0,0.26131,27.8923,0.2821,1035.48,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Cheng2020,4.0,0.58927,31.4773,0.14222,1037.35,OK
/home/user/tesi/datasets/kodak/kodim18.png,kodak,Cheng2020,6.0,1.07674,34.2206,0.07283,1043.5,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,JPEG,30.0,0.62895,30.692,0.20323,30.23,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,JPEG,60.0,0.98924,33.0866,0.11652,29.99,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,JPEG,90.0,2.30998,38.2175,0.02216,31.14,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,HEVC,45.0,0.10927,24.7579,0.55236,230.73,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,HEVC,35.0,0.22465,26.7209,0.43683,278.95,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,HEVC,25.0,0.94267,31.7398,0.20764,305.95,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Balle2018,2.0,0.17399,29.1589,0.36831,11.72,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Balle2018,4.0,0.42334,32.6838,0.2373,12.49,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Balle2018,6.0,0.88786,36.6288,0.12936,19.38,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Cheng2020,2.0,0.14347,29.853,0.3582,1028.44,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Cheng2020,4.0,0.35474,33.0527,0.21974,1027.19,OK
/home/user/tesi/datasets/kodak/kodim19.png,kodak,Cheng2020,6.0,0.7701,36.5869,0.12572,1026.29,OK
/home/user/tesi/datasets/kodak/kodim20.png,kodak,JPEG,30.0,0.46763,31.9599,0.10515,27.94,OK
/home/user/tesi/datasets/kodak/kodim20.png,kodak,JPEG,60.0,0.70367,34.2384,0.05268,27.11,OK
/home/user/tesi/datasets/kodak/kodim20.png,kodak,JPEG,90.0,1.59941,38.9803,0.01375,27.3,OK
/home/user/tesi/datasets/kodak/kodim20.png,kodak,HEVC,45.0,0.0906,26.0248,0.34638,192.04,OK
/home/user/tesi/datasets/kodak/kodim20.png,kodak,HEVC,35.0,0.16982,28.6392,0.22802,210.61,OK
