file,dataset,codec,param,kbps,pesq,mel_dist,audio_dist,enc_ms,status
1919-142785-0021.flac,librispeech,EnCodec,6.0,6.0,1.4642,4.5436,3.0358,4.95,OK
1919-142785-0020.flac,librispeech,Opus,12,12.1,3.9136,3.2291,0.5864,55.25,OK
1919-142785-0020.flac,librispeech,Opus,24,24.22,4.4913,2.4862,0.0087,67.01,OK
1919-142785-0020.flac,librispeech,Opus,48,48.64,4.5443,2.1619,-0.0443,74.15,OK
1919-142785-0020.flac,librispeech,EnCodec,1.5,1.5,1.5794,6.7962,2.9206,32.27,OK
1919-142785-0020.flac,librispeech,EnCodec,3.0,3.0,2.0332,5.8057,2.4668,19.88,OK
1919-142785-0020.flac,librispeech,EnCodec,6.0,6.0,2.6749,4.9805,1.8251,20.19,OK
1919-142785-0042.flac,librispeech,Opus,12,11.77,3.7648,3.3365,0.7352,38.76,OK
1919-142785-0042.flac,librispeech,Opus,24,23.84,4.4628,2.5414,0.0372,28.68,OK
1919-142785-0042.flac,librispeech,Opus,48,48.16,4.5441,2.1993,-0.0441,30.68,OK
1919-142785-0042.flac,librispeech,EnCodec,1.5,1.5,1.5684,6.6202,2.9316,9.85,OK
1919-142785-0042.flac,librispeech,EnCodec,3.0,3.0,2.1288,5.7494,2.3712,8.81,OK
1919-142785-0042.flac,librispeech,EnCodec,6.0,6.0,2.6763,5.0006,1.8237,8.88,OK
1919-142785-0030.flac,librispeech,Opus,12,12.19,3.851,3.2402,0.649,56.81,OK
1919-142785-0030.flac,librispeech,Opus,24,24.19,4.4733,2.4336,0.0267,67.37,OK
1919-142785-0030.flac,librispeech,Opus,48,48.73,4.5353,2.0964,-0.0353,73.55,OK
1919-142785-0030.flac,librispeech,EnCodec,1.5,1.5,1.5582,6.6587,2.9418,19.83,OK
1919-142785-0030.flac,librispeech,EnCodec,3.0,3.0,2.0353,5.6916,2.4647,19.8,OK
1919-142785-0030.flac,librispeech,EnCodec,6.0,6.0,2.6089,5.0118,1.8911,20.14,OK
1919-142785-0017.flac,librispeech,Opus,12,11.91,3.8124,3.3879,0.6876,56.72,OK
1919-142785-0017.flac,librispeech,Opus,24,23.93,4.4678,2.5052,0.0322,63.89,OK
1919-142785-0017.flac,librispeech,Opus,48,48.45,4.5206,2.1592,-0.0206,62.5,OK
1919-142785-0017.flac,librispeech,EnCodec,1.5,1.5,1.5337,6.5739,2.9663,29.02,OK
1919-142785-0017.flac,librispeech,EnCodec,3.0,3.0,2.0162,5.7873,2.4838,15.44,OK
1919-142785-0017.flac,librispeech,EnCodec,6.0,6.0,2.564,5.0186,1.936,15.91,OK
1919-142785-0031.flac,librispeech,Opus,12,12.33,3.7843,3.1654,0.7157,45.95,OK
1919-142785-0031.flac,librispeech,Opus,24,24.32,4.4686,2.3825,0.0314,35.37,OK
1919-142785-0031.flac,librispeech,Opus,48,48.98,4.5305,2.0718,-0.0305,39.0,OK
1919-142785-0031.flac,librispeech,EnCodec,1.5,1.5,1.4759,6.5948,3.0241,11.93,OK
1919-142785-0031.flac,librispeech,EnCodec,3.0,3.0,2.0491,5.6157,2.4509,11.23,OK
1919-142785-0031.flac,librispeech,EnCodec,6.0,6.0,2.6753,4.7796,1.8247,11.78,OK
1919-142785-0060.flac,librispeech,Opus,12,11.95,3.9139,3.3098,0.5861,45.86,OK
1919-142785-0060.flac,librispeech,Opus,24,24.02,4.4948,2.4657,0.0052,58.19,OK
1919-142785-0060.flac,librispeech,Opus,48,48.6,4.5419,2.1225,-0.0419,62.85,OK
1919-142785-0060.flac,librispeech,EnCodec,1.5,1.5,1.6169,6.9872,2.8831,16.32,OK
1919-142785-0060.flac,librispeech,EnCodec,3.0,3.0,2.171,6.0091,2.329,15.81,OK
1919-142785-0060.flac,librispeech,EnCodec,6.0,6.0,2.7497,5.1572,1.7503,16.14,OK
1919-142785-0058.flac,librispeech,Opus,12,12.42,3.9819,3.3115,0.5181,28.11,OK
1919-142785-0058.flac,librispeech,Opus,24,24.52,4.5109,2.5817,-0.0109,20.92,OK
1919-142785-0058.flac,librispeech,Opus,48,48.86,4.5801,2.2234,-0.0801,22.36,OK
1919-142785-0058.flac,librispeech,EnCodec,1.5,1.5,1.728,7.2622,2.772,13.46,OK
1919-142785-0058.flac,librispeech,EnCodec,3.0,3.0,2.2569,6.222,2.2431,6.11,OK
1919-142785-0058.flac,librispeech,EnCodec,6.0,6.0,2.9327,5.2593,1.5673,6.22,OK
1919-142785-0026.flac,librispeech,Opus,12,12.07,3.9342,3.2832,0.5658,36.85,OK
1919-142785-0026.flac,librispeech,Opus,24,24.17,4.4774,2.372,0.0226,50.87,OK
1919-142785-0026.flac,librispeech,Opus,48,48.74,4.5516,2.0207,-0.0516,55.48,OK
1919-142785-0026.flac,librispeech,EnCodec,1.5,1.5,1.6129,6.6264,2.8871,26.1,OK
1919-142785-0026.flac,librispeech,EnCodec,3.0,3.0,1.9807,5.8034,2.5193,12.84,OK
1919-142785-0026.flac,librispeech,EnCodec,6.0,6.0,2.626,4.9471,1.874,13.01,OK
1919-142785-0041.flac,librispeech,Opus,12,11.86,3.9336,3.2798,0.5664,80.49,OK
1919-142785-0041.flac,librispeech,Opus,24,24.0,4.4851,2.3842,0.0149,82.44,OK
1919-142785-0041.flac,librispeech,Opus,48,48.55,4.5472,2.0358,-0.0472,87.66,OK
1919-142785-0041.flac,librispeech,EnCodec,1.5,1.5,1.3713,6.6069,3.1287,36.98,OK
1919-142785-0041.flac,librispeech,EnCodec,3.0,3.0,1.545,5.6653,2.955,24.75,OK
1919-142785-0041.flac,librispeech,EnCodec,6.0,6.0,2.77,4.9453,1.73,25.68,OK
1919-142785-0029.flac,librispeech,Opus,12,12.18,3.7849,3.3496,0.7151,29.85,OK
1919-142785-0029.flac,librispeech,Opus,24,24.12,4.5047,2.4714,-0.0047,26.6,OK
1919-142785-0029.flac,librispeech,Opus,48,48.77,4.5567,2.0818,-0.0567,24.06,OK
1919-142785-0029.flac,librispeech,EnCodec,1.5,1.5,1.6366,6.3728,2.8634,16.74,OK
1919-142785-0029.flac,librispeech,EnCodec,3.0,3.0,2.217,5.6602,2.283,6.69,OK
1919-142785-0029.flac,librispeech,EnCodec,6.0,6.0,2.6444,4.8665,1.8556,6.71,OK
1919-142785-0050.flac,librispeech,Opus,12,11.81,3.8604,3.3092,0.6396,53.15,OK
1919-142785-0050.flac,librispeech,Opus,24,24.03,4.4764,2.4593,0.0236,65.1,OK
1919-142785-0050.flac,librispeech,Opus,48,48.53,4.5436,2.1079,-0.0436,69.57,OK
1919-142785-0050.flac,librispeech,EnCodec,1.5,1.5,1.5463,6.5558,2.9537,24.83,OK
1919-142785-0050.flac,librispeech,EnCodec,3.0,3.0,2.1233,5.6078,2.3767,18.92,OK
1919-142785-0050.flac,librispeech,EnCodec,6.0,6.0,2.5707,4.8816,1.9293,18.4,OK
1919-142785-0059.flac,librispeech,Opus,12,12.14,3.9569,3.2173,0.5431,66.09,OK
1919-142785-0059.flac,librispeech,Opus,24,24.16,4.5008,2.4415,-0.0008,67.09,OK
1919-142785-0059.flac,librispeech,Opus,48,48.64,4.558,2.1007,-0.058,70.31,OK
1919-142785-0059.flac,librispeech,EnCodec,1.5,1.5,1.5255,6.5966,2.9745,24.26,OK
1919-142785-0059.flac,librispeech,EnCodec,3.0,3.0,2.0491,5.6383,2.4509,18.32,OK
1919-142785-0059.flac,librispeech,EnCodec,6.0,6.0,2.695,4.8151,1.805,18.52,OK
1919-142785-0008.flac,librispeech,Opus,12,11.98,3.9665,3.149,0.5335,121.55,OK
1919-142785-0008.flac,librispeech,Opus,24,24.13,4.4922,2.2901,0.0078,120.57,OK
1919-142785-0008.flac,librispeech,Opus,48,48.7,4.5545,1.9431,-0.0545,133.43,OK
1919-142785-0008.flac,librispeech,EnCodec,1.5,1.5,1.5458,6.4637,2.9542,50.42,OK
1919-142785-0008.flac,librispeech,EnCodec,3.0,3.0,2.1638,5.5164,2.3362,41.66,OK
1919-142785-0008.flac,librispeech,EnCodec,6.0,6.0,2.7362,4.7498,1.7638,42.81,OK
1919-142785-0027.flac,librispeech,Opus,12,12.12,3.9854,3.2276,0.5146,66.84,OK
1919-142785-0027.flac,librispeech,Opus,24,24.16,4.4952,2.3785,0.0048,70.2,OK
1919-142785-0027.flac,librispeech,Opus,48,48.7,4.5646,2.0425,-0.0646,76.21,OK
1919-142785-0027.flac,librispeech,EnCodec,1.5,1.5,1.5005,6.775,2.9995,33.06,OK
1919-142785-0027.flac,librispeech,EnCodec,3.0,3.0,2.0839,5.9147,2.4161,19.81,OK
1919-142785-0027.flac,librispeech,EnCodec,6.0,6.0,2.7347,5.1739,1.7653,20.31,OK
1272-141231-0021.flac,librispeech,Opus,12,12.19,3.6717,3.1934,0.8283,43.25,OK
1272-141231-0021.flac,librispeech,Opus,24,23.81,4.4416,2.2485,0.0584,33.44,OK
1272-141231-0021.flac,librispeech,Opus,48,47.9,4.5577,1.9247,-0.0577,35.68,OK
1272-141231-0021.flac,librispeech,EnCodec,1.5,1.5,1.6119,6.1542,2.8881,20.88,OK
1272-141231-0021.flac,librispeech,EnCodec,3.0,3.0,2.1415,5.1729,2.3585,10.55,OK
1272-141231-0021.flac,librispeech,EnCodec,6.0,6.0,2.7904,4.5179,1.7096,10.67,OK
1272-141231-0030.flac,librispeech,Opus,12,12.37,3.7231,3.2718,0.7769,44.84,OK
1272-141231-0030.flac,librispeech,Opus,24,24.1,4.4601,2.3347,0.0399,57.22,OK
1272-141231-0030.flac,librispeech,Opus,48,48.18,4.5351,2.0272,-0.0351,64.86,OK
1272-141231-0030.flac,librispeech,EnCodec,1.5,1.5,1.5917,6.5474,2.9083,28.47,OK
1272-141231-0030.flac,librispeech,EnCodec,3.0,3.0,2.0367,5.5346,2.4633,15.08,OK
1272-141231-0030.flac,librispeech,EnCodec,6.0,6.0,2.625,4.773,1.875,16.1,OK
1272-141231-0005.flac,librispeech,Opus,12,12.63,3.6928,3.3607,0.8072,50.75,OK
1272-141231-0005.flac,librispeech,Opus,24,24.48,4.4989,2.3981,0.0011,55.14,OK
1272-141231-0005.flac,librispeech,Opus,48,48.86,4.5402,2.0509,-0.0402,53.25,OK
1272-141231-0005.flac,librispeech,EnCodec,1.5,1.5,1.5674,6.4784,2.9326,26.83,OK
1272-141231-0005.flac,librispeech,EnCodec,3.0,3.0,2.1458,5.5127,2.3542,12.9,OK
1272-141231-0005.flac,librispeech,EnCodec,6.0,6.0,2.8525,4.7638,1.6475,13.24,OK
1272-141231-0020.flac,librispeech,Opus,12,12.2,3.8343,3.1042,0.6657,41.33,OK
1272-141231-0020.flac,librispeech,Opus,24,23.78,4.483,2.2172,0.017,31.27,OK
1272-141231-0020.flac,librispeech,Opus,48,47.92,4.5474,1.8992,-0.0474,34.22,OK
1272-141231-0020.flac,librispeech,EnCodec,1.5,1.5,1.5363,6.3145,2.9637,12.33,OK
1272-141231-0020.flac,librispeech,EnCodec,3.0,3.0,2.054,5.4471,2.446,9.75,OK
1272-141231-0020.flac,librispeech,EnCodec,6.0,6.0,2.8564,4.7633,1.6436,9.91,OK
1272-141231-0026.flac,librispeech,Opus,12,12.3,3.8426,3.1723,0.6574,42.76,OK
1272-141231-0026.flac,librispeech,Opus,24,23.99,4.5126,2.3679,-0.0126,57.05,OK
1272-141231-0026.flac,librispeech,Opus,48,48.12,4.565,2.0311,-0.065,59.91,OK
1272-141231-0026.flac,librispeech,EnCodec,1.5,1.5,1.6775,6.2832,2.8225,27.69,OK
1272-141231-0026.flac,librispeech,EnCodec,3.0,3.0,2.2577,5.4859,2.2423,14.18,OK
1272-141231-0026.flac,librispeech,EnCodec,6.0,6.0,2.8977,4.8562,1.6023,14.72,OK
1272-141231-0008.flac,librispeech,Opus,12,12.38,3.8596,3.2043,0.6404,45.12,OK
1272-141231-0008.flac,librispeech,Opus,24,24.05,4.5015,2.3149,-0.0015,32.67,OK
1272-141231-0008.flac,librispeech,Opus,48,48.11,4.5646,2.0048,-0.0646,35.51,OK
1272-141231-0008.flac,librispeech,EnCodec,1.5,1.5,1.5852,6.4573,2.9148,20.34,OK
1272-141231-0008.flac,librispeech,EnCodec,3.0,3.0,2.2644,5.5025,2.2356,10.09,OK
1272-141231-0008.flac,librispeech,EnCodec,6.0,6.0,2.8478,4.9886,1.6522,10.43,OK
1272-141231-0023.flac,librispeech,Opus,12,12.4,3.8345,3.165,0.6655,58.34,OK
1272-141231-0023.flac,librispeech,Opus,24,24.26,4.5,2.3344,0.0,63.47,OK
1272-141231-0023.flac,librispeech,Opus,48,48.64,4.5572,1.9792,-0.0572,69.28,OK
1272-141231-0023.flac,librispeech,EnCodec,1.5,1.5,1.4979,6.2546,3.0021,18.0,OK
1272-141231-0023.flac,librispeech,EnCodec,3.0,3.0,2.0359,5.2539,2.4641,17.9,OK
1272-141231-0023.flac,librispeech,EnCodec,6.0,6.0,2.7873,4.5924,1.7127,18.27,OK
1272-141231-0002.flac,librispeech,Opus,12,12.38,3.7311,3.2552,0.7689,88.58,OK
1272-141231-0002.flac,librispeech,Opus,24,24.2,4.4852,2.3338,0.0148,89.56,OK
1272-141231-0002.flac,librispeech,Opus,48,48.5,4.5368,1.9896,-0.0368,95.39,OK
1272-141231-0002.flac,librispeech,EnCodec,1.5,1.5,1.6237,6.4825,2.8763,38.88,OK
1272-141231-0002.flac,librispeech,EnCodec,3.0,3.0,2.0956,5.4404,2.4044,27.73,OK
1272-141231-0002.flac,librispeech,EnCodec,6.0,6.0,2.7174,4.753,1.7826,27.72,OK
1272-141231-0027.flac,librispeech,Opus,12,12.37,3.8007,3.1971,0.6993,53.8,OK
1272-141231-0027.flac,librispeech,Opus,24,24.05,4.4944,2.3013,0.0056,53.74,OK
1272-141231-0027.flac,librispeech,Opus,48,48.24,4.558,1.9921,-0.058,58.41,OK
1272-141231-0027.flac,librispeech,EnCodec,1.5,1.5,1.5704,6.4852,2.9296,28.35,OK
1272-141231-0027.flac,librispeech,EnCodec,3.0,3.0,2.2367,5.4021,2.2633,14.25,OK
1272-141231-0027.flac,librispeech,EnCodec,6.0,6.0,2.9246,4.7277,1.5754,14.65,OK
1272-141231-0029.flac,librispeech,Opus,12,12.51,3.6853,3.2058,0.8147,65.36,OK
1272-141231-0029.flac,librispeech,Opus,24,24.23,4.4769,2.3335,0.0231,55.69,OK
1272-141231-0029.flac,librispeech,Opus,48,48.47,4.544,1.9985,-0.044,60.2,OK
1272-141231-0029.flac,librispeech,EnCodec,1.5,1.5,1.6254,6.0698,2.8746,23.33,OK
1272-141231-0029.flac,librispeech,EnCodec,3.0,3.0,2.0781,5.2437,2.4219,14.38,OK
1272-141231-0029.flac,librispeech,EnCodec,6.0,6.0,2.8186,4.5739,1.6814,15.06,OK
1272-141231-0032.flac,librispeech,Opus,12,12.56,3.8614,3.2215,0.6386,43.76,OK
1272-141231-0032.flac,librispeech,Opus,24,24.24,4.4593,2.3601,0.0407,32.78,OK
1272-141231-0032.flac,librispeech,Opus,48,49.57,4.4164,1.8669,0.0836,32.89,OK
1272-141231-0032.flac,librispeech,EnCodec,1.5,1.5,1.4924,6.3861,3.0076,15.7,OK
1272-141231-0032.flac,librispeech,EnCodec,3.0,3.0,2.0662,5.3304,2.4338,9.82,OK
1272-141231-0032.flac,librispeech,EnCodec,6.0,6.0,2.7905,4.5429,1.7095,9.96,OK
1272-141231-0028.flac,librispeech,Opus,12,12.27,3.7631,3.1982,0.7369,37.3,OK
1272-141231-0028.flac,librispeech,Opus,24,24.02,4.5205,2.2605,-0.0205,49.83,OK
1272-141231-0028.flac,librispeech,Opus,48,48.91,4.5154,1.8869,-0.0154,57.0,OK
1272-141231-0028.flac,librispeech,EnCodec,1.5,1.5,1.6097,6.2528,2.8903,25.84,OK
1272-141231-0028.flac,librispeech,EnCodec,3.0,3.0,2.1116,5.3433,2.3884,12.29,OK
1272-141231-0028.flac,librispeech,EnCodec,6.0,6.0,2.8605,4.7145,1.6395,12.79,OK
1272-141231-0001.flac,librispeech,Opus,12,12.6,3.6846,3.3081,0.8154,54.27,OK
1272-141231-0001.flac,librispeech,Opus,24,24.42,4.47,2.3068,0.03,54.41,OK
1272-141231-0001.flac,librispeech,Opus,48,48.81,4.5608,1.9676,-0.0608,58.01,OK
1272-141231-0001.flac,librispeech,EnCodec,1.5,1.5,1.539,6.5001,2.961,27.62,OK
1272-141231-0001.flac,librispeech,EnCodec,3.0,3.0,1.9883,5.5609,2.5117,14.77,OK
1272-141231-0001.flac,librispeech,EnCodec,6.0,6.0,2.7516,4.8468,1.7484,14.4,OK
1272-141231-0025.flac,librispeech,Opus,12,12.4,3.8724,3.2031,0.6276,70.94,OK
1272-141231-0025.flac,librispeech,Opus,24,24.26,4.2588,2.3218,0.2412,57.63,OK
1272-141231-0025.flac,librispeech,Opus,48,49.23,4.4756,1.7291,0.0244,63.32,OK
1272-141231-0025.flac,librispeech,EnCodec,1.5,1.5,1.5985,6.3538,2.9015,31.71,OK
1272-141231-0025.flac,librispeech,EnCodec,3.0,3.0,2.1777,5.4441,2.3223,18.3,OK
1272-141231-0025.flac,librispeech,EnCodec,6.0,6.0,2.8771,4.7883,1.6229,18.8,OK
1272-141231-0004.flac,librispeech,Opus,12,11.97,3.7906,2.7817,0.7094,49.32,OK
1272-141231-0004.flac,librispeech,Opus,24,23.49,4.4888,1.975,0.0112,35.14,OK
1272-141231-0004.flac,librispeech,Opus,48,47.5,4.553,1.6528,-0.053,36.43,OK
1272-141231-0004.flac,librispeech,EnCodec,1.5,1.5,1.5891,5.81,2.9109,24.02,OK
1272-141231-0004.flac,librispeech,EnCodec,3.0,3.0,2.183,4.9433,2.317,10.9,OK
1272-141231-0004.flac,librispeech,EnCodec,6.0,6.0,2.9238,4.2072,1.5762,11.38,OK
1272-141231-0009.flac,librispeech,Opus,12,12.31,3.5487,3.2364,0.9513,52.49,OK
1272-141231-0009.flac,librispeech,Opus,24,23.99,4.4531,2.365,0.0469,64.77,OK
1272-141231-0009.flac,librispeech,Opus,48,48.21,4.5291,2.0172,-0.0291,71.9,OK
1272-141231-0009.flac,librispeech,EnCodec,1.5,1.5,1.4442,6.4467,3.0558,31.11,OK
1272-141231-0009.flac,librispeech,EnCodec,3.0,3.0,1.9127,5.5457,2.5873,17.61,OK
1272-141231-0009.flac,librispeech,EnCodec,6.0,6.0,2.6108,4.8419,1.8892,17.78,OK
1272-141231-0006.flac,librispeech,Opus,12,12.37,3.8823,3.1924,0.6177,55.72,OK
1272-141231-0006.flac,librispeech,Opus,24,24.27,4.0737,2.4389,0.4263,28.87,OK
1272-141231-0006.flac,librispeech,Opus,48,49.11,4.4473,1.7501,0.0527,29.76,OK
1272-141231-0006.flac,librispeech,EnCodec,1.5,1.5,1.6803,6.6482,2.8197,10.12,OK
1272-141231-0006.flac,librispeech,EnCodec,3.0,3.0,2.3641,5.6805,2.1359,10.34,OK
1272-141231-0006.flac,librispeech,EnCodec,6.0,6.0,2.9673,4.9315,1.5327,10.48,OK
1272-141231-0007.flac,librispeech,Opus,12,12.53,3.9695,3.1547,0.5305,31.83,OK
1272-141231-0007.flac,librispeech,Opus,24,24.31,4.5147,2.2437,-0.0147,32.38,OK
1272-141231-0007.flac,librispeech,Opus,48,48.69,4.5492,1.9153,-0.0492,35.5,OK
1272-141231-0007.flac,librispeech,EnCodec,1.5,1.5,1.6636,6.4345,2.8364,10.49,OK
1272-141231-0007.flac,librispeech,EnCodec,3.0,3.0,2.2731,5.4628,2.2269,10.35,OK
1272-141231-0007.flac,librispeech,EnCodec,6.0,6.0,2.9815,4.8808,1.5185,10.68,OK
1272-141231-0019.flac,librispeech,Opus,12,12.49,3.7766,3.4047,0.7234,32.61,OK
1272-141231-0019.flac,librispeech,Opus,24,24.26,4.4799,2.4532,0.0201,32.42,OK
1272-141231-0019.flac,librispeech,Opus,48,50.88,4.4521,1.6161,0.0479,26.12,OK
1272-141231-0019.flac,librispeech,EnCodec,1.5,1.5,1.5591,6.6212,2.9409,18.33,OK
1272-141231-0019.flac,librispeech,EnCodec,3.0,3.0,1.9543,5.6193,2.5457,9.94,OK
1272-141231-0019.flac,librispeech,EnCodec,6.0,6.0,2.7312,4.8229,1.7688,10.02,OK
1272-141231-0010.flac,librispeech,Opus,12,12.22,3.7097,3.2397,0.7903,62.43,OK
1272-141231-0010.flac,librispeech,Opus,24,24.49,4.3682,2.2915,0.1318,68.8,OK
1272-141231-0010.flac,librispeech,Opus,48,49.1,4.5273,1.8434,-0.0273,75.42,OK
1272-141231-0010.flac,librispeech,EnCodec,1.5,1.5,1.5143,6.5379,2.9857,23.0,OK
1272-141231-0010.flac,librispeech,EnCodec,3.0,3.0,2.0277,5.4251,2.4723,21.43,OK
1272-141231-0010.flac,librispeech,EnCodec,6.0,6.0,2.7565,4.6613,1.7435,21.7,OK
1272-141231-0013.flac,librispeech,Opus,12,12.71,3.927,2.851,0.573,21.52,OK
1272-141231-0013.flac,librispeech,Opus,24,24.18,4.5093,2.1253,-0.0093,16.24,OK
1272-141231-0013.flac,librispeech,Opus,48,48.33,4.5527,1.8365,-0.0527,19.14,OK
1272-141231-0013.flac,librispeech,EnCodec,1.5,1.5,1.5796,5.5925,2.9204,11.84,OK
1272-141231-0013.flac,librispeech,EnCodec,3.0,3.0,2.2018,4.7321,2.2982,4.57,OK
1272-141231-0013.flac,librispeech,EnCodec,6.0,6.0,2.8921,4.1977,1.6079,4.74,OK
1272-141231-0031.flac,librispeech,Opus,12,12.4,3.7534,3.1559,0.7466,44.18,OK
1272-141231-0031.flac,librispeech,Opus,24,24.09,4.4451,2.2313,0.0549,64.85,OK
1272-141231-0031.flac,librispeech,Opus,48,48.28,4.5108,1.92,-0.0108,62.54,OK
1272-141231-0031.flac,librispeech,EnCodec,1.5,1.5,1.6224,6.4139,2.8776,21.39,OK
1272-141231-0031.flac,librispeech,EnCodec,3.0,3.0,2.1348,5.3331,2.3652,14.72,OK
1272-141231-0031.flac,librispeech,EnCodec,6.0,6.0,2.8399,4.7401,1.6601,15.58,OK
1272-141231-0015.flac,librispeech,Opus,12,12.38,3.7441,3.2092,0.7559,48.36,OK
1272-141231-0015.flac,librispeech,Opus,24,24.09,4.4133,2.3052,0.0867,55.46,OK
1272-141231-0015.flac,librispeech,Opus,48,48.35,4.5473,1.9088,-0.0473,52.98,OK
1272-141231-0015.flac,librispeech,EnCodec,1.5,1.5,1.5414,6.528,2.9586,21.19,OK
1272-141231-0015.flac,librispeech,EnCodec,3.0,3.0,2.1219,5.4764,2.3781,12.32,OK
1272-141231-0015.flac,librispeech,EnCodec,6.0,6.0,2.7099,4.7924,1.7901,12.73,OK
1272-141231-0012.flac,librispeech,Opus,12,12.36,3.7666,3.1817,0.7334,60.93,OK
1272-141231-0012.flac,librispeech,Opus,24,24.08,4.5119,2.3401,-0.0119,61.42,OK
1272-141231-0012.flac,librispeech,Opus,48,48.38,4.5611,1.9964,-0.0611,64.04,OK
1272-141231-0012.flac,librispeech,EnCodec,1.5,1.5,1.4642,6.4172,3.0358,28.69,OK
1272-141231-0012.flac,librispeech,EnCodec,3.0,3.0,1.8995,5.3427,2.6005,15.84,OK
1272-141231-0012.flac,librispeech,EnCodec,6.0,6.0,2.6777,4.755,1.8223,16.74,OK
1272-141231-0003.flac,librispeech,Opus,12,12.32,3.6647,3.1838,0.8353,47.16,OK
1272-141231-0003.flac,librispeech,Opus,24,24.06,4.4048,2.3158,0.0952,36.52,OK
1272-141231-0003.flac,librispeech,Opus,48,48.2,4.5466,1.9831,-0.0466,39.65,OK
1272-141231-0003.flac,librispeech,EnCodec,1.5,1.5,1.447,6.5029,3.053,21.31,OK
1272-141231-0003.flac,librispeech,EnCodec,3.0,3.0,1.8528,5.4222,2.6472,10.88,OK
1272-141231-0003.flac,librispeech,EnCodec,6.0,6.0,2.708,4.7571,1.792,11.43,OK
1272-141231-0000.flac,librispeech,Opus,12,12.3,3.9417,2.7784,0.5583,32.03,OK
1272-141231-0000.flac,librispeech,Opus,24,23.8,4.5029,2.0977,-0.0029,32.44,OK
1272-141231-0000.flac,librispeech,Opus,48,47.9,4.5536,1.7945,-0.0536,45.17,OK
1272-141231-0000.flac,librispeech,EnCodec,1.5,1.5,1.5826,5.7336,2.9174,11.19,OK
1272-141231-0000.flac,librispeech,EnCodec,3.0,3.0,2.0698,4.8474,2.4302,9.96,OK
1272-141231-0000.flac,librispeech,EnCodec,6.0,6.0,2.6662,4.2117,1.8338,10.13,OK
1272-141231-0016.flac,librispeech,Opus,12,11.68,4.0485,2.6205,0.4515,17.04,OK
1272-141231-0016.flac,librispeech,Opus,24,22.91,4.5315,1.808,-0.0315,17.25,OK
1272-141231-0016.flac,librispeech,Opus,48,46.37,4.582,1.5611,-0.082,18.32,OK
1272-141231-0016.flac,librispeech,EnCodec,1.5,1.5,2.0271,5.3076,2.4729,14.71,OK
1272-141231-0016.flac,librispeech,EnCodec,3.0,3.0,2.7259,4.4723,1.7741,4.59,OK
1272-141231-0016.flac,librispeech,EnCodec,6.0,6.0,3.0769,3.8785,1.4231,4.9,OK
1272-141231-0014.flac,librispeech,Opus,12,12.26,3.7778,3.0333,0.7222,45.14,OK
1272-141231-0014.flac,librispeech,Opus,24,23.88,4.4859,2.1809,0.0141,58.62,OK
1272-141231-0014.flac,librispeech,Opus,48,47.96,4.5476,1.8634,-0.0476,60.86,OK
1272-141231-0014.flac,librispeech,EnCodec,1.5,1.5,1.5989,6.1164,2.9011,27.9,OK
1272-141231-0014.flac,librispeech,EnCodec,3.0,3.0,2.0824,5.162,2.4176,15.06,OK
1272-141231-0014.flac,librispeech,EnCodec,6.0,6.0,2.7659,4.4216,1.7341,15.63,OK
1272-141231-0022.flac,librispeech,Opus,12,12.45,3.8026,3.2585,0.6974,66.7,OK
1272-141231-0022.flac,librispeech,Opus,24,24.22,4.4899,2.3069,0.0101,63.28,OK
1272-141231-0022.flac,librispeech,Opus,48,48.61,4.5678,1.9637,-0.0678,67.67,OK
1272-141231-0022.flac,librispeech,EnCodec,1.5,1.5,1.6123,6.2773,2.8877,29.76,OK
1272-141231-0022.flac,librispeech,EnCodec,3.0,3.0,2.1066,5.3817,2.3934,17.28,OK
1272-141231-0022.flac,librispeech,EnCodec,6.0,6.0,2.7092,4.6707,1.7908,17.33,OK
1272-141231-0017.flac,librispeech,Opus,12,12.56,3.6944,3.3372,0.8056,36.45,OK
1272-141231-0017.flac,librispeech,Opus,24,24.33,4.5141,2.3587,-0.0141,28.26,OK
1272-141231-0017.flac,librispeech,Opus,48,48.48,4.5547,2.006,-0.0547,30.22,OK
1272-141231-0017.flac,librispeech,EnCodec,1.5,1.5,1.463,6.4362,3.037,19.06,OK
1272-141231-0017.flac,librispeech,EnCodec,3.0,3.0,1.8919,5.5921,2.6081,8.03,OK
1272-141231-0017.flac,librispeech,EnCodec,6.0,6.0,2.679,4.8279,1.821,8.38,OK
1272-141231-0024.flac,librispeech,Opus,12,12.09,3.8693,3.0889,0.6307,26.56,OK
1272-141231-0024.flac,librispeech,Opus,24,23.66,4.5128,2.2659,-0.0128,27.48,OK
1272-141231-0024.flac,librispeech,Opus,48,47.57,4.5663,1.9599,-0.0663,29.16,OK
1272-141231-0024.flac,librispeech,EnCodec,1.5,1.5,1.7412,6.1127,2.7588,15.36,OK
1272-141231-0024.flac,librispeech,EnCodec,3.0,3.0,2.2196,5.2517,2.2804,7.9,OK
1272-141231-0024.flac,librispeech,EnCodec,6.0,6.0,2.9023,4.6419,1.5977,8.07,OK
1272-141231-0011.flac,librispeech,Opus,12,12.65,3.7378,3.298,0.7622,33.33,OK
1272-141231-0011.flac,librispeech,Opus,24,24.43,4.4852,2.4075,0.0148,34.15,OK
1272-141231-0011.flac,librispeech,Opus,48,48.63,4.5549,2.0565,-0.0549,40.1,OK
