codec,family,seq,profile,preset,param,n_frames,is_neural,is_round_trip,actual_mbps,vmaf_mean,psnr_y,psnr_u,psnr_v,psnr_yuv,ssim_y,ms_ssim_y,time_encode_s,energy_encode_cpu_j,energy_encode_gpu_j,energy_encode_total_j,idle_cpu_w_encode,idle_gpu_w_encode,time_decode_s,energy_decode_cpu_j,energy_decode_gpu_j,energy_decode_total_j,idle_cpu_w_decode,idle_gpu_w_decode,energy_total_cpu_j,energy_total_gpu_j,energy_total_j,energy_total_kj,energy_per_frame_j,bitstream_path,codec_label,reference_preset
vvenc,VVC,Bosphorus,LDP,medium,crf=39,600,0,1,1.29,77.818,38.83,46.032,45.308,40.54,0.94752,0.97874,84.682,5181.618,0.0,5181.618,24.61,36.59,1.075,94.239,0.0,94.239,24.62,36.69,5275.857,0.0,5275.857,5.2759,8.793,/dev/shm/bitstreams/vvenc_Bosphorus_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,Bosphorus,LDP,medium,crf=45,600,0,1,0.498,63.062,36.164,44.109,43.373,38.058,0.91561,0.95896,55.054,3399.838,0.0,3399.838,24.59,36.67,1.007,87.454,0.0,87.454,24.6,36.82,3487.292,0.0,3487.292,3.4873,5.812,/dev/shm/bitstreams/vvenc_Bosphorus_LDP_crf45.266,VVenC medium,medium
vvenc,VVC,HoneyBee,LDP,medium,crf=27,600,0,1,1.544,94.075,43.419,45.304,44.955,43.847,0.9716,0.99422,61.767,4652.269,0.0,4652.269,25.81,36.6,1.117,86.73,0.0,86.73,24.95,34.93,4738.999,0.0,4738.999,4.739,7.898,/dev/shm/bitstreams/vvenc_HoneyBee_LDP_crf27.266,VVenC medium,medium
vvenc,VVC,HoneyBee,LDP,medium,crf=33,600,0,1,0.755,92.046,42.642,43.561,43.947,42.92,0.9684,0.99297,41.794,3128.254,0.0,3128.254,24.53,34.75,1.005,71.97,0.0,71.97,24.57,34.95,3200.224,0.0,3200.224,3.2002,5.334,/dev/shm/bitstreams/vvenc_HoneyBee_LDP_crf33.266,VVenC medium,medium
vvenc,VVC,HoneyBee,LDP,medium,crf=39,600,0,1,0.453,88.0,41.449,41.453,42.721,41.608,0.96289,0.9906,33.104,2573.368,0.0,2573.368,24.82,35.3,0.962,68.531,0.0,68.531,24.63,35.42,2641.899,0.0,2641.899,2.6419,4.403,/dev/shm/bitstreams/vvenc_HoneyBee_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,HoneyBee,LDP,medium,crf=45,600,0,1,0.259,78.791,39.417,38.454,40.978,39.492,0.95071,0.98441,24.479,1899.669,0.0,1899.669,24.74,35.25,0.937,66.685,0.0,66.685,24.66,34.36,1966.354,0.0,1966.354,1.9664,3.277,/dev/shm/bitstreams/vvenc_HoneyBee_LDP_crf45.266,VVenC medium,medium
vvenc,VVC,Jockey,LDP,medium,crf=27,600,0,1,4.424,95.959,42.716,44.856,44.469,43.202,0.96375,0.98982,127.303,9839.131,0.0,9839.131,24.83,36.06,1.289,120.935,0.0,120.935,24.65,35.65,9960.066,0.0,9960.066,9.9601,16.6,/dev/shm/bitstreams/vvenc_Jockey_LDP_crf27.266,VVenC medium,medium
vvenc,VVC,Jockey,LDP,medium,crf=33,600,0,1,2.033,87.074,40.622,43.14,42.906,41.222,0.95424,0.98325,84.086,6448.381,0.0,6448.381,24.57,35.48,1.152,103.03,0.0,103.03,24.64,36.04,6551.411,0.0,6551.411,6.5514,10.919,/dev/shm/bitstreams/vvenc_Jockey_LDP_crf33.266,VVenC medium,medium
vvenc,VVC,Jockey,LDP,medium,crf=39,600,0,1,1.034,72.511,38.071,41.185,41.036,38.831,0.93988,0.9707,61.271,4713.327,0.0,4713.327,24.6,36.14,1.064,91.024,0.0,91.024,24.69,35.03,4804.351,0.0,4804.351,4.8044,8.007,/dev/shm/bitstreams/vvenc_Jockey_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,Jockey,LDP,medium,crf=45,600,0,1,0.441,51.812,34.339,39.313,39.1,35.556,0.9141,0.9374,41.949,3136.997,0.0,3136.997,24.63,35.77,0.999,81.692,0.0,81.692,24.63,35.96,3218.689,0.0,3218.689,3.2187,5.364,/dev/shm/bitstreams/vvenc_Jockey_LDP_crf45.266,VVenC medium,medium
vvenc,VVC,ReadySteadyGo,LDP,medium,crf=27,600,0,1,9.133,99.747,40.621,43.816,43.817,41.42,0.97624,0.9937,196.115,14705.231,0.0,14705.231,24.58,36.09,1.538,138.453,0.0,138.453,24.6,36.21,14843.684,0.0,14843.684,14.8437,24.739,/dev/shm/bitstreams/vvenc_ReadySteadyGo_LDP_crf27.266,VVenC medium,medium
vvenc,VVC,ReadySteadyGo,LDP,medium,crf=33,600,0,1,4.117,94.89,36.78,41.118,41.371,37.896,0.95437,0.98492,129.918,9479.745,0.0,9479.745,24.79,36.42,1.272,113.372,0.0,113.372,24.68,35.72,9593.117,0.0,9593.117,9.5931,15.989,/dev/shm/bitstreams/vvenc_ReadySteadyGo_LDP_crf33.266,VVenC medium,medium
vvenc,VVC,ReadySteadyGo,LDP,medium,crf=39,600,0,1,1.98,79.996,33.357,38.682,39.09,34.739,0.9183,0.96701,90.253,6643.173,0.0,6643.173,24.66,35.67,1.133,101.212,0.0,101.212,24.58,36.39,6744.385,0.0,6744.385,6.7444,11.241,/dev/shm/bitstreams/vvenc_ReadySteadyGo_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,ReadySteadyGo,LDP,medium,crf=45,600,0,1,0.798,57.85,29.606,36.825,37.413,31.485,0.85654,0.92408,61.467,4394.564,0.0,4394.564,24.7,36.41,1.041,90.545,0.0,90.545,24.68,35.76,4485.109,0.0,4485.109,4.4851,7.475,/dev/shm/bitstreams/vvenc_ReadySteadyGo_LDP_crf45.266,VVenC medium,medium
vvenc,VVC,ShakeNDry,LDP,medium,crf=27,300,0,1,13.359,89.556,40.699,43.949,44.305,41.556,0.96289,0.98904,104.206,8879.012,0.0,8879.012,24.49,35.32,0.847,70.282,0.0,70.282,24.59,35.4,8949.294,0.0,8949.294,8.9493,29.831,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf27.266,VVenC medium,medium
vvenc,VVC,ShakeNDry,LDP,medium,crf=33,300,0,1,3.942,79.299,37.661,42.574,43.08,38.953,0.93419,0.97361,55.56,4268.894,0.0,4268.894,24.78,35.31,0.66,49.314,0.0,49.314,24.61,35.83,4318.208,0.0,4318.208,4.3182,14.394,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf33.266,VVenC medium,medium
vvenc,VVC,ShakeNDry,LDP,medium,crf=39,300,0,1,1.202,68.765,35.519,41.148,41.898,37.02,0.90687,0.95329,30.573,2249.743,0.0,2249.743,24.53,35.78,0.572,38.648,0.0,38.648,24.56,35.55,2288.391,0.0,2288.391,2.2884,7.628,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,ShakeNDry,LDP,medium,crf=45,300,0,1,0.517,55.621,33.683,39.539,40.628,35.283,0.87608,0.93384,20.308,1450.574,0.0,1450.574,24.54,35.01,0.531,33.479,0.0,33.479,24.57,35.53,1484.053,0.0,1484.053,1.4841,4.947,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf45.266,VVenC medium,medium
vvenc,VVC,YachtRide,LDP,medium,crf=27,600,0,1,19.666,91.834,39.329,45.937,44.801,40.839,0.96641,0.98884,296.727,24375.032,0.0,24375.032,24.5,35.59,1.873,185.271,0.0,185.271,24.57,35.06,24560.303,0.0,24560.303,24.5603,40.934,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf27.266,VVenC medium,medium
vvenc,VVC,YachtRide,LDP,medium,crf=33,600,0,1,6.737,75.889,35.232,44.059,42.859,37.289,0.93079,0.97146,174.936,13393.083,0.0,13393.083,24.8,35.35,1.43,137.417,0.0,137.417,24.44,36.06,13530.5,0.0,13530.5,13.5305,22.551,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf33.266,VVenC medium,medium
vvenc,VVC,YachtRide,LDP,medium,crf=39,600,0,1,2.312,57.582,32.229,42.301,40.97,34.58,0.88174,0.94151,104.87,7646.102,0.0,7646.102,24.8,36.1,1.205,112.597,0.0,112.597,24.62,36.11,7758.699,0.0,7758.699,7.7587,12.931,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf39.266,VVenC medium,medium
vvenc,VVC,YachtRide,LDP,medium,crf=45,600,0,1,0.822,41.105,30.089,40.961,39.445,32.618,0.82518,0.89353,69.273,4593.23,0.0,4593.23,24.56,36.04,1.079,97.272,0.0,97.272,24.84,35.32,4690.502,0.0,4690.502,4.6905,7.818,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf45.266,VVenC medium,medium
svtav1,AV1,Beauty,LDP,p5,crf=27,600,0,1,46.073,89.984,40.156,39.747,41.88,40.321,0.92008,0.98262,17.954,891.151,0.0,891.151,24.31,36.49,1.51,49.05,0.0,49.05,24.37,35.97,940.201,0.0,940.201,0.9402,1.567,/home/user/tesi/bitstreams_video/svtav1_Beauty_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,Beauty,LDP,p5,crf=35,600,0,1,10.439,85.249,39.387,39.266,41.47,39.632,0.90769,0.97785,14.873,781.117,0.0,781.117,24.33,36.69,0.491,21.47,0.0,21.47,24.39,36.61,802.587,0.0,802.587,0.8026,1.338,/home/user/tesi/bitstreams_video/svtav1_Beauty_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,Beauty,LDP,p5,crf=43,600,0,1,3.707,77.59,38.649,39.045,41.138,39.01,0.89937,0.97313,12.643,633.952,0.0,633.952,24.33,36.55,0.314,14.286,0.0,14.286,24.42,36.81,648.238,0.0,648.238,0.6482,1.08,/home/user/tesi/bitstreams_video/svtav1_Beauty_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,Beauty,LDP,p5,crf=51,600,0,1,1.84,66.687,37.714,38.815,40.725,38.228,0.89049,0.96689,12.656,621.561,0.0,621.561,24.3,37.05,0.309,12.563,0.0,12.563,24.37,36.86,634.124,0.0,634.124,0.6341,1.057,/home/user/tesi/bitstreams_video/svtav1_Beauty_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,Bosphorus,LDP,p5,crf=27,600,0,1,18.659,93.631,43.506,46.637,46.365,44.255,0.97677,0.9931,16.446,749.717,0.0,749.717,24.39,37.22,0.726,30.825,0.0,30.825,24.41,37.28,780.542,0.0,780.542,0.7805,1.301,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,Bosphorus,LDP,p5,crf=35,600,0,1,8.519,88.936,41.481,45.308,45.111,42.413,0.96651,0.98855,14.797,686.533,0.0,686.533,24.32,37.09,0.477,20.899,0.0,20.899,23.95,36.51,707.432,0.0,707.432,0.7074,1.179,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,Bosphorus,LDP,p5,crf=43,600,0,1,3.977,81.803,39.431,43.911,43.726,40.528,0.95101,0.98086,13.966,647.708,0.0,647.708,24.27,36.6,0.356,14.709,0.0,14.709,24.42,36.75,662.417,0.0,662.417,0.6624,1.104,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,Bosphorus,LDP,p5,crf=51,600,0,1,1.772,72.035,37.478,42.682,42.453,38.751,0.93031,0.96901,20.772,959.123,0.0,959.123,24.27,36.53,0.309,11.067,0.0,11.067,24.34,37.06,970.19,0.0,970.19,0.9702,1.617,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,HoneyBee,LDP,p5,crf=27,600,0,1,6.361,93.186,43.076,44.302,44.464,43.403,0.97006,0.99392,10.516,548.849,0.0,548.849,24.31,36.19,0.572,18.737,0.0,18.737,24.4,36.41,567.586,0.0,567.586,0.5676,0.946,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,HoneyBee,LDP,p5,crf=35,600,0,1,0.926,91.39,42.432,43.16,43.709,42.682,0.96701,0.99276,8.361,423.148,0.0,423.148,24.42,36.43,0.318,8.882,0.0,8.882,24.65,37.63,432.03,0.0,432.03,0.432,0.72,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,HoneyBee,LDP,p5,crf=43,600,0,1,0.38,88.145,41.46,41.749,42.85,41.67,0.96226,0.99075,5.63,300.658,0.0,300.658,24.3,36.67,0.305,7.332,0.0,7.332,24.42,36.44,307.99,0.0,307.99,0.308,0.513,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,HoneyBee,LDP,p5,crf=51,600,0,1,0.211,82.648,40.093,39.721,41.534,40.226,0.9543,0.98712,6.102,317.168,0.0,317.168,24.32,36.31,0.304,7.04,0.0,7.04,24.51,36.51,324.208,0.0,324.208,0.3242,0.54,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,Jockey,LDP,p5,crf=27,600,0,1,19.253,97.936,43.443,45.157,44.72,43.817,0.96608,0.99176,16.355,772.084,0.0,772.084,24.37,36.38,0.648,29.927,0.0,29.927,24.42,36.23,802.011,0.0,802.011,0.802,1.337,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,Jockey,LDP,p5,crf=35,600,0,1,8.806,96.527,42.533,44.227,43.946,42.921,0.96167,0.98938,15.912,752.024,0.0,752.024,24.61,36.27,0.398,20.772,0.0,20.772,24.42,36.32,772.796,0.0,772.796,0.7728,1.288,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,Jockey,LDP,p5,crf=43,600,0,1,4.781,92.179,41.194,42.993,42.837,41.624,0.95465,0.98502,14.452,683.723,0.0,683.723,24.42,36.37,0.324,16.543,0.0,16.543,24.62,36.55,700.266,0.0,700.266,0.7003,1.167,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,Jockey,LDP,p5,crf=51,600,0,1,2.589,82.828,39.417,41.548,41.444,39.937,0.94385,0.97703,15.133,724.88,0.0,724.88,24.41,36.67,0.318,14.003,0.0,14.003,24.51,36.24,738.883,0.0,738.883,0.7389,1.231,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=27,600,0,1,39.262,99.932,43.224,44.839,44.682,43.608,0.98378,0.99648,22.597,928.11,0.0,928.11,24.59,36.54,0.951,41.861,0.0,41.861,24.35,36.95,969.971,0.0,969.971,0.97,1.617,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=35,600,0,1,21.479,99.846,41.039,42.995,42.984,41.527,0.97663,0.99415,24.109,1041.143,0.0,1041.143,24.45,36.7,0.678,31.68,0.0,31.68,24.33,36.71,1072.823,0.0,1072.823,1.0728,1.788,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=43,600,0,1,11.901,98.576,38.447,40.981,41.127,39.099,0.96315,0.98927,23.203,1027.898,0.0,1027.898,24.46,36.78,0.506,24.367,0.0,24.367,24.41,36.6,1052.265,0.0,1052.265,1.0523,1.754,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=51,600,0,1,6.334,92.067,35.726,39.029,39.297,36.585,0.94009,0.97973,26.251,1147.397,0.0,1147.397,24.46,37.89,0.392,19.89,0.0,19.89,24.64,36.49,1167.287,0.0,1167.287,1.1673,1.945,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,ShakeNDry,LDP,p5,crf=27,300,0,1,37.115,92.498,41.846,43.374,43.722,42.272,0.97069,0.99278,7.624,350.014,0.0,350.014,24.36,36.74,0.49,17.426,0.0,17.426,24.41,36.9,367.44,0.0,367.44,0.3674,1.225,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,ShakeNDry,LDP,p5,crf=35,300,0,1,17.794,87.862,40.113,42.23,42.69,40.7,0.9591,0.98794,7.363,363.628,0.0,363.628,24.53,36.71,0.305,10.672,0.0,10.672,24.4,36.29,374.3,0.0,374.3,0.3743,1.248,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,ShakeNDry,LDP,p5,crf=43,300,0,1,7.832,79.786,37.923,40.829,41.517,38.736,0.93844,0.97792,6.392,316.566,0.0,316.566,24.48,36.53,0.219,6.249,0.0,6.249,24.39,36.4,322.815,0.0,322.815,0.3228,1.076,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,ShakeNDry,LDP,p5,crf=51,300,0,1,3.001,68.215,35.8,39.376,40.432,36.826,0.90967,0.96127,6.439,322.618,0.0,322.618,24.3,36.62,0.18,4.747,0.0,4.747,24.46,36.6,327.365,0.0,327.365,0.3274,1.091,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf51.ivf,SVT-AV1 p5,p5
svtav1,AV1,YachtRide,LDP,p5,crf=27,600,0,1,65.314,97.792,42.333,44.731,43.944,42.834,0.97735,0.99332,20.235,867.701,0.0,867.701,24.26,36.54,1.179,54.67,0.0,54.67,24.4,36.28,922.371,0.0,922.371,0.9224,1.537,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf27.ivf,SVT-AV1 p5,p5
svtav1,AV1,YachtRide,LDP,p5,crf=35,600,0,1,36.853,93.695,40.064,43.423,42.557,40.795,0.96581,0.98827,28.963,1322.529,0.0,1322.529,24.48,36.47,0.886,42.988,0.0,42.988,24.29,36.88,1365.517,0.0,1365.517,1.3655,2.276,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf35.ivf,SVT-AV1 p5,p5
svtav1,AV1,YachtRide,LDP,p5,crf=43,600,0,1,18.792,85.086,37.252,42.028,41.052,38.324,0.94344,0.97732,28.216,1296.854,0.0,1296.854,24.38,37.05,0.655,31.364,0.0,31.364,24.52,36.41,1328.218,0.0,1328.218,1.3282,2.214,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf43.ivf,SVT-AV1 p5,p5
svtav1,AV1,YachtRide,LDP,p5,crf=51,600,0,1,8.704,71.633,34.556,40.73,39.686,35.969,0.9095,0.9582,30.573,1401.382,0.0,1401.382,24.36,36.36,0.508,24.012,0.0,24.012,24.42,36.24,1425.394,0.0,1425.394,1.4254,2.376,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf51.ivf,SVT-AV1 p5,p5
dcvc_dc,DCVC-DC,Beauty,LDP,,q=0,600,1,0,1.371,72.641,38.211,39.051,41.246,38.696,0.89544,0.96985,216.257,4103.792,64583.846,68687.638,25.07,81.02,,,,,,,4103.792,64583.846,68687.638,68.6876,114.479,,DCVC-DC,none
dcvc_dc,DCVC-DC,Beauty,LDP,,q=1,600,1,0,1.395,72.918,38.237,39.056,41.253,38.716,0.89566,0.97001,216.305,4659.236,69968.407,74627.643,22.67,60.02,,,,,,,4659.236,69968.407,74627.643,74.6276,124.379,,DCVC-DC,none
dcvc_dc,DCVC-DC,Beauty,LDP,,q=2,600,1,0,1.421,73.201,38.267,39.064,41.263,38.741,0.89594,0.97022,216.323,4718.159,70870.082,75588.241,22.76,55.48,,,,,,,4718.159,70870.082,75588.241,75.5882,125.98,,DCVC-DC,none
dcvc_dc,DCVC-DC,Beauty,LDP,,q=3,600,1,0,1.447,73.563,38.296,39.072,41.28,38.766,0.89622,0.97041,216.009,4459.17,68724.969,73184.139,23.75,65.17,,,,,,,4459.17,68724.969,73184.139,73.1841,121.974,,DCVC-DC,none
dcvc_dc,DCVC-DC,Bosphorus,LDP,,q=0,600,1,0,1.66,77.058,38.372,44.255,44.012,39.813,0.93668,0.97237,226.273,4893.957,71828.746,76722.703,22.38,53.09,,,,,,,4893.957,71828.746,76722.703,76.7227,127.871,,DCVC-DC,none
dcvc_dc,DCVC-DC,Bosphorus,LDP,,q=1,600,1,0,1.697,77.427,38.46,44.323,44.059,39.893,0.9378,0.97309,216.311,4518.816,68597.954,73116.77,23.4,65.89,,,,,,,4518.816,68597.954,73116.77,73.1168,121.861,,DCVC-DC,none
dcvc_dc,DCVC-DC,Bosphorus,LDP,,q=2,600,1,0,1.734,77.773,38.521,44.379,44.107,39.952,0.9384,0.97344,216.275,4476.912,69054.11,73531.022,23.47,63.74,,,,,,,4476.912,69054.11,73531.022,73.531,122.552,,DCVC-DC,none
dcvc_dc,DCVC-DC,Bosphorus,LDP,,q=3,600,1,0,1.774,78.153,38.597,44.441,44.167,40.024,0.9393,0.97396,216.287,4612.429,69908.907,74521.336,22.81,59.69,,,,,,,4612.429,69908.907,74521.336,74.5213,124.202,,DCVC-DC,none
dcvc_dc,DCVC-DC,HoneyBee,LDP,,q=0,600,1,0,0.466,84.821,40.566,39.067,41.524,40.498,0.95795,0.98836,226.407,4759.242,70649.249,75408.491,22.94,58.4,,,,,,,4759.242,70649.249,75408.491,75.4085,125.681,,DCVC-DC,none
dcvc_dc,DCVC-DC,HoneyBee,LDP,,q=1,600,1,0,0.471,85.049,40.617,39.14,41.572,40.552,0.95827,0.9885,216.228,4879.063,71184.844,76063.907,22.02,54.4,,,,,,,4879.063,71184.844,76063.907,76.0639,126.773,,DCVC-DC,none
dcvc_dc,DCVC-DC,HoneyBee,LDP,,q=2,600,1,0,0.475,85.346,40.669,39.192,41.611,40.602,0.95855,0.98865,216.309,4386.177,68366.379,72752.556,24.0,67.41,,,,,,,4386.177,68366.379,72752.556,72.7526,121.254,,DCVC-DC,none
dcvc_dc,DCVC-DC,HoneyBee,LDP,,q=3,600,1,0,0.478,85.52,40.714,39.259,41.655,40.65,0.95881,0.98879,216.236,4652.401,69617.856,74270.257,22.8,61.41,,,,,,,4652.401,69617.856,74270.257,74.2703,123.784,,DCVC-DC,none
dcvc_dc,DCVC-DC,Jockey,LDP,,q=0,600,1,0,2.745,82.841,39.517,42.037,42.141,40.16,0.94273,0.97304,221.958,4688.3,70137.708,74826.008,22.95,60.1,,,,,,,4688.3,70137.708,74826.008,74.826,124.71,,DCVC-DC,none
dcvc_dc,DCVC-DC,Jockey,LDP,,q=1,600,1,0,2.787,83.191,39.577,42.094,42.185,40.217,0.94313,0.97342,216.408,4522.268,69381.93,73904.198,23.29,62.12,,,,,,,4522.268,69381.93,73904.198,73.9042,123.174,,DCVC-DC,none
dcvc_dc,DCVC-DC,Jockey,LDP,,q=2,600,1,0,2.834,83.595,39.643,42.133,42.23,40.277,0.94356,0.97387,216.372,4704.172,70446.233,75150.405,22.47,57.24,,,,,,,4704.172,70446.233,75150.405,75.1504,125.251,,DCVC-DC,none
dcvc_dc,DCVC-DC,Jockey,LDP,,q=3,600,1,0,2.878,83.919,39.704,42.177,42.275,40.335,0.94394,0.97427,216.396,4640.45,70986.493,75626.943,22.94,55.05,,,,,,,4640.45,70986.493,75626.943,75.6269,126.045,,DCVC-DC,none
dcvc_dc,DCVC-DC,ReadySteadyGo,LDP,,q=0,600,1,0,4.317,95.935,37.074,41.324,41.088,38.107,0.95035,0.98355,222.059,4769.059,71924.711,76693.77,22.71,51.88,,,,,,,4769.059,71924.711,76693.77,76.6938,127.823,,DCVC-DC,none
dcvc_dc,DCVC-DC,ReadySteadyGo,LDP,,q=1,600,1,0,4.389,96.163,37.164,41.387,41.132,38.188,0.95119,0.98389,216.283,4732.5,71240.016,75972.516,22.68,54.01,,,,,,,4732.5,71240.016,75972.516,75.9725,126.621,,DCVC-DC,none
dcvc_dc,DCVC-DC,ReadySteadyGo,LDP,,q=2,600,1,0,4.461,96.368,37.248,41.45,41.197,38.267,0.95192,0.98421,216.279,4506.517,68808.876,73315.393,23.41,64.69,,,,,,,4506.517,68808.876,73315.393,73.3154,122.192,,DCVC-DC,none
dcvc_dc,DCVC-DC,ReadySteadyGo,LDP,,q=3,600,1,0,4.537,96.564,37.342,41.5,41.24,38.349,0.95274,0.98456,216.321,4588.995,69282.407,73871.402,23.3,62.43,,,,,,,4588.995,69282.407,73871.402,73.8714,123.119,,DCVC-DC,none
dcvc_dc,DCVC-DC,ShakeNDry,LDP,,q=0,300,1,0,2.643,71.518,36.284,40.491,41.349,37.443,0.91385,0.9635,110.988,2418.059,35082.902,37500.961,22.55,58.97,,,,,,,2418.059,35082.902,37500.961,37.501,125.003,,DCVC-DC,none
dcvc_dc,DCVC-DC,ShakeNDry,LDP,,q=1,300,1,0,2.715,71.904,36.35,40.532,41.377,37.501,0.91488,0.96413,108.118,2107.327,32343.92,34451.247,25.08,83.88,,,,,,,2107.327,32343.92,34451.247,34.4512,114.837,,DCVC-DC,none
dcvc_dc,DCVC-DC,ShakeNDry,LDP,,q=2,300,1,0,2.803,72.311,36.424,40.582,41.401,37.566,0.916,0.9648,108.107,2144.332,32268.639,34412.971,24.81,84.89,,,,,,,2144.332,32268.639,34412.971,34.413,114.71,,DCVC-DC,none
dcvc_dc,DCVC-DC,ShakeNDry,LDP,,q=3,300,1,0,2.886,72.662,36.492,40.622,41.443,37.627,0.91703,0.96544,108.111,2121.483,32252.928,34374.411,24.89,84.52,,,,,,,2121.483,32252.928,34374.411,34.3744,114.581,,DCVC-DC,none
dcvc_dc,DCVC-DC,YachtRide,LDP,,q=0,600,1,0,6.059,75.477,35.437,43.157,42.18,37.245,0.91781,0.96166,222.13,4268.81,64990.175,69258.985,25.07,83.74,,,,,,,4268.81,64990.175,69258.985,69.259,115.432,,DCVC-DC,none
dcvc_dc,DCVC-DC,YachtRide,LDP,,q=1,600,1,0,6.199,75.909,35.523,43.199,42.23,37.321,0.91907,0.96242,216.298,4882.981,71431.961,76314.942,22.07,53.06,,,,,,,4882.981,71431.961,76314.942,76.3149,127.192,,DCVC-DC,none
dcvc_dc,DCVC-DC,YachtRide,LDP,,q=2,600,1,0,6.345,76.364,35.61,43.235,42.268,37.395,0.92029,0.96315,216.301,4632.322,69196.389,73828.711,23.01,63.27,,,,,,,4632.322,69196.389,73828.711,73.8287,123.048,,DCVC-DC,none
dcvc_dc,DCVC-DC,YachtRide,LDP,,q=3,600,1,0,6.495,76.8,35.7,43.289,42.322,37.476,0.92159,0.96394,216.327,4688.639,69918.464,74607.103,22.86,59.86,,,,,,,4688.639,69918.464,74607.103,74.6071,124.345,,DCVC-DC,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=0,600,1,0,0.11,18.923,31.927,36.587,38.403,33.319,0.84945,0.91075,179.522,3150.448,62931.842,66082.29,25.61,81.28,,,,,,,3150.448,62931.842,66082.29,66.0823,110.137,,DCVC-FM,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=21,600,1,0,0.341,50.155,35.873,38.614,40.52,36.797,0.87623,0.95189,179.376,3961.596,69185.206,73146.802,21.19,46.44,,,,,,,3961.596,69185.206,73146.802,73.1468,121.911,,DCVC-FM,none
