codec,seq,profile,preset,param,phase,n_frames,time_s,energy_cpu_j,energy_gpu_j,energy_total_j,idle_cpu_w,idle_gpu_w,actual_mbps,bitstream_path
x264,Bosphorus,LDP,medium,crf=37,decode,600,0.164,7.637,0.0,7.637,24.47,36.28,1.378,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_crf37.264
x264,Bosphorus,RA,medium,crf=22,encode,600,3.302,322.289,0.0,322.289,24.16,36.19,9.12,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf22.264
x264,Bosphorus,RA,medium,crf=22,decode,600,0.289,18.099,0.0,18.099,24.81,36.65,9.12,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf22.264
x264,Bosphorus,RA,medium,crf=27,encode,600,3.016,274.622,0.0,274.622,24.21,36.69,4.6,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf27.264
x264,Bosphorus,RA,medium,crf=27,decode,600,0.239,14.345,0.0,14.345,24.55,36.09,4.6,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf27.264
x264,Bosphorus,RA,medium,crf=32,encode,600,2.777,240.501,0.0,240.501,24.17,35.8,2.538,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf32.264
x264,Bosphorus,RA,medium,crf=32,decode,600,0.206,12.585,0.0,12.585,24.82,36.11,2.538,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf32.264
x264,Bosphorus,RA,medium,crf=37,encode,600,2.647,213.846,0.0,213.846,24.23,36.56,1.401,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf37.264
x264,Bosphorus,RA,medium,crf=37,decode,600,0.195,10.8,0.0,10.8,24.59,35.63,1.401,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_crf37.264
x264,HoneyBee,LDP,medium,crf=22,encode,600,1.237,104.434,0.0,104.434,24.23,35.92,1.914,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf22.264
x264,HoneyBee,LDP,medium,crf=22,decode,600,0.157,6.051,0.0,6.051,24.45,36.07,1.914,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf22.264
x264,HoneyBee,LDP,medium,crf=27,encode,600,1.207,93.289,0.0,93.289,24.51,36.26,0.918,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf27.264
x264,HoneyBee,LDP,medium,crf=27,decode,600,0.145,5.04,0.0,5.04,24.51,36.3,0.918,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf27.264
x264,HoneyBee,LDP,medium,crf=32,encode,600,1.223,99.157,0.0,99.157,24.27,36.12,0.886,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf32.264
x264,HoneyBee,LDP,medium,crf=32,decode,600,0.15,5.813,0.0,5.813,24.46,36.37,0.886,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf32.264
x264,HoneyBee,LDP,medium,crf=37,encode,600,1.216,94.856,0.0,94.856,24.24,35.84,0.633,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf37.264
x264,HoneyBee,LDP,medium,crf=37,decode,600,0.148,5.626,0.0,5.626,24.73,36.0,0.633,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_crf37.264
x264,HoneyBee,RA,medium,crf=22,encode,600,2.528,234.158,0.0,234.158,24.21,35.82,4.055,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf22.264
x264,HoneyBee,RA,medium,crf=22,decode,600,0.261,11.831,0.0,11.831,24.62,36.03,4.055,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf22.264
x264,HoneyBee,RA,medium,crf=27,encode,600,2.357,201.651,0.0,201.651,24.23,36.47,2.208,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf27.264
x264,HoneyBee,RA,medium,crf=27,decode,600,0.218,10.463,0.0,10.463,24.73,35.8,2.208,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf27.264
x264,HoneyBee,RA,medium,crf=32,encode,600,2.263,182.044,0.0,182.044,24.26,35.87,1.299,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf32.264
x264,HoneyBee,RA,medium,crf=32,decode,600,0.197,9.33,0.0,9.33,24.61,36.16,1.299,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf32.264
x264,HoneyBee,RA,medium,crf=37,encode,600,2.181,169.058,0.0,169.058,24.15,35.74,0.791,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf37.264
x264,HoneyBee,RA,medium,crf=37,decode,600,0.184,9.358,0.0,9.358,24.51,35.85,0.791,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_crf37.264
x264,Jockey,LDP,medium,crf=22,encode,600,1.768,177.906,0.0,177.906,24.35,37.1,10.947,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf22.264
x264,Jockey,LDP,medium,crf=22,decode,600,0.238,14.222,0.0,14.222,24.55,35.3,10.947,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf22.264
x264,Jockey,LDP,medium,crf=27,encode,600,1.595,148.713,0.0,148.713,24.21,36.03,6.438,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf27.264
x264,Jockey,LDP,medium,crf=27,decode,600,0.212,12.183,0.0,12.183,24.54,35.98,6.438,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf27.264
x264,Jockey,LDP,medium,crf=32,encode,600,1.513,133.363,0.0,133.363,24.23,36.22,4.128,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf32.264
x264,Jockey,LDP,medium,crf=32,decode,600,0.193,10.96,0.0,10.96,24.51,36.1,4.128,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf32.264
x264,Jockey,LDP,medium,crf=37,encode,600,1.462,123.642,0.0,123.642,24.2,36.11,2.791,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf37.264
x264,Jockey,LDP,medium,crf=37,decode,600,0.183,9.734,0.0,9.734,24.49,36.02,2.791,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_crf37.264
x264,Jockey,RA,medium,crf=22,encode,600,4.175,389.893,0.0,389.893,24.25,36.31,10.67,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf22.264
x264,Jockey,RA,medium,crf=22,decode,600,0.259,16.8,0.0,16.8,24.58,36.4,10.67,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf22.264
x264,Jockey,RA,medium,crf=27,encode,600,3.923,343.055,0.0,343.055,24.25,36.3,6.573,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf27.264
x264,Jockey,RA,medium,crf=27,decode,600,0.237,15.215,0.0,15.215,24.54,36.05,6.573,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf27.264
x264,Jockey,RA,medium,crf=32,encode,600,3.807,315.136,0.0,315.136,24.17,36.01,4.401,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf32.264
x264,Jockey,RA,medium,crf=32,decode,600,0.216,13.482,0.0,13.482,24.51,36.29,4.401,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf32.264
x264,Jockey,RA,medium,crf=37,encode,600,3.656,286.224,0.0,286.224,24.21,36.04,2.836,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf37.264
x264,Jockey,RA,medium,crf=37,decode,600,0.198,12.05,0.0,12.05,24.41,36.22,2.836,/home/user/tesi/bitstreams_video/x264_Jockey_RA_crf37.264
x264,ReadySteadyGo,LDP,medium,crf=22,encode,600,2.014,215.015,0.0,215.015,24.23,36.18,17.701,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf22.264
x264,ReadySteadyGo,LDP,medium,crf=22,decode,600,0.281,16.983,0.0,16.983,24.57,35.93,17.701,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf22.264
x264,ReadySteadyGo,LDP,medium,crf=27,encode,600,1.621,165.406,0.0,165.406,24.22,35.69,9.893,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf27.264
x264,ReadySteadyGo,LDP,medium,crf=27,decode,600,0.237,13.764,0.0,13.764,24.66,35.6,9.893,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf27.264
x264,ReadySteadyGo,LDP,medium,crf=32,encode,600,1.414,138.666,0.0,138.666,24.18,35.95,5.766,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf32.264
x264,ReadySteadyGo,LDP,medium,crf=32,decode,600,0.204,11.171,0.0,11.171,24.71,36.19,5.766,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf32.264
x264,ReadySteadyGo,LDP,medium,crf=37,encode,600,1.292,120.288,0.0,120.288,24.19,35.92,3.515,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf37.264
x264,ReadySteadyGo,LDP,medium,crf=37,decode,600,0.188,9.994,0.0,9.994,24.53,36.23,3.515,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_crf37.264
x264,ReadySteadyGo,RA,medium,crf=22,encode,600,3.233,341.842,0.0,341.842,24.28,36.15,16.899,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf22.264
x264,ReadySteadyGo,RA,medium,crf=22,decode,600,0.327,19.918,0.0,19.918,24.57,36.32,16.899,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf22.264
x264,ReadySteadyGo,RA,medium,crf=27,encode,600,2.934,292.862,0.0,292.862,24.36,36.17,9.819,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf27.264
x264,ReadySteadyGo,RA,medium,crf=27,decode,600,0.268,16.267,0.0,16.267,24.57,35.35,9.819,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf27.264
x264,ReadySteadyGo,RA,medium,crf=32,encode,600,2.718,257.081,0.0,257.081,24.28,35.71,5.85,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf32.264
x264,ReadySteadyGo,RA,medium,crf=32,decode,600,0.233,14.078,0.0,14.078,24.54,35.79,5.85,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf32.264
x264,ReadySteadyGo,RA,medium,crf=37,encode,600,2.596,227.084,0.0,227.084,24.35,36.01,3.55,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf37.264
x264,ReadySteadyGo,RA,medium,crf=37,decode,600,0.211,12.607,0.0,12.607,24.66,36.37,3.55,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_crf37.264
x264,ShakeNDry,LDP,medium,crf=22,encode,300,0.995,99.941,0.0,99.941,24.36,36.43,17.212,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf22.264
x264,ShakeNDry,LDP,medium,crf=22,decode,300,0.182,5.62,0.0,5.62,24.45,35.92,17.212,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf22.264
x264,ShakeNDry,LDP,medium,crf=27,encode,300,0.742,66.385,0.0,66.385,24.29,35.68,6.551,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf27.264
x264,ShakeNDry,LDP,medium,crf=27,decode,300,0.131,3.796,0.0,3.796,24.42,35.95,6.551,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf27.264
x264,ShakeNDry,LDP,medium,crf=32,encode,300,0.644,50.29,0.0,50.29,24.23,36.11,2.21,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf32.264
x264,ShakeNDry,LDP,medium,crf=32,decode,300,0.106,3.047,0.0,3.047,24.39,36.41,2.21,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf32.264
x264,ShakeNDry,LDP,medium,crf=37,encode,300,0.627,44.596,0.0,44.596,24.25,36.32,1.103,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf37.264
x264,ShakeNDry,LDP,medium,crf=37,decode,300,0.101,2.8,0.0,2.8,24.29,36.12,1.103,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_crf37.264
x264,ShakeNDry,RA,medium,crf=22,encode,300,1.733,174.345,0.0,174.345,24.37,36.06,17.13,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf22.264
x264,ShakeNDry,RA,medium,crf=22,decode,300,0.204,6.916,0.0,6.916,24.56,36.5,17.13,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf22.264
x264,ShakeNDry,RA,medium,crf=27,encode,300,1.433,129.545,0.0,129.545,24.27,36.02,7.2,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf27.264
x264,ShakeNDry,RA,medium,crf=27,decode,300,0.166,5.13,0.0,5.13,24.44,36.53,7.2,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf27.264
x264,ShakeNDry,RA,medium,crf=32,encode,300,1.28,103.38,0.0,103.38,24.16,36.68,2.85,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf32.264
x264,ShakeNDry,RA,medium,crf=32,decode,300,0.135,3.964,0.0,3.964,24.41,36.38,2.85,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf32.264
x264,ShakeNDry,RA,medium,crf=37,encode,300,1.211,90.426,0.0,90.426,24.2,37.05,1.373,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf37.264
x264,ShakeNDry,RA,medium,crf=37,decode,300,0.119,3.872,0.0,3.872,24.44,36.57,1.373,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_crf37.264
x264,YachtRide,LDP,medium,crf=22,encode,600,2.616,283.046,0.0,283.046,24.18,36.18,26.538,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf22.264
x264,YachtRide,LDP,medium,crf=22,decode,600,0.329,21.698,0.0,21.698,25.21,40.22,26.538,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf22.264
x264,YachtRide,LDP,medium,crf=27,encode,600,1.964,206.079,0.0,206.079,24.58,35.69,12.643,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf27.264
x264,YachtRide,LDP,medium,crf=27,decode,600,0.251,16.097,0.0,16.097,25.09,38.02,12.643,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf27.264
x264,YachtRide,LDP,medium,crf=32,encode,600,1.449,143.109,0.0,143.109,24.28,35.98,5.76,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf32.264
x264,YachtRide,LDP,medium,crf=32,decode,600,0.211,11.77,0.0,11.77,24.49,36.16,5.76,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf32.264
x264,YachtRide,LDP,medium,crf=37,encode,600,1.272,113.682,0.0,113.682,24.4,36.42,2.648,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf37.264
x264,YachtRide,LDP,medium,crf=37,decode,600,0.18,9.114,0.0,9.114,24.52,36.24,2.648,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf37.264
x264,YachtRide,RA,medium,crf=22,encode,600,4.52,469.283,0.0,469.283,24.22,36.7,25.606,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf22.264
x264,YachtRide,RA,medium,crf=22,decode,600,0.378,24.745,0.0,24.745,24.61,36.48,25.606,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf22.264
x264,YachtRide,RA,medium,crf=27,encode,600,3.922,384.164,0.0,384.164,24.52,36.29,12.593,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf27.264
x264,YachtRide,RA,medium,crf=27,decode,600,0.294,19.082,0.0,19.082,24.65,36.2,12.593,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf27.264
x264,YachtRide,RA,medium,crf=32,encode,600,3.546,318.61,0.0,318.61,24.25,36.46,6.097,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf32.264
x264,YachtRide,RA,medium,crf=32,decode,600,0.244,15.214,0.0,15.214,24.5,35.98,6.097,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf32.264
x264,YachtRide,RA,medium,crf=37,encode,600,3.238,265.328,0.0,265.328,24.33,35.94,2.915,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf37.264
x264,YachtRide,RA,medium,crf=37,decode,600,0.209,12.478,0.0,12.478,24.53,36.46,2.915,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf37.264
x264,Beauty,LDP,faster,crf=22,encode,600,1.192,119.647,0.0,119.647,20.68,36.56,8.725,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf22.264
x264,Beauty,LDP,faster,crf=22,decode,600,0.236,11.758,0.0,11.758,20.62,36.68,8.725,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf22.264
x264,Beauty,LDP,faster,crf=27,encode,600,1.059,101.647,0.0,101.647,20.31,36.57,4.474,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf27.264
x264,Beauty,LDP,faster,crf=27,decode,600,0.182,9.035,0.0,9.035,20.28,36.8,4.474,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf27.264
x264,Beauty,LDP,faster,crf=32,encode,600,0.987,91.953,0.0,91.953,20.33,36.56,2.563,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf32.264
x264,Beauty,LDP,faster,crf=32,decode,600,0.164,7.453,0.0,7.453,20.29,36.58,2.563,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf32.264
x264,Beauty,LDP,faster,crf=37,encode,600,0.937,84.3,0.0,84.3,20.28,36.46,1.495,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf37.264
x264,Beauty,LDP,faster,crf=37,decode,600,0.15,6.468,0.0,6.468,20.28,36.08,1.495,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf37.264
x264,Beauty,LDP,slow,crf=22,encode,600,3.102,369.972,0.0,369.972,20.22,36.44,10.215,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf22.264
x264,Beauty,LDP,slow,crf=22,decode,600,0.237,14.575,0.0,14.575,20.07,36.7,10.215,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf22.264
x264,Beauty,LDP,slow,crf=27,encode,600,1.822,198.16,0.0,198.16,20.1,37.04,4.407,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf27.264
x264,Beauty,LDP,slow,crf=27,decode,600,0.188,10.45,0.0,10.45,20.03,37.03,4.407,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf27.264
x264,Beauty,LDP,slow,crf=32,encode,600,1.536,152.59,0.0,152.59,20.31,36.76,2.418,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf32.264
x264,Beauty,LDP,slow,crf=32,decode,600,0.173,9.115,0.0,9.115,20.04,37.32,2.418,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf32.264
x264,Beauty,LDP,slow,crf=37,encode,600,1.444,128.77,0.0,128.77,20.07,37.28,1.428,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf37.264
x264,Beauty,LDP,slow,crf=37,decode,600,0.16,7.63,0.0,7.63,20.05,36.99,1.428,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf37.264
x264,Beauty,RA,faster,crf=22,encode,600,3.58,325.624,0.0,325.624,19.99,38.16,9.994,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf22.264
x264,Beauty,RA,faster,crf=22,decode,600,0.232,14.674,0.0,14.674,20.09,36.8,9.994,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf22.264
x264,Beauty,RA,faster,crf=27,encode,600,3.428,295.283,0.0,295.283,19.9,36.46,5.051,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf27.264
x264,Beauty,RA,faster,crf=27,decode,600,0.209,12.2,0.0,12.2,20.06,36.67,5.051,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf27.264
x264,Beauty,RA,faster,crf=32,encode,600,3.329,279.691,0.0,279.691,20.04,36.4,2.867,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf32.264
x264,Beauty,RA,faster,crf=32,decode,600,0.187,10.521,0.0,10.521,20.12,36.71,2.867,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf32.264
x264,Beauty,RA,faster,crf=37,encode,600,3.288,264.183,0.0,264.183,20.13,36.62,1.63,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf37.264
x264,Beauty,RA,faster,crf=37,decode,600,0.172,9.317,0.0,9.317,20.06,36.49,1.63,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf37.264
x264,Beauty,RA,slow,crf=22,encode,600,7.526,725.365,0.0,725.365,20.08,36.5,10.746,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf22.264
x264,Beauty,RA,slow,crf=22,decode,600,0.272,16.904,0.0,16.904,20.61,36.05,10.746,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf22.264
x264,Beauty,RA,slow,crf=27,encode,600,6.397,525.125,0.0,525.125,20.1,35.73,4.666,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf27.264
x264,Beauty,RA,slow,crf=27,decode,600,0.215,12.983,0.0,12.983,20.3,35.85,4.666,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf27.264
x264,Beauty,RA,slow,crf=32,encode,600,6.097,455.352,0.0,455.352,20.14,35.69,2.487,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf32.264
x264,Beauty,RA,slow,crf=32,decode,600,0.195,11.487,0.0,11.487,20.11,35.39,2.487,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf32.264
x264,Beauty,RA,slow,crf=37,encode,600,5.961,408.24,0.0,408.24,20.16,35.52,1.37,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf37.264
x264,Beauty,RA,slow,crf=37,decode,600,0.179,10.012,0.0,10.012,20.18,36.06,1.37,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf37.264
x264,Bosphorus,LDP,faster,crf=22,encode,600,1.204,122.024,0.0,122.024,20.11,35.93,9.509,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf22.264
x264,Bosphorus,LDP,faster,crf=22,decode,600,0.236,14.693,0.0,14.693,20.49,36.26,9.509,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf22.264
x264,Bosphorus,LDP,faster,crf=27,encode,600,1.044,100.08,0.0,100.08,20.76,37.18,4.633,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf27.264
x264,Bosphorus,LDP,faster,crf=27,decode,600,0.198,10.964,0.0,10.964,20.96,38.25,4.633,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf27.264
x264,Bosphorus,LDP,faster,crf=32,encode,600,0.966,89.229,0.0,89.229,20.5,38.03,2.556,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf32.264
x264,Bosphorus,LDP,faster,crf=32,decode,600,0.176,8.939,0.0,8.939,20.15,36.91,2.556,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf32.264
x264,Bosphorus,LDP,faster,crf=37,encode,600,0.911,82.898,0.0,82.898,20.69,37.29,1.696,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf37.264
x264,Bosphorus,LDP,faster,crf=37,decode,600,0.157,7.151,0.0,7.151,20.29,36.56,1.696,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf37.264
