codec,seq,profile,preset,param,phase,n_frames,time_s,energy_cpu_j,energy_gpu_j,energy_total_j,idle_cpu_w,idle_gpu_w,actual_mbps,bitstream_path
x264,Bosphorus,LDP,slow,crf=22,encode,600,3.07,338.392,0.0,338.392,20.3,37.34,9.857,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf22.264
x264,Bosphorus,LDP,slow,crf=22,decode,600,0.242,15.174,0.0,15.174,20.04,36.98,9.857,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf22.264
x264,Bosphorus,LDP,slow,crf=27,encode,600,2.044,216.688,0.0,216.688,20.12,37.11,4.576,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf27.264
x264,Bosphorus,LDP,slow,crf=27,decode,600,0.2,11.85,0.0,11.85,20.26,36.9,4.576,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf27.264
x264,Bosphorus,LDP,slow,crf=32,encode,600,1.508,153.869,0.0,153.869,20.13,37.05,2.377,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf32.264
x264,Bosphorus,LDP,slow,crf=32,decode,600,0.178,9.645,0.0,9.645,20.0,37.01,2.377,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf32.264
x264,Bosphorus,LDP,slow,crf=37,encode,600,1.362,126.868,0.0,126.868,20.01,36.8,1.354,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf37.264
x264,Bosphorus,LDP,slow,crf=37,decode,600,0.159,8.146,0.0,8.146,19.99,36.96,1.354,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_slow_crf37.264
x264,Bosphorus,RA,faster,crf=22,encode,600,2.322,239.447,0.0,239.447,20.29,37.16,8.45,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf22.264
x264,Bosphorus,RA,faster,crf=22,decode,600,0.289,19.059,0.0,19.059,20.65,37.13,8.45,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf22.264
x264,Bosphorus,RA,faster,crf=27,encode,600,2.145,216.245,0.0,216.245,19.99,36.43,4.202,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf27.264
x264,Bosphorus,RA,faster,crf=27,decode,600,0.244,16.325,0.0,16.325,20.09,36.5,4.202,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf27.264
x264,Bosphorus,RA,faster,crf=32,encode,600,2.037,200.127,0.0,200.127,20.22,36.7,2.229,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf32.264
x264,Bosphorus,RA,faster,crf=32,decode,600,0.212,13.165,0.0,13.165,20.14,36.7,2.229,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf32.264
x264,Bosphorus,RA,faster,crf=37,encode,600,1.924,178.802,0.0,178.802,19.95,36.32,1.144,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf37.264
x264,Bosphorus,RA,faster,crf=37,decode,600,0.188,11.263,0.0,11.263,20.02,36.57,1.144,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_faster_crf37.264
x264,Bosphorus,RA,slow,crf=22,encode,600,4.257,446.042,0.0,446.042,20.25,36.3,8.824,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf22.264
x264,Bosphorus,RA,slow,crf=22,decode,600,0.302,18.838,0.0,18.838,20.11,36.21,8.824,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf22.264
x264,Bosphorus,RA,slow,crf=27,encode,600,3.565,357.5,0.0,357.5,20.09,36.39,4.439,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf27.264
x264,Bosphorus,RA,slow,crf=27,decode,600,0.246,15.365,0.0,15.365,21.08,37.68,4.439,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf27.264
x264,Bosphorus,RA,slow,crf=32,encode,600,3.249,306.411,0.0,306.411,20.4,36.73,2.444,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf32.264
x264,Bosphorus,RA,slow,crf=32,decode,600,0.212,13.213,0.0,13.213,20.14,36.66,2.444,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf32.264
x264,Bosphorus,RA,slow,crf=37,encode,600,2.992,262.763,0.0,262.763,20.2,36.81,1.323,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf37.264
x264,Bosphorus,RA,slow,crf=37,decode,600,0.193,11.719,0.0,11.719,20.87,37.79,1.323,/home/user/tesi/bitstreams_video/x264_Bosphorus_RA_slow_crf37.264
x264,HoneyBee,LDP,faster,crf=22,encode,600,0.908,81.557,0.0,81.557,20.37,37.16,1.594,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf22.264
x264,HoneyBee,LDP,faster,crf=22,decode,600,0.155,5.953,0.0,5.953,20.17,36.64,1.594,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf22.264
x264,HoneyBee,LDP,faster,crf=27,encode,600,0.88,76.073,0.0,76.073,20.4,36.6,0.801,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf27.264
x264,HoneyBee,LDP,faster,crf=27,decode,600,0.142,5.47,0.0,5.47,20.05,36.52,0.801,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf27.264
x264,HoneyBee,LDP,faster,crf=32,encode,600,0.869,75.041,0.0,75.041,20.11,36.33,0.482,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf32.264
x264,HoneyBee,LDP,faster,crf=32,decode,600,0.139,5.308,0.0,5.308,20.24,36.94,0.482,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf32.264
x264,HoneyBee,LDP,faster,crf=37,encode,600,0.868,71.957,0.0,71.957,20.2,36.92,0.314,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf37.264
x264,HoneyBee,LDP,faster,crf=37,decode,600,0.137,5.134,0.0,5.134,20.08,37.35,0.314,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_faster_crf37.264
x264,HoneyBee,LDP,slow,crf=22,encode,600,1.549,150.89,0.0,150.89,20.26,37.2,2.055,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf22.264
x264,HoneyBee,LDP,slow,crf=22,decode,600,0.164,6.972,0.0,6.972,20.67,36.76,2.055,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf22.264
x264,HoneyBee,LDP,slow,crf=27,encode,600,1.429,130.429,0.0,130.429,20.97,36.48,1.185,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf27.264
x264,HoneyBee,LDP,slow,crf=27,decode,600,0.154,6.524,0.0,6.524,20.35,36.88,1.185,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf27.264
x264,HoneyBee,LDP,slow,crf=32,encode,600,1.419,129.858,0.0,129.858,20.06,36.66,0.935,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf32.264
x264,HoneyBee,LDP,slow,crf=32,decode,600,0.152,6.875,0.0,6.875,20.32,36.93,0.935,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf32.264
x264,HoneyBee,LDP,slow,crf=37,encode,600,1.393,121.57,0.0,121.57,20.2,37.18,0.693,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf37.264
x264,HoneyBee,LDP,slow,crf=37,decode,600,0.145,6.166,0.0,6.166,20.05,36.8,0.693,/home/user/tesi/bitstreams_video/x264_HoneyBee_LDP_slow_crf37.264
x264,HoneyBee,RA,faster,crf=22,encode,600,1.72,157.714,0.0,157.714,20.23,36.77,2.861,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf22.264
x264,HoneyBee,RA,faster,crf=22,decode,600,0.249,11.545,0.0,11.545,20.2,37.03,2.861,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf22.264
x264,HoneyBee,RA,faster,crf=27,encode,600,1.663,151.259,0.0,151.259,20.23,36.71,1.588,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf27.264
x264,HoneyBee,RA,faster,crf=27,decode,600,0.205,10.72,0.0,10.72,20.18,36.78,1.588,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf27.264
x264,HoneyBee,RA,faster,crf=32,encode,600,1.64,146.427,0.0,146.427,20.11,36.94,0.993,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf32.264
x264,HoneyBee,RA,faster,crf=32,decode,600,0.192,9.853,0.0,9.853,20.16,36.56,0.993,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf32.264
x264,HoneyBee,RA,faster,crf=37,encode,600,1.628,144.213,0.0,144.213,20.24,36.51,0.671,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf37.264
x264,HoneyBee,RA,faster,crf=37,decode,600,0.177,9.583,0.0,9.583,20.19,36.54,0.671,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_faster_crf37.264
x264,HoneyBee,RA,slow,crf=22,encode,600,3.196,311.65,0.0,311.65,20.11,36.5,4.085,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf22.264
x264,HoneyBee,RA,slow,crf=22,decode,600,0.271,12.69,0.0,12.69,20.09,36.62,4.085,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf22.264
x264,HoneyBee,RA,slow,crf=27,encode,600,2.595,248.101,0.0,248.101,20.09,36.66,2.2,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf27.264
x264,HoneyBee,RA,slow,crf=27,decode,600,0.224,11.344,0.0,11.344,20.1,36.53,2.2,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf27.264
x264,HoneyBee,RA,slow,crf=32,encode,600,2.434,216.363,0.0,216.363,20.23,37.74,1.298,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf32.264
x264,HoneyBee,RA,slow,crf=32,decode,600,0.196,10.427,0.0,10.427,20.14,36.66,1.298,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf32.264
x264,HoneyBee,RA,slow,crf=37,encode,600,2.301,194.098,0.0,194.098,19.85,36.42,0.793,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf37.264
x264,HoneyBee,RA,slow,crf=37,decode,600,0.188,10.226,0.0,10.226,20.17,37.07,0.793,/home/user/tesi/bitstreams_video/x264_HoneyBee_RA_slow_crf37.264
x264,Jockey,LDP,faster,crf=22,encode,600,1.317,131.241,0.0,131.241,20.15,36.78,11.064,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf22.264
x264,Jockey,LDP,faster,crf=22,decode,600,0.236,14.056,0.0,14.056,20.2,36.37,11.064,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf22.264
x264,Jockey,LDP,faster,crf=27,encode,600,1.215,116.93,0.0,116.93,20.16,36.84,6.871,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf27.264
x264,Jockey,LDP,faster,crf=27,decode,600,0.208,12.34,0.0,12.34,20.56,36.82,6.871,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf27.264
x264,Jockey,LDP,faster,crf=32,encode,600,1.159,108.51,0.0,108.51,20.98,36.79,4.679,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf32.264
x264,Jockey,LDP,faster,crf=32,decode,600,0.199,11.055,0.0,11.055,20.37,37.04,4.679,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf32.264
x264,Jockey,LDP,faster,crf=37,encode,600,1.12,103.858,0.0,103.858,20.05,36.8,3.426,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf37.264
x264,Jockey,LDP,faster,crf=37,decode,600,0.184,9.998,0.0,9.998,20.21,36.72,3.426,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_faster_crf37.264
x264,Jockey,LDP,slow,crf=22,encode,600,2.641,308.205,0.0,308.205,20.17,36.6,10.876,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf22.264
x264,Jockey,LDP,slow,crf=22,decode,600,0.248,15.708,0.0,15.708,20.27,36.74,10.876,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf22.264
x264,Jockey,LDP,slow,crf=27,encode,600,2.034,218.716,0.0,218.716,20.07,36.3,6.199,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf27.264
x264,Jockey,LDP,slow,crf=27,decode,600,0.215,12.946,0.0,12.946,20.24,36.7,6.199,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf27.264
x264,Jockey,LDP,slow,crf=32,encode,600,1.777,179.026,0.0,179.026,20.13,38.23,3.937,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf32.264
x264,Jockey,LDP,slow,crf=32,decode,600,0.199,11.749,0.0,11.749,20.31,36.57,3.937,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf32.264
x264,Jockey,LDP,slow,crf=37,encode,600,1.636,152.56,0.0,152.56,20.24,36.92,2.618,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf37.264
x264,Jockey,LDP,slow,crf=37,decode,600,0.189,10.422,0.0,10.422,20.2,36.71,2.618,/home/user/tesi/bitstreams_video/x264_Jockey_LDP_slow_crf37.264
x264,Jockey,RA,faster,crf=22,encode,600,2.891,285.27,0.0,285.27,20.14,36.72,10.987,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf22.264
x264,Jockey,RA,faster,crf=22,decode,600,0.253,17.621,0.0,17.621,20.02,36.78,10.987,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf22.264
x264,Jockey,RA,faster,crf=27,encode,600,2.775,266.254,0.0,266.254,20.23,36.98,7.149,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf27.264
x264,Jockey,RA,faster,crf=27,decode,600,0.233,15.556,0.0,15.556,20.0,36.13,7.149,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf27.264
x264,Jockey,RA,faster,crf=32,encode,600,2.685,252.207,0.0,252.207,20.39,36.75,5.194,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf32.264
x264,Jockey,RA,faster,crf=32,decode,600,0.212,13.985,0.0,13.985,20.13,36.31,5.194,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf32.264
x264,Jockey,RA,faster,crf=37,encode,600,2.557,232.821,0.0,232.821,20.21,36.38,3.65,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf37.264
x264,Jockey,RA,faster,crf=37,decode,600,0.203,12.268,0.0,12.268,20.35,36.27,3.65,/home/user/tesi/bitstreams_video/x264_Jockey_RA_faster_crf37.264
x264,Jockey,RA,slow,crf=22,encode,600,4.957,531.887,0.0,531.887,20.01,36.44,10.244,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf22.264
x264,Jockey,RA,slow,crf=22,decode,600,0.269,18.08,0.0,18.08,20.39,36.66,10.244,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf22.264
x264,Jockey,RA,slow,crf=27,encode,600,4.406,439.403,0.0,439.403,20.27,36.71,6.102,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf27.264
x264,Jockey,RA,slow,crf=27,decode,600,0.232,15.068,0.0,15.068,20.5,36.66,6.102,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf27.264
x264,Jockey,RA,slow,crf=32,encode,600,4.131,382.429,0.0,382.429,20.84,38.05,4.017,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf32.264
x264,Jockey,RA,slow,crf=32,decode,600,0.22,14.163,0.0,14.163,20.34,37.11,4.017,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf32.264
x264,Jockey,RA,slow,crf=37,encode,600,3.906,335.993,0.0,335.993,20.37,36.57,2.611,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf37.264
x264,Jockey,RA,slow,crf=37,decode,600,0.204,13.028,0.0,13.028,20.04,37.68,2.611,/home/user/tesi/bitstreams_video/x264_Jockey_RA_slow_crf37.264
x264,ReadySteadyGo,LDP,faster,crf=22,encode,600,1.354,142.018,0.0,142.018,20.22,37.25,17.392,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf22.264
x264,ReadySteadyGo,LDP,faster,crf=22,decode,600,0.281,17.472,0.0,17.472,20.11,37.03,17.392,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf22.264
x264,ReadySteadyGo,LDP,faster,crf=27,encode,600,1.201,120.415,0.0,120.415,20.22,37.01,9.919,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf27.264
x264,ReadySteadyGo,LDP,faster,crf=27,decode,600,0.232,13.587,0.0,13.587,20.27,37.17,9.919,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf27.264
x264,ReadySteadyGo,LDP,faster,crf=32,encode,600,1.094,107.926,0.0,107.926,20.29,36.96,6.023,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf32.264
x264,ReadySteadyGo,LDP,faster,crf=32,decode,600,0.206,11.75,0.0,11.75,20.19,37.05,6.023,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf32.264
x264,ReadySteadyGo,LDP,faster,crf=37,encode,600,1.022,98.128,0.0,98.128,20.23,37.23,3.871,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf37.264
x264,ReadySteadyGo,LDP,faster,crf=37,decode,600,0.189,10.04,0.0,10.04,20.16,36.87,3.871,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_faster_crf37.264
x264,ReadySteadyGo,LDP,slow,crf=22,encode,600,3.648,407.874,0.0,407.874,20.33,37.07,17.625,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf22.264
x264,ReadySteadyGo,LDP,slow,crf=22,decode,600,0.286,18.163,0.0,18.163,20.15,36.92,17.625,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf22.264
x264,ReadySteadyGo,LDP,slow,crf=27,encode,600,2.68,294.332,0.0,294.332,20.26,37.16,9.743,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf27.264
x264,ReadySteadyGo,LDP,slow,crf=27,decode,600,0.236,14.303,0.0,14.303,20.44,36.82,9.743,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf27.264
x264,ReadySteadyGo,LDP,slow,crf=32,encode,600,2.011,217.824,0.0,217.824,19.96,36.6,5.584,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf32.264
x264,ReadySteadyGo,LDP,slow,crf=32,decode,600,0.206,12.128,0.0,12.128,20.37,37.13,5.584,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf32.264
x264,ReadySteadyGo,LDP,slow,crf=37,encode,600,1.599,166.29,0.0,166.29,20.22,36.93,3.36,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf37.264
x264,ReadySteadyGo,LDP,slow,crf=37,decode,600,0.187,10.468,0.0,10.468,20.2,36.53,3.36,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_LDP_slow_crf37.264
x264,ReadySteadyGo,RA,faster,crf=22,encode,600,2.161,225.59,0.0,225.59,20.11,36.69,16.749,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf22.264
x264,ReadySteadyGo,RA,faster,crf=22,decode,600,0.325,20.904,0.0,20.904,20.25,36.76,16.749,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf22.264
x264,ReadySteadyGo,RA,faster,crf=27,encode,600,2.042,210.706,0.0,210.706,20.11,36.77,9.826,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf27.264
x264,ReadySteadyGo,RA,faster,crf=27,decode,600,0.266,16.736,0.0,16.736,20.3,36.87,9.826,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf27.264
x264,ReadySteadyGo,RA,faster,crf=32,encode,600,1.95,195.193,0.0,195.193,20.16,36.69,6.034,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf32.264
x264,ReadySteadyGo,RA,faster,crf=32,decode,600,0.231,14.253,0.0,14.253,20.91,36.35,6.034,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf32.264
x264,ReadySteadyGo,RA,faster,crf=37,encode,600,1.872,182.724,0.0,182.724,20.81,37.01,3.901,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf37.264
x264,ReadySteadyGo,RA,faster,crf=37,decode,600,0.205,12.727,0.0,12.727,20.13,36.88,3.901,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_faster_crf37.264
x264,ReadySteadyGo,RA,slow,crf=22,encode,600,4.378,498.896,0.0,498.896,20.13,36.54,16.568,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf22.264
x264,ReadySteadyGo,RA,slow,crf=22,decode,600,0.333,20.869,0.0,20.869,20.26,36.64,16.568,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf22.264
x264,ReadySteadyGo,RA,slow,crf=27,encode,600,3.67,405.369,0.0,405.369,20.2,36.92,9.501,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf27.264
x264,ReadySteadyGo,RA,slow,crf=27,decode,600,0.27,16.806,0.0,16.806,20.13,37.22,9.501,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf27.264
x264,ReadySteadyGo,RA,slow,crf=32,encode,600,3.183,337.185,0.0,337.185,20.04,37.19,5.564,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf32.264
x264,ReadySteadyGo,RA,slow,crf=32,decode,600,0.234,15.159,0.0,15.159,20.04,36.96,5.564,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf32.264
x264,ReadySteadyGo,RA,slow,crf=37,encode,600,2.852,287.056,0.0,287.056,20.3,37.13,3.336,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf37.264
x264,ReadySteadyGo,RA,slow,crf=37,decode,600,0.21,12.928,0.0,12.928,20.24,36.73,3.336,/home/user/tesi/bitstreams_video/x264_ReadySteadyGo_RA_slow_crf37.264
x264,ShakeNDry,LDP,faster,crf=22,encode,300,0.668,64.761,0.0,64.761,19.99,36.7,16.815,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf22.264
x264,ShakeNDry,LDP,faster,crf=22,decode,300,0.174,5.769,0.0,5.769,20.29,36.96,16.815,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf22.264
x264,ShakeNDry,LDP,faster,crf=27,encode,300,0.549,49.234,0.0,49.234,20.12,36.6,6.39,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf27.264
x264,ShakeNDry,LDP,faster,crf=27,decode,300,0.13,4.141,0.0,4.141,20.18,36.8,6.39,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf27.264
x264,ShakeNDry,LDP,faster,crf=32,encode,300,0.48,39.099,0.0,39.099,20.2,36.78,2.0,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf32.264
x264,ShakeNDry,LDP,faster,crf=32,decode,300,0.102,3.236,0.0,3.236,20.16,36.68,2.0,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf32.264
x264,ShakeNDry,LDP,faster,crf=37,encode,300,0.462,36.618,0.0,36.618,20.25,36.7,0.919,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf37.264
x264,ShakeNDry,LDP,faster,crf=37,decode,300,0.095,3.011,0.0,3.011,20.28,36.58,0.919,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_faster_crf37.264
x264,ShakeNDry,LDP,slow,crf=22,encode,300,1.889,214.416,0.0,214.416,20.19,36.48,17.938,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf22.264
x264,ShakeNDry,LDP,slow,crf=22,decode,300,0.18,6.555,0.0,6.555,20.2,36.46,17.938,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf22.264
x264,ShakeNDry,LDP,slow,crf=27,encode,300,1.138,118.783,0.0,118.783,20.1,36.69,6.839,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf27.264
x264,ShakeNDry,LDP,slow,crf=27,decode,300,0.137,4.495,0.0,4.495,20.14,36.54,6.839,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf27.264
x264,ShakeNDry,LDP,slow,crf=32,encode,300,0.795,72.179,0.0,72.179,20.13,36.23,2.304,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf32.264
x264,ShakeNDry,LDP,slow,crf=32,decode,300,0.112,3.47,0.0,3.47,20.32,36.67,2.304,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf32.264
x264,ShakeNDry,LDP,slow,crf=37,encode,300,0.738,60.041,0.0,60.041,20.08,36.57,1.162,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf37.264
x264,ShakeNDry,LDP,slow,crf=37,decode,300,0.1,3.161,0.0,3.161,20.45,36.43,1.162,/home/user/tesi/bitstreams_video/x264_ShakeNDry_LDP_slow_crf37.264
x264,ShakeNDry,RA,faster,crf=22,encode,300,1.089,108.953,0.0,108.953,20.68,36.6,16.053,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf22.264
x264,ShakeNDry,RA,faster,crf=22,decode,300,0.206,7.23,0.0,7.23,20.2,36.48,16.053,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf22.264
x264,ShakeNDry,RA,faster,crf=27,encode,300,0.963,90.823,0.0,90.823,20.11,36.15,6.751,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf27.264
x264,ShakeNDry,RA,faster,crf=27,decode,300,0.161,5.264,0.0,5.264,20.28,36.1,6.751,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf27.264
x264,ShakeNDry,RA,faster,crf=32,encode,300,0.915,78.764,0.0,78.764,20.3,36.09,2.588,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf32.264
x264,ShakeNDry,RA,faster,crf=32,decode,300,0.13,4.739,0.0,4.739,20.13,36.66,2.588,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf32.264
x264,ShakeNDry,RA,faster,crf=37,encode,300,0.89,75.702,0.0,75.702,20.37,36.61,1.291,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf37.264
x264,ShakeNDry,RA,faster,crf=37,decode,300,0.119,4.244,0.0,4.244,20.33,36.76,1.291,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_faster_crf37.264
x264,ShakeNDry,RA,slow,crf=22,encode,300,2.371,255.135,0.0,255.135,20.09,36.78,17.418,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf22.264
x264,ShakeNDry,RA,slow,crf=22,decode,300,0.212,7.778,0.0,7.778,19.99,36.54,17.418,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf22.264
