codec,family,seq,profile,preset,param,n_frames,is_neural,is_round_trip,actual_mbps,vmaf_mean,psnr_y,psnr_u,psnr_v,psnr_yuv,ssim_y,ms_ssim_y,time_encode_s,energy_encode_cpu_j,energy_encode_gpu_j,energy_encode_total_j,idle_cpu_w_encode,idle_gpu_w_encode,time_decode_s,energy_decode_cpu_j,energy_decode_gpu_j,energy_decode_total_j,idle_cpu_w_decode,idle_gpu_w_decode,energy_total_cpu_j,energy_total_gpu_j,energy_total_j,energy_total_kj,energy_per_frame_j,bitstream_path
vvenc,VVC,ReadySteadyGo,RA,slow,crf=27,600,0,1,8.722,99.788,40.787,43.997,43.988,41.588,0.97689,0.99392,745.954,61051.112,0.0,61051.112,20.17,36.84,1.528,318.113,0.0,318.113,20.41,36.37,61369.225,0.0,61369.225,61.3692,102.282,/home/user/tesi/bitstreams_video/vvenc_ReadySteadyGo_RA_slow_crf27.266
vvenc,VVC,ReadySteadyGo,RA,slow,crf=33,600,0,1,3.965,95.378,36.995,41.351,41.566,38.111,0.95597,0.98559,474.071,36608.585,0.0,36608.585,20.17,37.23,1.275,119.723,0.0,119.723,20.38,37.5,36728.308,0.0,36728.308,36.7283,61.214,/home/user/tesi/bitstreams_video/vvenc_ReadySteadyGo_RA_slow_crf33.266
vvenc,VVC,ReadySteadyGo,RA,slow,crf=39,600,0,1,1.921,81.0,33.551,38.883,39.269,34.932,0.92081,0.96831,301.432,22341.492,0.0,22341.492,20.1,36.94,1.146,106.389,0.0,106.389,20.38,36.95,22447.881,0.0,22447.881,22.4479,37.413,/home/user/tesi/bitstreams_video/vvenc_ReadySteadyGo_RA_slow_crf39.266
vvenc,VVC,ReadySteadyGo,RA,slow,crf=45,600,0,1,0.785,59.001,29.758,36.985,37.548,31.635,0.85969,0.92621,170.048,11829.897,0.0,11829.897,20.09,36.93,1.039,92.401,0.0,92.401,21.05,37.34,11922.298,0.0,11922.298,11.9223,19.87,/home/user/tesi/bitstreams_video/vvenc_ReadySteadyGo_RA_slow_crf45.266
vvenc,VVC,ShakeNDry,LDP,faster,crf=27,300,0,1,13.311,88.571,40.3,43.767,44.148,41.214,0.96019,0.98785,13.565,1387.487,0.0,1387.487,20.32,37.04,0.869,73.264,0.0,73.264,20.27,36.8,1460.751,0.0,1460.751,1.4608,4.869,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_faster_crf27.266
vvenc,VVC,ShakeNDry,LDP,faster,crf=33,300,0,1,3.754,77.661,37.189,42.351,42.884,38.546,0.92886,0.97027,7.357,692.727,0.0,692.727,20.34,37.23,0.71,56.707,0.0,56.707,20.34,37.12,749.434,0.0,749.434,0.7494,2.498,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_faster_crf33.266
vvenc,VVC,ShakeNDry,LDP,faster,crf=39,300,0,1,1.184,66.979,35.166,40.926,41.665,36.698,0.90229,0.95013,5.02,441.573,0.0,441.573,20.21,37.15,0.647,48.925,0.0,48.925,20.23,37.68,490.498,0.0,490.498,0.4905,1.635,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_faster_crf39.266
vvenc,VVC,ShakeNDry,LDP,faster,crf=45,300,0,1,0.533,53.025,33.325,39.202,40.369,34.94,0.86892,0.92924,4.406,380.429,0.0,380.429,20.17,37.76,0.62,45.529,0.0,45.529,20.22,37.42,425.958,0.0,425.958,0.426,1.42,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_faster_crf45.266
vvenc,VVC,ShakeNDry,LDP,medium,crf=27,300,0,1,13.359,89.556,40.699,43.949,44.305,41.556,0.96289,0.98904,104.206,8879.012,0.0,8879.012,24.49,35.32,0.847,70.282,0.0,70.282,24.59,35.4,8949.294,0.0,8949.294,8.9493,29.831,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf27.266
vvenc,VVC,ShakeNDry,LDP,medium,crf=33,300,0,1,3.942,79.299,37.661,42.574,43.08,38.953,0.93419,0.97361,55.56,4268.894,0.0,4268.894,24.78,35.31,0.66,49.314,0.0,49.314,24.61,35.83,4318.208,0.0,4318.208,4.3182,14.394,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf33.266
vvenc,VVC,ShakeNDry,LDP,medium,crf=39,300,0,1,1.202,68.765,35.519,41.148,41.898,37.02,0.90687,0.95329,30.573,2249.743,0.0,2249.743,24.53,35.78,0.572,38.648,0.0,38.648,24.56,35.55,2288.391,0.0,2288.391,2.2884,7.628,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf39.266
vvenc,VVC,ShakeNDry,LDP,medium,crf=45,300,0,1,0.517,55.621,33.683,39.539,40.628,35.283,0.87608,0.93384,20.308,1450.574,0.0,1450.574,24.54,35.01,0.531,33.479,0.0,33.479,24.57,35.53,1484.053,0.0,1484.053,1.4841,4.947,/dev/shm/bitstreams/vvenc_ShakeNDry_LDP_crf45.266
vvenc,VVC,ShakeNDry,LDP,slow,crf=27,300,0,1,13.042,89.612,40.752,43.992,44.348,41.607,0.9633,0.9892,361.81,33188.955,0.0,33188.955,20.33,37.01,0.851,72.803,0.0,72.803,20.33,36.78,33261.758,0.0,33261.758,33.2618,110.873,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_slow_crf27.266
vvenc,VVC,ShakeNDry,LDP,slow,crf=33,300,0,1,3.9,79.6,37.737,42.611,43.125,39.02,0.93503,0.97408,185.342,15544.007,0.0,15544.007,20.28,36.94,0.672,52.252,0.0,52.252,20.5,37.25,15596.259,0.0,15596.259,15.5963,51.988,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_slow_crf33.266
vvenc,VVC,ShakeNDry,LDP,slow,crf=39,300,0,1,1.197,69.159,35.561,41.169,41.927,37.058,0.9074,0.95369,84.455,6188.016,0.0,6188.016,20.68,36.8,0.577,40.838,0.0,40.838,20.2,37.1,6228.854,0.0,6228.854,6.2289,20.763,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_slow_crf39.266
vvenc,VVC,ShakeNDry,LDP,slow,crf=45,300,0,1,0.516,55.987,33.71,39.526,40.645,35.304,0.87647,0.93421,46.145,3180.036,0.0,3180.036,20.11,36.94,0.542,36.101,0.0,36.101,20.28,37.19,3216.137,0.0,3216.137,3.2161,10.72,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_LDP_slow_crf45.266
vvenc,VVC,ShakeNDry,RA,faster,crf=27,300,0,1,13.311,88.571,40.3,43.767,44.148,41.214,0.96019,0.98785,13.562,1389.432,0.0,1389.432,20.33,37.06,0.855,72.932,0.0,72.932,20.2,37.22,1462.364,0.0,1462.364,1.4624,4.875,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_faster_crf27.266
vvenc,VVC,ShakeNDry,RA,faster,crf=33,300,0,1,3.754,77.661,37.189,42.351,42.884,38.546,0.92886,0.97027,7.314,701.883,0.0,701.883,20.35,37.09,0.715,57.403,0.0,57.403,20.11,37.34,759.286,0.0,759.286,0.7593,2.531,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_faster_crf33.266
vvenc,VVC,ShakeNDry,RA,faster,crf=39,300,0,1,1.184,66.979,35.166,40.926,41.665,36.698,0.90229,0.95013,5.193,454.64,0.0,454.64,20.47,37.03,0.635,48.252,0.0,48.252,20.27,37.26,502.892,0.0,502.892,0.5029,1.676,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_faster_crf39.266
vvenc,VVC,ShakeNDry,RA,faster,crf=45,300,0,1,0.533,53.025,33.325,39.202,40.369,34.94,0.86892,0.92924,4.258,366.126,0.0,366.126,20.13,37.05,0.61,45.315,0.0,45.315,20.41,37.06,411.441,0.0,411.441,0.4114,1.371,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_faster_crf45.266
vvenc,VVC,ShakeNDry,RA,medium,crf=27,300,0,1,13.359,89.556,40.699,43.949,44.305,41.556,0.96289,0.98904,103.992,8875.352,0.0,8875.352,24.5,34.65,0.843,69.75,0.0,69.75,24.61,35.29,8945.102,0.0,8945.102,8.9451,29.817,/dev/shm/bitstreams/vvenc_ShakeNDry_RA_crf27.266
vvenc,VVC,ShakeNDry,RA,medium,crf=33,300,0,1,3.942,79.299,37.661,42.574,43.08,38.953,0.93419,0.97361,54.725,4261.425,0.0,4261.425,24.7,35.75,0.666,49.697,0.0,49.697,24.55,35.0,4311.122,0.0,4311.122,4.3111,14.37,/dev/shm/bitstreams/vvenc_ShakeNDry_RA_crf33.266
vvenc,VVC,ShakeNDry,RA,medium,crf=39,300,0,1,1.202,68.765,35.519,41.148,41.898,37.02,0.90687,0.95329,30.976,2245.127,0.0,2245.127,24.57,35.54,0.568,38.397,0.0,38.397,24.59,35.62,2283.524,0.0,2283.524,2.2835,7.612,/dev/shm/bitstreams/vvenc_ShakeNDry_RA_crf39.266
vvenc,VVC,ShakeNDry,RA,medium,crf=45,300,0,1,0.517,55.621,33.683,39.539,40.628,35.283,0.87608,0.93384,20.318,1454.749,0.0,1454.749,24.53,36.06,0.535,33.908,0.0,33.908,24.61,37.09,1488.657,0.0,1488.657,1.4887,4.962,/dev/shm/bitstreams/vvenc_ShakeNDry_RA_crf45.266
vvenc,VVC,ShakeNDry,RA,slow,crf=27,300,0,1,13.042,89.612,40.752,43.992,44.348,41.607,0.9633,0.9892,365.115,33312.332,0.0,33312.332,20.21,36.77,0.851,73.827,0.0,73.827,20.29,37.22,33386.159,0.0,33386.159,33.3862,111.287,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_slow_crf27.266
vvenc,VVC,ShakeNDry,RA,slow,crf=33,300,0,1,3.9,79.6,37.737,42.611,43.125,39.02,0.93503,0.97408,185.358,15554.942,0.0,15554.942,20.24,36.89,0.672,52.58,0.0,52.58,20.36,37.1,15607.522,0.0,15607.522,15.6075,52.025,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_slow_crf33.266
vvenc,VVC,ShakeNDry,RA,slow,crf=39,300,0,1,1.197,69.159,35.561,41.169,41.927,37.058,0.9074,0.95369,84.121,6230.503,0.0,6230.503,20.09,36.36,0.58,40.626,0.0,40.626,20.85,36.81,6271.129,0.0,6271.129,6.2711,20.904,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_slow_crf39.266
vvenc,VVC,ShakeNDry,RA,slow,crf=45,300,0,1,0.516,55.987,33.71,39.526,40.645,35.304,0.87647,0.93421,46.016,3182.478,0.0,3182.478,20.08,36.64,0.532,36.341,0.0,36.341,20.25,36.97,3218.819,0.0,3218.819,3.2188,10.729,/home/user/tesi/bitstreams_video/vvenc_ShakeNDry_RA_slow_crf45.266
vvenc,VVC,YachtRide,LDP,faster,crf=27,600,0,1,19.36,89.557,38.608,45.399,44.288,40.167,0.96306,0.98767,32.516,3314.391,0.0,3314.391,20.32,36.73,1.826,189.795,0.0,189.795,20.28,37.14,3504.186,0.0,3504.186,3.5042,5.84,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_faster_crf27.266
vvenc,VVC,YachtRide,LDP,faster,crf=33,600,0,1,6.48,71.88,34.522,43.476,42.329,36.617,0.9223,0.9674,19.623,1895.316,0.0,1895.316,20.25,36.73,1.446,144.222,0.0,144.222,20.15,36.77,2039.538,0.0,2039.538,2.0395,3.399,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_faster_crf33.266
vvenc,VVC,YachtRide,LDP,faster,crf=39,600,0,1,2.268,53.088,31.617,41.709,40.418,33.978,0.86869,0.93371,13.569,1256.33,0.0,1256.33,20.2,37.15,1.258,124.224,0.0,124.224,20.14,37.16,1380.554,0.0,1380.554,1.3806,2.301,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_faster_crf39.266
vvenc,VVC,YachtRide,LDP,faster,crf=45,600,0,1,0.87,37.37,29.626,40.318,38.875,32.118,0.8107,0.88293,10.774,960.769,0.0,960.769,20.18,37.56,1.175,114.048,0.0,114.048,20.21,37.23,1074.817,0.0,1074.817,1.0748,1.791,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_faster_crf45.266
vvenc,VVC,YachtRide,LDP,medium,crf=27,600,0,1,19.666,91.834,39.329,45.937,44.801,40.839,0.96641,0.98884,296.727,24375.032,0.0,24375.032,24.5,35.59,1.873,185.271,0.0,185.271,24.57,35.06,24560.303,0.0,24560.303,24.5603,40.934,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf27.266
vvenc,VVC,YachtRide,LDP,medium,crf=33,600,0,1,6.737,75.889,35.232,44.059,42.859,37.289,0.93079,0.97146,174.936,13393.083,0.0,13393.083,24.8,35.35,1.43,137.417,0.0,137.417,24.44,36.06,13530.5,0.0,13530.5,13.5305,22.551,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf33.266
vvenc,VVC,YachtRide,LDP,medium,crf=39,600,0,1,2.312,57.582,32.229,42.301,40.97,34.58,0.88174,0.94151,104.87,7646.102,0.0,7646.102,24.8,36.1,1.205,112.597,0.0,112.597,24.62,36.11,7758.699,0.0,7758.699,7.7587,12.931,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf39.266
vvenc,VVC,YachtRide,LDP,medium,crf=45,600,0,1,0.822,41.105,30.089,40.961,39.445,32.618,0.82518,0.89353,69.273,4593.23,0.0,4593.23,24.56,36.04,1.079,97.272,0.0,97.272,24.84,35.32,4690.502,0.0,4690.502,4.6905,7.818,/dev/shm/bitstreams/vvenc_YachtRide_LDP_crf45.266
vvenc,VVC,YachtRide,LDP,slow,crf=27,600,0,1,19.15,91.982,39.464,46.068,44.92,40.972,0.96723,0.98915,1268.878,112256.609,0.0,112256.609,20.13,36.26,1.882,361.76,0.0,361.76,20.61,37.08,112618.369,0.0,112618.369,112.6184,187.697,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_slow_crf27.266
vvenc,VVC,YachtRide,LDP,slow,crf=33,600,0,1,6.619,76.488,35.387,44.206,43.007,37.442,0.93249,0.97228,701.574,57412.577,0.0,57412.577,20.14,35.87,1.43,316.397,0.0,316.397,20.4,37.62,57728.974,0.0,57728.974,57.729,96.215,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_slow_crf33.266
vvenc,VVC,YachtRide,LDP,slow,crf=39,600,0,1,2.282,58.373,32.349,42.442,41.116,34.707,0.88394,0.94285,357.681,27636.006,0.0,27636.006,18.55,25.97,1.197,120.648,0.0,120.648,18.42,29.8,27756.654,0.0,27756.654,27.7567,46.261,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_slow_crf39.266
vvenc,VVC,YachtRide,LDP,slow,crf=45,600,0,1,0.818,42.151,30.198,41.075,39.544,32.726,0.82774,0.89549,201.195,13088.835,0.0,13088.835,18.75,26.07,1.072,103.555,0.0,103.555,18.6,29.0,13192.39,0.0,13192.39,13.1924,21.987,/home/user/tesi/bitstreams_video/vvenc_YachtRide_LDP_slow_crf45.266
vvenc,VVC,YachtRide,RA,faster,crf=27,600,0,1,19.36,89.557,38.608,45.399,44.288,40.167,0.96306,0.98767,32.37,3344.508,0.0,3344.508,18.57,28.75,1.836,192.973,0.0,192.973,18.79,28.84,3537.481,0.0,3537.481,3.5375,5.896,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_faster_crf27.266
vvenc,VVC,YachtRide,RA,faster,crf=33,600,0,1,6.48,71.88,34.522,43.476,42.329,36.617,0.9223,0.9674,19.569,1935.912,0.0,1935.912,18.57,28.72,1.43,145.013,0.0,145.013,19.22,28.23,2080.925,0.0,2080.925,2.0809,3.468,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_faster_crf33.266
vvenc,VVC,YachtRide,RA,faster,crf=39,600,0,1,2.268,53.088,31.617,41.709,40.418,33.978,0.86869,0.93371,13.495,1273.799,0.0,1273.799,18.71,28.51,1.253,125.64,0.0,125.64,18.72,28.75,1399.439,0.0,1399.439,1.3994,2.332,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_faster_crf39.266
vvenc,VVC,YachtRide,RA,faster,crf=45,600,0,1,0.87,37.37,29.626,40.318,38.875,32.118,0.8107,0.88293,10.726,965.584,0.0,965.584,18.66,28.29,1.171,116.635,0.0,116.635,18.58,28.82,1082.219,0.0,1082.219,1.0822,1.804,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_faster_crf45.266
vvenc,VVC,YachtRide,RA,medium,crf=27,600,0,1,19.666,91.834,39.329,45.937,44.801,40.839,0.96641,0.98884,298.555,24442.567,0.0,24442.567,24.54,35.55,1.879,184.912,0.0,184.912,24.62,35.51,24627.479,0.0,24627.479,24.6275,41.046,/dev/shm/bitstreams/vvenc_YachtRide_RA_crf27.266
vvenc,VVC,YachtRide,RA,medium,crf=33,600,0,1,6.737,75.889,35.232,44.059,42.859,37.289,0.93079,0.97146,174.191,13409.653,0.0,13409.653,24.6,35.87,1.43,137.126,0.0,137.126,24.58,35.53,13546.779,0.0,13546.779,13.5468,22.578,/dev/shm/bitstreams/vvenc_YachtRide_RA_crf33.266
vvenc,VVC,YachtRide,RA,medium,crf=39,600,0,1,2.312,57.582,32.229,42.301,40.97,34.58,0.88174,0.94151,104.88,7659.247,0.0,7659.247,24.55,35.62,1.2,111.325,0.0,111.325,24.62,34.72,7770.572,0.0,7770.572,7.7706,12.951,/dev/shm/bitstreams/vvenc_YachtRide_RA_crf39.266
vvenc,VVC,YachtRide,RA,medium,crf=45,600,0,1,0.822,41.105,30.089,40.961,39.445,32.618,0.82518,0.89353,69.533,4583.582,0.0,4583.582,24.6,35.27,1.073,97.28,0.0,97.28,24.61,36.44,4680.862,0.0,4680.862,4.6809,7.801,/dev/shm/bitstreams/vvenc_YachtRide_RA_crf45.266
vvenc,VVC,YachtRide,RA,slow,crf=27,600,0,1,19.15,91.982,39.464,46.068,44.92,40.972,0.96723,0.98915,1255.094,112033.797,0.0,112033.797,20.13,37.33,1.885,358.057,0.0,358.057,20.36,36.64,112391.854,0.0,112391.854,112.3919,187.32,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_slow_crf27.266
vvenc,VVC,YachtRide,RA,slow,crf=33,600,0,1,6.619,76.488,35.387,44.206,43.007,37.442,0.93249,0.97228,699.918,57205.589,0.0,57205.589,20.27,36.11,1.429,319.071,0.0,319.071,20.18,36.7,57524.66,0.0,57524.66,57.5247,95.874,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_slow_crf33.266
vvenc,VVC,YachtRide,RA,slow,crf=39,600,0,1,2.282,58.373,32.349,42.442,41.116,34.707,0.88394,0.94285,356.863,27572.08,0.0,27572.08,18.65,26.11,1.205,118.807,0.0,118.807,19.15,29.15,27690.887,0.0,27690.887,27.6909,46.151,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_slow_crf39.266
vvenc,VVC,YachtRide,RA,slow,crf=45,600,0,1,0.818,42.151,30.198,41.075,39.544,32.726,0.82774,0.89549,200.44,13075.489,0.0,13075.489,18.54,26.24,1.072,103.6,0.0,103.6,18.54,29.12,13179.089,0.0,13179.089,13.1791,21.965,/home/user/tesi/bitstreams_video/vvenc_YachtRide_RA_slow_crf45.266
x264,AVC,Beauty,LDP,faster,crf=22,600,0,1,8.725,79.497,38.712,39.046,41.17,39.061,0.89993,0.97372,1.192,119.647,0.0,119.647,20.68,36.56,0.236,11.758,0.0,11.758,20.62,36.68,131.405,0.0,131.405,0.1314,0.219,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf22.264
x264,AVC,Beauty,LDP,faster,crf=27,600,0,1,4.474,67.87,37.656,38.785,40.703,38.178,0.89003,0.96663,1.059,101.647,0.0,101.647,20.31,36.57,0.182,9.035,0.0,9.035,20.28,36.8,110.682,0.0,110.682,0.1107,0.184,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf27.264
x264,AVC,Beauty,LDP,faster,crf=32,600,0,1,2.563,52.746,36.103,38.404,40.038,36.882,0.87539,0.95327,0.987,91.953,0.0,91.953,20.33,36.56,0.164,7.453,0.0,7.453,20.29,36.58,99.406,0.0,99.406,0.0994,0.166,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf32.264
x264,AVC,Beauty,LDP,faster,crf=37,600,0,1,1.495,35.673,33.792,38.005,39.367,35.015,0.85338,0.92748,0.937,84.3,0.0,84.3,20.28,36.46,0.15,6.468,0.0,6.468,20.28,36.08,90.768,0.0,90.768,0.0908,0.151,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_faster_crf37.264
x264,AVC,Beauty,LDP,medium,crf=22,600,0,1,10.396,80.28,38.57,39.014,41.19,38.953,0.89681,0.97222,1.725,182.568,0.0,182.568,24.36,36.22,0.249,13.306,0.0,13.306,24.63,35.9,195.874,0.0,195.874,0.1959,0.326,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_crf22.264
x264,AVC,Beauty,LDP,medium,crf=27,600,0,1,4.645,68.242,37.45,38.844,40.871,38.052,0.88596,0.96467,1.404,132.213,0.0,132.213,24.38,35.82,0.19,9.715,0.0,9.715,24.52,36.14,141.928,0.0,141.928,0.1419,0.237,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_crf27.264
x264,AVC,Beauty,LDP,medium,crf=32,600,0,1,2.639,52.936,35.707,38.478,40.27,36.624,0.86786,0.94931,1.321,116.213,0.0,116.213,24.2,36.31,0.174,8.275,0.0,8.275,24.73,36.14,124.488,0.0,124.488,0.1245,0.207,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_crf32.264
x264,AVC,Beauty,LDP,medium,crf=37,600,0,1,1.575,36.565,33.454,38.053,39.589,34.796,0.84372,0.92386,1.273,105.314,0.0,105.314,24.25,36.56,0.162,7.421,0.0,7.421,24.55,36.47,112.735,0.0,112.735,0.1127,0.188,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_crf37.264
x264,AVC,Beauty,LDP,slow,crf=22,600,0,1,10.215,80.356,38.401,39.013,41.186,38.826,0.89389,0.9708,3.102,369.972,0.0,369.972,20.22,36.44,0.237,14.575,0.0,14.575,20.07,36.7,384.547,0.0,384.547,0.3845,0.641,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf22.264
x264,AVC,Beauty,LDP,slow,crf=27,600,0,1,4.407,66.249,37.165,38.847,40.859,37.837,0.88287,0.96235,1.822,198.16,0.0,198.16,20.1,37.04,0.188,10.45,0.0,10.45,20.03,37.03,208.61,0.0,208.61,0.2086,0.348,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf27.264
x264,AVC,Beauty,LDP,slow,crf=32,600,0,1,2.418,48.566,35.286,38.477,40.339,36.316,0.86386,0.94532,1.536,152.59,0.0,152.59,20.31,36.76,0.173,9.115,0.0,9.115,20.04,37.32,161.705,0.0,161.705,0.1617,0.27,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf32.264
x264,AVC,Beauty,LDP,slow,crf=37,600,0,1,1.428,31.457,33.051,38.096,39.632,34.504,0.84144,0.91929,1.444,128.77,0.0,128.77,20.07,37.28,0.16,7.63,0.0,7.63,20.05,36.99,136.4,0.0,136.4,0.1364,0.227,/home/user/tesi/bitstreams_video/x264_Beauty_LDP_slow_crf37.264
x264,AVC,Beauty,RA,faster,crf=22,600,0,1,9.994,80.363,38.81,39.002,41.18,39.13,0.90066,0.97407,3.58,325.624,0.0,325.624,19.99,38.16,0.232,14.674,0.0,14.674,20.09,36.8,340.298,0.0,340.298,0.3403,0.567,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf22.264
x264,AVC,Beauty,RA,faster,crf=27,600,0,1,5.051,69.855,37.948,38.838,40.837,38.421,0.89273,0.96889,3.428,295.283,0.0,295.283,19.9,36.46,0.209,12.2,0.0,12.2,20.06,36.67,307.483,0.0,307.483,0.3075,0.512,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf27.264
x264,AVC,Beauty,RA,faster,crf=32,600,0,1,2.867,55.758,36.607,38.481,40.263,37.299,0.87998,0.9583,3.329,279.691,0.0,279.691,20.04,36.4,0.187,10.521,0.0,10.521,20.12,36.71,290.212,0.0,290.212,0.2902,0.484,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf32.264
x264,AVC,Beauty,RA,faster,crf=37,600,0,1,1.63,39.266,34.636,38.127,39.548,35.686,0.86158,0.9387,3.288,264.183,0.0,264.183,20.13,36.62,0.172,9.317,0.0,9.317,20.06,36.49,273.5,0.0,273.5,0.2735,0.456,/home/user/tesi/bitstreams_video/x264_Beauty_RA_faster_crf37.264
x264,AVC,Beauty,RA,medium,crf=22,600,0,1,10.856,81.052,38.694,38.962,41.222,39.044,0.8987,0.97304,6.036,492.1,0.0,492.1,24.23,36.09,0.257,16.067,0.0,16.067,24.76,37.34,508.167,0.0,508.167,0.5082,0.847,/home/user/tesi/bitstreams_video/x264_Beauty_RA_crf22.264
x264,AVC,Beauty,RA,medium,crf=27,600,0,1,5.054,70.07,37.757,38.896,40.994,38.304,0.89014,0.96741,5.652,410.889,0.0,410.889,24.25,36.13,0.21,12.205,0.0,12.205,24.48,36.08,423.094,0.0,423.094,0.4231,0.705,/home/user/tesi/bitstreams_video/x264_Beauty_RA_crf27.264
x264,AVC,Beauty,RA,medium,crf=32,600,0,1,2.758,55.553,36.227,38.605,40.502,37.058,0.87538,0.9551,5.503,372.241,0.0,372.241,24.23,36.21,0.199,10.984,0.0,10.984,24.53,36.27,383.225,0.0,383.225,0.3832,0.639,/home/user/tesi/bitstreams_video/x264_Beauty_RA_crf32.264
x264,AVC,Beauty,RA,medium,crf=37,600,0,1,1.515,39.427,34.221,38.229,39.772,35.416,0.85595,0.93461,5.379,340.561,0.0,340.561,24.26,36.36,0.186,9.454,0.0,9.454,24.46,36.29,350.015,0.0,350.015,0.35,0.583,/home/user/tesi/bitstreams_video/x264_Beauty_RA_crf37.264
x264,AVC,Beauty,RA,slow,crf=22,600,0,1,10.746,81.044,38.505,39.02,41.275,38.915,0.89535,0.9711,7.526,725.365,0.0,725.365,20.08,36.5,0.272,16.904,0.0,16.904,20.61,36.05,742.269,0.0,742.269,0.7423,1.237,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf22.264
x264,AVC,Beauty,RA,slow,crf=27,600,0,1,4.666,68.69,37.507,38.909,41.009,38.12,0.88732,0.96508,6.397,525.125,0.0,525.125,20.1,35.73,0.215,12.983,0.0,12.983,20.3,35.85,538.108,0.0,538.108,0.5381,0.897,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf27.264
x264,AVC,Beauty,RA,slow,crf=32,600,0,1,2.487,53.081,35.919,38.621,40.536,36.834,0.87221,0.95208,6.097,455.352,0.0,455.352,20.14,35.69,0.195,11.487,0.0,11.487,20.11,35.39,466.839,0.0,466.839,0.4668,0.778,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf32.264
x264,AVC,Beauty,RA,slow,crf=37,600,0,1,1.37,36.86,33.916,38.245,39.854,35.2,0.85381,0.93158,5.961,408.24,0.0,408.24,20.16,35.52,0.179,10.012,0.0,10.012,20.18,36.06,418.252,0.0,418.252,0.4183,0.697,/home/user/tesi/bitstreams_video/x264_Beauty_RA_slow_crf37.264
x264,AVC,Bosphorus,LDP,faster,crf=22,600,0,1,9.509,84.763,40.16,43.42,43.366,40.968,0.95673,0.98488,1.204,122.024,0.0,122.024,20.11,35.93,0.236,14.693,0.0,14.693,20.49,36.26,136.717,0.0,136.717,0.1367,0.228,/home/user/tesi/bitstreams_video/x264_Bosphorus_LDP_faster_crf22.264
