codec,family,seq,profile,preset,param,n_frames,is_neural,is_round_trip,actual_mbps,vmaf_mean,psnr_y,psnr_u,psnr_v,psnr_yuv,ssim_y,ms_ssim_y,time_encode_s,energy_encode_cpu_j,energy_encode_gpu_j,energy_encode_total_j,idle_cpu_w_encode,idle_gpu_w_encode,time_decode_s,energy_decode_cpu_j,energy_decode_gpu_j,energy_decode_total_j,idle_cpu_w_decode,idle_gpu_w_decode,energy_total_cpu_j,energy_total_gpu_j,energy_total_j,energy_total_kj,energy_per_frame_j,bitstream_path
svtav1,AV1,Jockey,RA,p5,crf=43,600,0,1,4.004,90.725,41.247,43.188,43.019,41.712,0.95541,0.9849,5.794,546.333,0.0,546.333,24.4,36.57,0.364,16.33,0.0,16.33,24.86,36.64,562.663,0.0,562.663,0.5627,0.938,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_crf43.ivf
svtav1,AV1,Jockey,RA,p5,crf=51,600,0,1,2.558,84.024,40.062,42.336,42.204,40.614,0.94915,0.97988,6.719,645.234,0.0,645.234,24.4,36.34,0.348,14.738,0.0,14.738,24.53,36.18,659.972,0.0,659.972,0.66,1.1,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_crf51.ivf
svtav1,AV1,ReadySteadyGo,LDP,p10,crf=27,600,0,1,57.193,99.913,42.166,44.608,44.471,42.76,0.98054,0.99572,5.428,203.839,0.0,203.839,20.29,35.88,1.097,42.994,0.0,42.994,20.2,35.93,246.833,0.0,246.833,0.2468,0.411,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf27.ivf
svtav1,AV1,ReadySteadyGo,LDP,p10,crf=35,600,0,1,31.581,99.696,40.149,42.719,42.762,40.797,0.97319,0.99325,4.64,181.274,0.0,181.274,20.14,35.63,0.686,29.516,0.0,29.516,20.33,36.14,210.79,0.0,210.79,0.2108,0.351,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf35.ivf
svtav1,AV1,ReadySteadyGo,LDP,p10,crf=43,600,0,1,16.872,97.95,37.781,40.76,40.981,38.553,0.95966,0.98822,4.104,168.475,0.0,168.475,20.3,36.05,0.487,21.549,0.0,21.549,20.76,35.74,190.024,0.0,190.024,0.19,0.317,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf43.ivf
svtav1,AV1,ReadySteadyGo,LDP,p10,crf=51,600,0,1,8.608,89.947,35.029,38.815,39.157,36.018,0.9348,0.97764,3.648,157.035,0.0,157.035,20.17,35.76,0.348,16.25,0.0,16.25,20.35,36.08,173.285,0.0,173.285,0.1733,0.289,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf51.ivf
svtav1,AV1,ReadySteadyGo,LDP,p2,crf=27,600,0,1,32.258,99.945,43.678,45.215,45.02,44.038,0.98483,0.99675,112.486,5930.751,0.0,5930.751,20.23,35.88,1.121,58.269,0.0,58.269,20.21,35.24,5989.02,0.0,5989.02,5.989,9.982,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf27.ivf
svtav1,AV1,ReadySteadyGo,LDP,p2,crf=35,600,0,1,17.764,99.899,41.485,43.288,43.255,41.932,0.9782,0.99461,116.738,6144.684,0.0,6144.684,20.03,35.12,0.781,43.351,0.0,43.351,20.24,35.81,6188.035,0.0,6188.035,6.188,10.313,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf35.ivf
svtav1,AV1,ReadySteadyGo,LDP,p2,crf=43,600,0,1,10.035,99.035,38.967,41.29,41.416,39.563,0.9661,0.99029,121.444,6259.11,0.0,6259.11,20.1,35.69,0.582,33.001,0.0,33.001,20.06,35.7,6292.111,0.0,6292.111,6.2921,10.487,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf43.ivf
svtav1,AV1,ReadySteadyGo,LDP,p2,crf=51,600,0,1,5.611,93.83,36.283,39.345,39.615,37.082,0.94508,0.98178,142.315,7205.751,0.0,7205.751,20.1,35.23,0.465,26.996,0.0,26.996,20.08,36.54,7232.747,0.0,7232.747,7.2327,12.055,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf51.ivf
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=27,600,0,1,39.262,99.932,43.224,44.839,44.682,43.608,0.98378,0.99648,22.597,928.11,0.0,928.11,24.59,36.54,0.951,41.861,0.0,41.861,24.35,36.95,969.971,0.0,969.971,0.97,1.617,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf27.ivf
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=35,600,0,1,21.479,99.846,41.039,42.995,42.984,41.527,0.97663,0.99415,24.109,1041.143,0.0,1041.143,24.45,36.7,0.678,31.68,0.0,31.68,24.33,36.71,1072.823,0.0,1072.823,1.0728,1.788,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf35.ivf
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=43,600,0,1,11.901,98.576,38.447,40.981,41.127,39.099,0.96315,0.98927,23.203,1027.898,0.0,1027.898,24.46,36.78,0.506,24.367,0.0,24.367,24.41,36.6,1052.265,0.0,1052.265,1.0523,1.754,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf43.ivf
svtav1,AV1,ReadySteadyGo,LDP,p5,crf=51,600,0,1,6.334,92.067,35.726,39.029,39.297,36.585,0.94009,0.97973,26.251,1147.397,0.0,1147.397,24.46,37.89,0.392,19.89,0.0,19.89,24.64,36.49,1167.287,0.0,1167.287,1.1673,1.945,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_crf51.ivf
svtav1,AV1,ReadySteadyGo,RA,p10,crf=27,600,0,1,34.753,99.893,41.529,44.247,44.141,42.195,0.97866,0.99502,1.867,159.458,0.0,159.458,20.17,36.06,1.018,35.035,0.0,35.035,20.15,36.2,194.493,0.0,194.493,0.1945,0.324,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf27.ivf
svtav1,AV1,ReadySteadyGo,RA,p10,crf=35,600,0,1,20.904,99.443,39.742,42.678,42.758,40.486,0.97133,0.99241,1.748,147.755,0.0,147.755,20.15,35.96,0.737,27.456,0.0,27.456,20.23,36.02,175.211,0.0,175.211,0.1752,0.292,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf35.ivf
svtav1,AV1,ReadySteadyGo,RA,p10,crf=43,600,0,1,12.213,97.165,37.711,41.17,41.419,38.607,0.95963,0.98773,1.648,140.375,0.0,140.375,20.11,36.0,0.559,21.526,0.0,21.526,20.15,36.16,161.901,0.0,161.901,0.1619,0.27,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf43.ivf
svtav1,AV1,ReadySteadyGo,RA,p10,crf=51,600,0,1,7.055,90.376,35.457,39.7,40.066,36.564,0.94152,0.97945,1.589,132.757,0.0,132.757,20.14,36.07,0.439,17.23,0.0,17.23,20.08,35.64,149.987,0.0,149.987,0.15,0.25,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf51.ivf
svtav1,AV1,ReadySteadyGo,RA,p2,crf=27,600,0,1,24.734,99.96,43.448,45.324,45.106,43.89,0.98426,0.9965,42.865,4349.512,0.0,4349.512,20.23,36.08,1.071,49.816,0.0,49.816,20.4,36.55,4399.328,0.0,4399.328,4.3993,7.332,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf27.ivf
svtav1,AV1,ReadySteadyGo,RA,p2,crf=35,600,0,1,15.93,99.923,41.82,44.089,43.977,42.373,0.97967,0.99493,45.145,4493.947,0.0,4493.947,20.15,36.3,0.911,43.044,0.0,43.044,20.22,36.37,4536.991,0.0,4536.991,4.537,7.562,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf35.ivf
svtav1,AV1,ReadySteadyGo,RA,p2,crf=43,600,0,1,10.099,99.295,39.927,42.752,42.746,40.633,0.97233,0.9922,47.095,4688.1,0.0,4688.1,20.19,36.26,0.767,37.188,0.0,37.188,20.2,36.18,4725.288,0.0,4725.288,4.7253,7.875,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf43.ivf
svtav1,AV1,ReadySteadyGo,RA,p2,crf=51,600,0,1,6.508,97.157,37.977,41.482,41.563,38.863,0.96185,0.98785,51.736,5169.852,0.0,5169.852,20.13,35.92,0.646,30.993,0.0,30.993,20.17,36.1,5200.845,0.0,5200.845,5.2008,8.668,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf51.ivf
svtav1,AV1,ReadySteadyGo,RA,p5,crf=27,600,0,1,26.81,99.941,42.545,44.285,44.121,42.959,0.98195,0.99592,7.035,675.071,0.0,675.071,24.44,36.6,0.874,35.23,0.0,35.23,24.62,36.9,710.301,0.0,710.301,0.7103,1.184,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_crf27.ivf
svtav1,AV1,ReadySteadyGo,RA,p5,crf=35,600,0,1,16.564,99.793,40.761,42.959,42.924,41.306,0.97588,0.99385,7.313,698.296,0.0,698.296,24.62,36.94,0.68,28.492,0.0,28.492,24.5,37.06,726.788,0.0,726.788,0.7268,1.211,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_crf35.ivf
svtav1,AV1,ReadySteadyGo,RA,p5,crf=43,600,0,1,10.116,98.637,38.798,41.666,41.726,39.522,0.96655,0.99032,7.322,704.448,0.0,704.448,24.41,36.58,0.559,23.739,0.0,23.739,24.49,36.59,728.187,0.0,728.187,0.7282,1.214,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_crf43.ivf
svtav1,AV1,ReadySteadyGo,RA,p5,crf=51,600,0,1,6.243,95.442,36.927,40.577,40.701,37.855,0.95433,0.98509,8.812,850.882,0.0,850.882,24.4,36.54,0.527,22.216,0.0,22.216,24.69,36.51,873.098,0.0,873.098,0.8731,1.455,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_crf51.ivf
svtav1,AV1,ShakeNDry,LDP,p10,crf=27,300,0,1,55.031,92.766,40.778,43.058,43.335,41.382,0.9636,0.99085,2.418,85.69,0.0,85.69,20.12,36.06,0.665,20.704,0.0,20.704,20.11,36.0,106.394,0.0,106.394,0.1064,0.355,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p10_crf27.ivf
svtav1,AV1,ShakeNDry,LDP,p10,crf=35,300,0,1,24.422,87.802,39.29,42.115,42.541,40.05,0.95277,0.98592,1.674,63.671,0.0,63.671,20.11,36.12,0.294,9.877,0.0,9.877,20.12,35.81,73.548,0.0,73.548,0.0735,0.245,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p10_crf35.ivf
svtav1,AV1,ShakeNDry,LDP,p10,crf=43,300,0,1,11.464,80.017,37.391,40.418,41.196,38.245,0.93345,0.97649,1.387,54.514,0.0,54.514,20.04,35.89,0.21,5.912,0.0,5.912,20.43,35.9,60.426,0.0,60.426,0.0604,0.201,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p10_crf43.ivf
svtav1,AV1,ShakeNDry,LDP,p10,crf=51,300,0,1,4.584,67.754,35.275,38.524,39.973,36.268,0.90313,0.959,1.313,52.256,0.0,52.256,20.32,36.3,0.172,4.861,0.0,4.861,20.21,36.06,57.117,0.0,57.117,0.0571,0.19,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p10_crf51.ivf
svtav1,AV1,ShakeNDry,LDP,p2,crf=27,300,0,1,35.842,93.206,42.247,43.657,43.984,42.64,0.97281,0.99349,53.86,3135.013,0.0,3135.013,20.25,36.19,0.572,23.954,0.0,23.954,20.05,36.15,3158.967,0.0,3158.967,3.159,10.53,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p2_crf27.ivf
svtav1,AV1,ShakeNDry,LDP,p2,crf=35,300,0,1,16.843,88.562,40.435,42.468,42.852,40.991,0.96151,0.98889,47.247,2714.369,0.0,2714.369,20.72,37.03,0.324,14.285,0.0,14.285,19.95,36.58,2728.654,0.0,2728.654,2.7287,9.096,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p2_crf35.ivf
svtav1,AV1,ShakeNDry,LDP,p2,crf=43,300,0,1,7.587,80.787,38.285,41.056,41.675,39.055,0.94218,0.97973,39.365,2244.173,0.0,2244.173,20.3,36.32,0.234,8.617,0.0,8.617,20.06,36.26,2252.79,0.0,2252.79,2.2528,7.509,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p2_crf43.ivf
svtav1,AV1,ShakeNDry,LDP,p2,crf=51,300,0,1,2.948,69.443,36.101,39.672,40.587,37.108,0.91362,0.96371,41.432,2231.361,0.0,2231.361,20.35,36.08,0.19,6.354,0.0,6.354,20.21,36.18,2237.715,0.0,2237.715,2.2377,7.459,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p2_crf51.ivf
svtav1,AV1,ShakeNDry,LDP,p5,crf=27,300,0,1,37.115,92.498,41.846,43.374,43.722,42.272,0.97069,0.99278,7.624,350.014,0.0,350.014,24.36,36.74,0.49,17.426,0.0,17.426,24.41,36.9,367.44,0.0,367.44,0.3674,1.225,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf27.ivf
svtav1,AV1,ShakeNDry,LDP,p5,crf=35,300,0,1,17.794,87.862,40.113,42.23,42.69,40.7,0.9591,0.98794,7.363,363.628,0.0,363.628,24.53,36.71,0.305,10.672,0.0,10.672,24.4,36.29,374.3,0.0,374.3,0.3743,1.248,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf35.ivf
svtav1,AV1,ShakeNDry,LDP,p5,crf=43,300,0,1,7.832,79.786,37.923,40.829,41.517,38.736,0.93844,0.97792,6.392,316.566,0.0,316.566,24.48,36.53,0.219,6.249,0.0,6.249,24.39,36.4,322.815,0.0,322.815,0.3228,1.076,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf43.ivf
svtav1,AV1,ShakeNDry,LDP,p5,crf=51,300,0,1,3.001,68.215,35.8,39.376,40.432,36.826,0.90967,0.96127,6.439,322.618,0.0,322.618,24.3,36.62,0.18,4.747,0.0,4.747,24.46,36.6,327.365,0.0,327.365,0.3274,1.091,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_crf51.ivf
svtav1,AV1,ShakeNDry,RA,p10,crf=27,300,0,1,27.925,90.929,40.59,43.11,43.464,41.265,0.96189,0.98952,0.873,63.065,0.0,63.065,20.26,36.59,0.436,12.987,0.0,12.987,20.15,36.38,76.052,0.0,76.052,0.0761,0.254,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p10_crf27.ivf
svtav1,AV1,ShakeNDry,RA,p10,crf=35,300,0,1,15.037,86.118,39.218,42.617,43.085,40.126,0.95137,0.98435,0.763,55.16,0.0,55.16,20.32,36.32,0.31,9.064,0.0,9.064,20.15,36.23,64.224,0.0,64.224,0.0642,0.214,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p10_crf35.ivf
svtav1,AV1,ShakeNDry,RA,p10,crf=43,300,0,1,7.401,79.835,37.658,41.983,42.55,38.81,0.93596,0.97569,0.688,47.819,0.0,47.819,20.21,36.42,0.228,5.661,0.0,5.661,20.2,36.72,53.48,0.0,53.48,0.0535,0.178,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p10_crf43.ivf
svtav1,AV1,ShakeNDry,RA,p10,crf=51,300,0,1,3.522,72.688,36.169,41.094,41.751,37.483,0.91781,0.96348,0.66,45.849,0.0,45.849,20.21,36.75,0.184,4.627,0.0,4.627,20.42,36.56,50.476,0.0,50.476,0.0505,0.168,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p10_crf51.ivf
svtav1,AV1,ShakeNDry,RA,p2,crf=27,300,0,1,23.473,91.775,41.67,43.957,44.297,42.284,0.96928,0.99188,19.314,1967.58,0.0,1967.58,20.26,36.93,0.46,17.54,0.0,17.54,20.36,36.95,1985.12,0.0,1985.12,1.9851,6.617,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p2_crf27.ivf
svtav1,AV1,ShakeNDry,RA,p2,crf=35,300,0,1,13.049,87.693,40.182,43.503,43.831,41.053,0.95906,0.98728,17.483,1787.668,0.0,1787.668,20.19,36.99,0.356,12.803,0.0,12.803,20.39,37.16,1800.471,0.0,1800.471,1.8005,6.002,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p2_crf35.ivf
svtav1,AV1,ShakeNDry,RA,p2,crf=43,300,0,1,6.672,82.119,38.497,42.957,43.294,39.654,0.94367,0.97916,16.191,1621.915,0.0,1621.915,20.34,36.6,0.273,8.837,0.0,8.837,20.21,36.76,1630.752,0.0,1630.752,1.6308,5.436,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p2_crf43.ivf
svtav1,AV1,ShakeNDry,RA,p2,crf=51,300,0,1,3.455,76.188,37.015,42.326,42.653,38.383,0.9268,0.96806,15.828,1562.26,0.0,1562.26,20.21,36.94,0.225,6.516,0.0,6.516,20.29,36.87,1568.776,0.0,1568.776,1.5688,5.229,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_p2_crf51.ivf
svtav1,AV1,ShakeNDry,RA,p5,crf=27,300,0,1,24.178,91.15,41.324,43.479,43.796,41.902,0.96737,0.99131,2.9,248.252,0.0,248.252,24.31,36.77,0.374,12.502,0.0,12.502,24.31,35.91,260.754,0.0,260.754,0.2608,0.869,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_crf27.ivf
svtav1,AV1,ShakeNDry,RA,p5,crf=35,300,0,1,13.13,87.035,39.866,43.184,43.555,40.742,0.95673,0.98637,2.904,251.918,0.0,251.918,24.45,36.44,0.298,8.813,0.0,8.813,24.78,36.41,260.731,0.0,260.731,0.2607,0.869,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_crf35.ivf
svtav1,AV1,ShakeNDry,RA,p5,crf=43,300,0,1,6.605,81.513,38.226,42.794,43.143,39.412,0.94132,0.97798,2.754,233.153,0.0,233.153,24.38,36.2,0.233,5.831,0.0,5.831,24.52,36.37,238.984,0.0,238.984,0.239,0.797,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_crf43.ivf
svtav1,AV1,ShakeNDry,RA,p5,crf=51,300,0,1,3.366,75.741,36.841,42.255,42.577,38.235,0.92522,0.96707,3.16,271.368,0.0,271.368,24.42,36.25,0.2,4.818,0.0,4.818,24.72,36.31,276.186,0.0,276.186,0.2762,0.921,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_RA_crf51.ivf
svtav1,AV1,YachtRide,LDP,p10,crf=27,600,0,1,84.407,97.662,41.058,44.85,44.049,41.906,0.97144,0.99159,6.824,229.837,0.0,229.837,20.23,36.83,1.337,54.762,0.0,54.762,20.0,37.11,284.599,0.0,284.599,0.2846,0.474,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p10_crf27.ivf
svtav1,AV1,YachtRide,LDP,p10,crf=35,600,0,1,46.948,92.917,38.828,43.36,42.479,39.851,0.95864,0.98578,5.301,197.136,0.0,197.136,20.24,36.44,0.868,37.821,0.0,37.821,20.14,36.62,234.957,0.0,234.957,0.235,0.392,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p10_crf35.ivf
svtav1,AV1,YachtRide,LDP,p10,crf=43,600,0,1,24.294,84.609,36.557,41.978,40.976,37.787,0.93884,0.97571,4.627,184.6,0.0,184.6,20.25,36.56,0.612,27.189,0.0,27.189,20.34,36.47,211.789,0.0,211.789,0.2118,0.353,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p10_crf43.ivf
svtav1,AV1,YachtRide,LDP,p10,crf=51,600,0,1,11.21,71.481,34.042,40.558,39.484,35.536,0.90625,0.95714,4.601,193.759,0.0,193.759,20.07,36.37,0.447,19.375,0.0,19.375,20.14,36.61,213.134,0.0,213.134,0.2131,0.355,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p10_crf51.ivf
svtav1,AV1,YachtRide,LDP,p2,crf=27,600,0,1,61.372,98.741,43.376,45.182,44.336,43.722,0.9805,0.99439,150.113,8193.034,0.0,8193.034,19.95,36.14,1.564,83.355,0.0,83.355,20.05,36.17,8276.389,0.0,8276.389,8.2764,13.794,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p2_crf27.ivf
svtav1,AV1,YachtRide,LDP,p2,crf=35,600,0,1,33.872,94.815,40.679,43.634,42.69,41.299,0.96891,0.98947,149.798,8110.495,0.0,8110.495,20.08,35.69,1.079,61.169,0.0,61.169,20.01,36.69,8171.664,0.0,8171.664,8.1717,13.619,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p2_crf35.ivf
svtav1,AV1,YachtRide,LDP,p2,crf=43,600,0,1,17.467,86.787,37.813,42.277,41.242,38.8,0.94827,0.97962,157.16,8266.49,0.0,8266.49,20.27,36.24,0.742,44.232,0.0,44.232,20.1,36.42,8310.722,0.0,8310.722,8.3107,13.851,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p2_crf43.ivf
svtav1,AV1,YachtRide,LDP,p2,crf=51,600,0,1,8.319,73.839,35.037,40.95,39.906,36.385,0.91547,0.96171,168.529,8822.411,0.0,8822.411,20.05,36.14,0.536,32.177,0.0,32.177,20.34,36.83,8854.588,0.0,8854.588,8.8546,14.758,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_p2_crf51.ivf
svtav1,AV1,YachtRide,LDP,p5,crf=27,600,0,1,65.314,97.792,42.333,44.731,43.944,42.834,0.97735,0.99332,20.235,867.701,0.0,867.701,24.26,36.54,1.179,54.67,0.0,54.67,24.4,36.28,922.371,0.0,922.371,0.9224,1.537,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf27.ivf
svtav1,AV1,YachtRide,LDP,p5,crf=35,600,0,1,36.853,93.695,40.064,43.423,42.557,40.795,0.96581,0.98827,28.963,1322.529,0.0,1322.529,24.48,36.47,0.886,42.988,0.0,42.988,24.29,36.88,1365.517,0.0,1365.517,1.3655,2.276,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf35.ivf
svtav1,AV1,YachtRide,LDP,p5,crf=43,600,0,1,18.792,85.086,37.252,42.028,41.052,38.324,0.94344,0.97732,28.216,1296.854,0.0,1296.854,24.38,37.05,0.655,31.364,0.0,31.364,24.52,36.41,1328.218,0.0,1328.218,1.3282,2.214,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf43.ivf
svtav1,AV1,YachtRide,LDP,p5,crf=51,600,0,1,8.704,71.633,34.556,40.73,39.686,35.969,0.9095,0.9582,30.573,1401.382,0.0,1401.382,24.36,36.36,0.508,24.012,0.0,24.012,24.42,36.24,1425.394,0.0,1425.394,1.4254,2.376,/home/user/tesi/bitstreams_video/svtav1_YachtRide_LDP_crf51.ivf
svtav1,AV1,YachtRide,RA,p10,crf=27,600,0,1,47.412,94.624,39.736,44.496,43.618,40.817,0.9643,0.98853,1.931,166.771,0.0,166.771,20.84,36.77,1.269,43.539,0.0,43.539,20.62,36.66,210.31,0.0,210.31,0.2103,0.351,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p10_crf27.ivf
svtav1,AV1,YachtRide,RA,p10,crf=35,600,0,1,26.064,87.933,37.761,43.311,42.34,39.028,0.95024,0.98144,1.731,147.885,0.0,147.885,20.13,37.27,0.842,30.843,0.0,30.843,20.07,36.83,178.728,0.0,178.728,0.1787,0.298,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p10_crf35.ivf
svtav1,AV1,YachtRide,RA,p10,crf=43,600,0,1,13.632,78.609,35.776,42.261,41.173,37.261,0.93036,0.97118,1.579,135.505,0.0,135.505,20.05,36.46,0.587,22.108,0.0,22.108,20.33,36.85,157.613,0.0,157.613,0.1576,0.263,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p10_crf43.ivf
svtav1,AV1,YachtRide,RA,p10,crf=51,600,0,1,6.813,66.515,33.743,41.394,40.19,35.505,0.90333,0.95561,1.481,124.15,0.0,124.15,20.31,36.7,0.427,16.198,0.0,16.198,20.18,36.27,140.348,0.0,140.348,0.1403,0.234,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p10_crf51.ivf
svtav1,AV1,YachtRide,RA,p2,crf=27,600,0,1,39.953,96.916,41.958,44.936,43.959,42.58,0.97553,0.9923,49.533,5185.773,0.0,5185.773,20.31,36.25,1.387,66.543,0.0,66.543,20.22,36.77,5252.316,0.0,5252.316,5.2523,8.754,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p2_crf27.ivf
svtav1,AV1,YachtRide,RA,p2,crf=35,600,0,1,23.643,92.247,39.73,44.006,42.953,40.667,0.96454,0.9875,48.796,5083.395,0.0,5083.395,20.13,36.87,1.038,51.961,0.0,51.961,20.14,37.02,5135.356,0.0,5135.356,5.1354,8.559,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p2_crf35.ivf
svtav1,AV1,YachtRide,RA,p2,crf=43,600,0,1,13.156,84.671,37.445,43.198,42.069,38.742,0.94784,0.97944,48.566,5033.443,0.0,5033.443,20.33,36.57,0.785,39.416,0.0,39.416,20.25,36.73,5072.859,0.0,5072.859,5.0729,8.455,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p2_crf43.ivf
svtav1,AV1,YachtRide,RA,p2,crf=51,600,0,1,7.213,75.216,35.441,42.554,41.412,37.077,0.92688,0.96822,55.736,5715.403,0.0,5715.403,20.23,36.88,0.677,33.131,0.0,33.131,20.14,36.85,5748.534,0.0,5748.534,5.7485,9.581,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_p2_crf51.ivf
svtav1,AV1,YachtRide,RA,p5,crf=27,600,0,1,41.013,95.947,41.253,44.274,43.415,41.901,0.97268,0.99134,7.639,713.443,0.0,713.443,24.52,36.14,1.116,45.655,0.0,45.655,24.55,36.69,759.098,0.0,759.098,0.7591,1.265,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_crf27.ivf
svtav1,AV1,YachtRide,RA,p5,crf=35,600,0,1,23.002,90.341,38.95,43.247,42.279,39.903,0.95938,0.98539,7.757,726.947,0.0,726.947,24.51,35.88,0.795,34.796,0.0,34.796,24.57,36.41,761.743,0.0,761.743,0.7617,1.27,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_crf35.ivf
svtav1,AV1,YachtRide,RA,p5,crf=43,600,0,1,12.146,81.647,36.641,42.5,41.408,37.969,0.94008,0.97578,7.483,711.454,0.0,711.454,24.41,36.01,0.577,25.126,0.0,25.126,24.53,36.6,736.58,0.0,736.58,0.7366,1.228,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_crf43.ivf
svtav1,AV1,YachtRide,RA,p5,crf=51,600,0,1,6.539,71.52,34.727,41.992,40.808,36.395,0.91757,0.96339,8.504,794.678,0.0,794.678,24.93,36.77,0.492,20.394,0.0,20.394,24.67,36.7,815.072,0.0,815.072,0.8151,1.358,/home/user/tesi/bitstreams_video/svtav1_YachtRide_RA_crf51.ivf
vvenc,VVC,Beauty,LDP,faster,crf=27,600,0,1,4.571,83.979,39.296,39.381,41.769,39.616,0.90686,0.97718,20.996,2081.576,0.0,2081.576,20.55,37.72,1.329,124.007,0.0,124.007,20.89,39.04,2205.583,0.0,2205.583,2.2056,3.676,/home/user/tesi/bitstreams_video/vvenc_Beauty_LDP_faster_crf27.266
