codec,seq,profile,preset,param,phase,n_frames,time_s,energy_cpu_j,energy_gpu_j,energy_total_j,idle_cpu_w,idle_gpu_w,actual_mbps,bitstream_path
svtav1,Beauty,RA,p2,crf=51,decode,600,0.318,15.21,0.0,15.21,20.32,37.32,1.546,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p2_crf51.ivf
svtav1,Beauty,RA,p10,crf=27,encode,600,1.626,137.231,0.0,137.231,20.05,37.53,15.393,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf27.ivf
svtav1,Beauty,RA,p10,crf=27,decode,600,0.653,24.376,0.0,24.376,20.2,37.12,15.393,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf27.ivf
svtav1,Beauty,RA,p10,crf=35,encode,600,1.267,107.739,0.0,107.739,20.33,37.12,6.189,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf35.ivf
svtav1,Beauty,RA,p10,crf=35,decode,600,0.369,13.277,0.0,13.277,20.26,37.31,6.189,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf35.ivf
svtav1,Beauty,RA,p10,crf=43,encode,600,1.163,95.8,0.0,95.8,20.16,37.04,3.121,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf43.ivf
svtav1,Beauty,RA,p10,crf=43,decode,600,0.306,10.491,0.0,10.491,20.2,37.25,3.121,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf43.ivf
svtav1,Beauty,RA,p10,crf=51,encode,600,1.175,94.348,0.0,94.348,20.42,37.1,1.717,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf51.ivf
svtav1,Beauty,RA,p10,crf=51,decode,600,0.309,9.674,0.0,9.674,20.26,36.83,1.717,/home/user/tesi/bitstreams_video/svtav1_Beauty_RA_p10_crf51.ivf
svtav1,Bosphorus,LDP,p2,crf=27,encode,600,101.964,5696.595,0.0,5696.595,20.24,37.02,17.982,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf27.ivf
svtav1,Bosphorus,LDP,p2,crf=27,decode,600,0.884,44.069,0.0,44.069,20.16,38.36,17.982,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf27.ivf
svtav1,Bosphorus,LDP,p2,crf=35,encode,600,96.339,5270.578,0.0,5270.578,20.0,37.36,8.303,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf35.ivf
svtav1,Bosphorus,LDP,p2,crf=35,decode,600,0.558,29.294,0.0,29.294,20.14,36.73,8.303,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf35.ivf
svtav1,Bosphorus,LDP,p2,crf=43,encode,600,92.903,4913.687,0.0,4913.687,20.28,36.88,3.792,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf43.ivf
svtav1,Bosphorus,LDP,p2,crf=43,decode,600,0.37,19.233,0.0,19.233,20.06,37.21,3.792,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf43.ivf
svtav1,Bosphorus,LDP,p2,crf=51,encode,600,95.487,4927.457,0.0,4927.457,20.32,37.11,1.724,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf51.ivf
svtav1,Bosphorus,LDP,p2,crf=51,decode,600,0.323,14.647,0.0,14.647,20.24,36.78,1.724,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p2_crf51.ivf
svtav1,Bosphorus,LDP,p10,crf=27,encode,600,3.798,144.028,0.0,144.028,20.15,36.5,25.667,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf27.ivf
svtav1,Bosphorus,LDP,p10,crf=27,decode,600,0.826,28.127,0.0,28.127,20.36,35.91,25.667,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf27.ivf
svtav1,Bosphorus,LDP,p10,crf=35,encode,600,3.085,119.581,0.0,119.581,20.16,35.79,11.751,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf35.ivf
svtav1,Bosphorus,LDP,p10,crf=35,decode,600,0.504,18.663,0.0,18.663,20.1,36.38,11.751,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf35.ivf
svtav1,Bosphorus,LDP,p10,crf=43,encode,600,2.822,111.488,0.0,111.488,20.25,36.11,5.329,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf43.ivf
svtav1,Bosphorus,LDP,p10,crf=43,decode,600,0.341,12.856,0.0,12.856,20.15,36.14,5.329,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf43.ivf
svtav1,Bosphorus,LDP,p10,crf=51,encode,600,2.811,112.5,0.0,112.5,20.28,36.3,2.249,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf51.ivf
svtav1,Bosphorus,LDP,p10,crf=51,decode,600,0.293,9.964,0.0,9.964,20.32,36.37,2.249,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_LDP_p10_crf51.ivf
svtav1,Bosphorus,RA,p2,crf=27,encode,600,32.082,3262.915,0.0,3262.915,20.25,36.21,11.434,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf27.ivf
svtav1,Bosphorus,RA,p2,crf=27,decode,600,0.672,30.849,0.0,30.849,20.28,36.64,11.434,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf27.ivf
svtav1,Bosphorus,RA,p2,crf=35,encode,600,30.175,3021.789,0.0,3021.789,20.17,36.38,6.77,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf35.ivf
svtav1,Bosphorus,RA,p2,crf=35,decode,600,0.559,25.37,0.0,25.37,20.29,36.33,6.77,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf35.ivf
svtav1,Bosphorus,RA,p2,crf=43,encode,600,27.997,2703.62,0.0,2703.62,20.41,36.35,4.078,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf43.ivf
svtav1,Bosphorus,RA,p2,crf=43,decode,600,0.446,20.352,0.0,20.352,20.2,36.41,4.078,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf43.ivf
svtav1,Bosphorus,RA,p2,crf=51,encode,600,30.672,2972.039,0.0,2972.039,20.22,36.68,2.48,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf51.ivf
svtav1,Bosphorus,RA,p2,crf=51,decode,600,0.373,17.164,0.0,17.164,20.29,37.05,2.48,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p2_crf51.ivf
svtav1,Bosphorus,RA,p10,crf=27,encode,600,1.37,112.422,0.0,112.422,20.45,36.88,11.049,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf27.ivf
svtav1,Bosphorus,RA,p10,crf=27,decode,600,0.517,19.019,0.0,19.019,20.27,36.27,11.049,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf27.ivf
svtav1,Bosphorus,RA,p10,crf=35,encode,600,1.252,102.894,0.0,102.894,20.09,36.7,6.396,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf35.ivf
svtav1,Bosphorus,RA,p10,crf=35,decode,600,0.405,15.196,0.0,15.196,20.03,36.24,6.396,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf35.ivf
svtav1,Bosphorus,RA,p10,crf=43,encode,600,1.172,96.949,0.0,96.949,20.02,36.29,3.726,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf43.ivf
svtav1,Bosphorus,RA,p10,crf=43,decode,600,0.325,11.724,0.0,11.724,20.17,36.47,3.726,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf43.ivf
svtav1,Bosphorus,RA,p10,crf=51,encode,600,1.209,100.036,0.0,100.036,20.16,36.93,2.253,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf51.ivf
svtav1,Bosphorus,RA,p10,crf=51,decode,600,0.323,11.041,0.0,11.041,20.01,36.33,2.253,/home/user/tesi/bitstreams_video/svtav1_Bosphorus_RA_p10_crf51.ivf
svtav1,HoneyBee,LDP,p2,crf=27,encode,600,76.69,4457.617,0.0,4457.617,20.56,36.87,6.481,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf27.ivf
svtav1,HoneyBee,LDP,p2,crf=27,decode,600,0.65,27.165,0.0,27.165,20.07,35.73,6.481,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf27.ivf
svtav1,HoneyBee,LDP,p2,crf=35,encode,600,36.61,2090.446,0.0,2090.446,20.16,37.61,0.841,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf35.ivf
svtav1,HoneyBee,LDP,p2,crf=35,decode,600,0.327,11.175,0.0,11.175,20.17,36.02,0.841,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf35.ivf
svtav1,HoneyBee,LDP,p2,crf=43,encode,600,28.12,1582.842,0.0,1582.842,20.08,35.63,0.357,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf43.ivf
svtav1,HoneyBee,LDP,p2,crf=43,decode,600,0.317,9.687,0.0,9.687,20.17,35.51,0.357,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf43.ivf
svtav1,HoneyBee,LDP,p2,crf=51,encode,600,29.907,1549.299,0.0,1549.299,20.22,36.26,0.206,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf51.ivf
svtav1,HoneyBee,LDP,p2,crf=51,decode,600,0.318,9.755,0.0,9.755,20.12,35.87,0.206,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p2_crf51.ivf
svtav1,HoneyBee,LDP,p10,crf=27,encode,600,2.899,103.709,0.0,103.709,20.28,36.12,19.764,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf27.ivf
svtav1,HoneyBee,LDP,p10,crf=27,decode,600,0.945,28.7,0.0,28.7,20.04,35.44,19.764,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf27.ivf
svtav1,HoneyBee,LDP,p10,crf=35,encode,600,1.885,77.923,0.0,77.923,20.05,36.1,2.433,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf35.ivf
svtav1,HoneyBee,LDP,p10,crf=35,decode,600,0.302,10.097,0.0,10.097,20.15,35.75,2.433,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf35.ivf
svtav1,HoneyBee,LDP,p10,crf=43,encode,600,1.729,67.873,0.0,67.873,20.08,35.42,0.499,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf43.ivf
svtav1,HoneyBee,LDP,p10,crf=43,decode,600,0.292,7.584,0.0,7.584,19.97,35.84,0.499,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf43.ivf
svtav1,HoneyBee,LDP,p10,crf=51,encode,600,1.749,66.246,0.0,66.246,20.29,36.3,0.234,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf51.ivf
svtav1,HoneyBee,LDP,p10,crf=51,decode,600,0.301,7.428,0.0,7.428,20.17,35.89,0.234,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_LDP_p10_crf51.ivf
svtav1,HoneyBee,RA,p2,crf=27,encode,600,20.885,1981.855,0.0,1981.855,20.18,37.71,4.167,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf27.ivf
svtav1,HoneyBee,RA,p2,crf=27,decode,600,0.402,14.228,0.0,14.228,20.32,37.4,4.167,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf27.ivf
svtav1,HoneyBee,RA,p2,crf=35,encode,600,18.402,1728.15,0.0,1728.15,20.29,36.57,2.962,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf35.ivf
svtav1,HoneyBee,RA,p2,crf=35,decode,600,0.364,13.03,0.0,13.03,20.42,35.86,2.962,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf35.ivf
svtav1,HoneyBee,RA,p2,crf=43,encode,600,18.004,1663.017,0.0,1663.017,20.22,35.9,2.129,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf43.ivf
svtav1,HoneyBee,RA,p2,crf=43,decode,600,0.341,12.745,0.0,12.745,20.28,36.59,2.129,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf43.ivf
svtav1,HoneyBee,RA,p2,crf=51,encode,600,18.258,1687.73,0.0,1687.73,20.27,36.24,1.547,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf51.ivf
svtav1,HoneyBee,RA,p2,crf=51,decode,600,0.324,11.726,0.0,11.726,20.23,36.12,1.547,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p2_crf51.ivf
svtav1,HoneyBee,RA,p10,crf=27,encode,600,1.146,85.25,0.0,85.25,20.14,36.52,5.799,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf27.ivf
svtav1,HoneyBee,RA,p10,crf=27,decode,600,0.415,13.404,0.0,13.404,19.95,36.09,5.799,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf27.ivf
svtav1,HoneyBee,RA,p10,crf=35,encode,600,1.024,77.304,0.0,77.304,20.15,36.18,3.438,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf35.ivf
svtav1,HoneyBee,RA,p10,crf=35,decode,600,0.359,10.981,0.0,10.981,20.49,36.57,3.438,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf35.ivf
svtav1,HoneyBee,RA,p10,crf=43,encode,600,1.031,75.504,0.0,75.504,20.18,36.64,2.227,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf43.ivf
svtav1,HoneyBee,RA,p10,crf=43,decode,600,0.33,9.892,0.0,9.892,19.96,36.8,2.227,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf43.ivf
svtav1,HoneyBee,RA,p10,crf=51,encode,600,1.063,78.571,0.0,78.571,20.16,36.35,1.499,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf51.ivf
svtav1,HoneyBee,RA,p10,crf=51,decode,600,0.32,9.786,0.0,9.786,20.22,37.58,1.499,/home/user/tesi/bitstreams_video/svtav1_HoneyBee_RA_p10_crf51.ivf
svtav1,Jockey,LDP,p2,crf=27,encode,600,106.419,5985.457,0.0,5985.457,20.19,36.67,17.049,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf27.ivf
svtav1,Jockey,LDP,p2,crf=27,decode,600,0.794,44.894,0.0,44.894,20.18,36.59,17.049,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf27.ivf
svtav1,Jockey,LDP,p2,crf=35,encode,600,81.929,4443.039,0.0,4443.039,20.2,36.79,7.277,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf35.ivf
svtav1,Jockey,LDP,p2,crf=35,decode,600,0.421,26.891,0.0,26.891,20.32,36.78,7.277,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf35.ivf
svtav1,Jockey,LDP,p2,crf=43,encode,600,78.717,4260.636,0.0,4260.636,20.24,36.84,3.894,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf43.ivf
svtav1,Jockey,LDP,p2,crf=43,decode,600,0.337,20.583,0.0,20.583,20.38,36.34,3.894,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf43.ivf
svtav1,Jockey,LDP,p2,crf=51,encode,600,87.235,4612.591,0.0,4612.591,20.16,36.21,2.201,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf51.ivf
svtav1,Jockey,LDP,p2,crf=51,decode,600,0.321,17.887,0.0,17.887,20.18,36.22,2.201,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p2_crf51.ivf
svtav1,Jockey,LDP,p10,crf=27,encode,600,4.404,173.231,0.0,173.231,20.23,35.71,29.934,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf27.ivf
svtav1,Jockey,LDP,p10,crf=27,decode,600,0.798,31.502,0.0,31.502,20.21,35.56,29.934,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf27.ivf
svtav1,Jockey,LDP,p10,crf=35,encode,600,3.536,142.155,0.0,142.155,20.22,35.88,13.328,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf35.ivf
svtav1,Jockey,LDP,p10,crf=35,decode,600,0.395,17.685,0.0,17.685,20.2,36.64,13.328,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf35.ivf
svtav1,Jockey,LDP,p10,crf=43,encode,600,3.171,131.746,0.0,131.746,20.54,36.32,6.903,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf43.ivf
svtav1,Jockey,LDP,p10,crf=43,decode,600,0.313,13.132,0.0,13.132,20.26,36.19,6.903,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf43.ivf
svtav1,Jockey,LDP,p10,crf=51,encode,600,3.075,131.954,0.0,131.954,20.27,36.05,3.671,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf51.ivf
svtav1,Jockey,LDP,p10,crf=51,decode,600,0.303,11.756,0.0,11.756,20.15,35.44,3.671,/home/user/tesi/bitstreams_video/svtav1_Jockey_LDP_p10_crf51.ivf
svtav1,Jockey,RA,p2,crf=27,encode,600,35.686,3738.716,0.0,3738.716,20.29,36.07,8.787,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf27.ivf
svtav1,Jockey,RA,p2,crf=27,decode,600,0.51,29.044,0.0,29.044,20.35,35.9,8.787,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf27.ivf
svtav1,Jockey,RA,p2,crf=35,encode,600,32.256,3305.62,0.0,3305.62,20.29,36.15,5.502,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf35.ivf
svtav1,Jockey,RA,p2,crf=35,decode,600,0.432,24.443,0.0,24.443,20.36,35.87,5.502,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf35.ivf
svtav1,Jockey,RA,p2,crf=43,encode,600,30.368,3109.305,0.0,3109.305,20.32,35.4,3.5,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf43.ivf
svtav1,Jockey,RA,p2,crf=43,decode,600,0.395,21.101,0.0,21.101,20.35,35.56,3.5,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf43.ivf
svtav1,Jockey,RA,p2,crf=51,encode,600,33.804,3465.025,0.0,3465.025,20.43,35.84,2.299,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf51.ivf
svtav1,Jockey,RA,p2,crf=51,decode,600,0.369,18.443,0.0,18.443,20.36,36.33,2.299,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p2_crf51.ivf
svtav1,Jockey,RA,p10,crf=27,encode,600,1.547,133.206,0.0,133.206,20.24,36.05,14.477,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf27.ivf
svtav1,Jockey,RA,p10,crf=27,decode,600,0.58,21.869,0.0,21.869,20.09,35.66,14.477,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf27.ivf
svtav1,Jockey,RA,p10,crf=35,encode,600,1.393,120.183,0.0,120.183,20.11,35.85,8.277,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf35.ivf
svtav1,Jockey,RA,p10,crf=35,decode,600,0.431,16.537,0.0,16.537,20.49,35.78,8.277,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf35.ivf
svtav1,Jockey,RA,p10,crf=43,encode,600,1.318,111.565,0.0,111.565,20.15,35.87,4.859,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf43.ivf
svtav1,Jockey,RA,p10,crf=43,decode,600,0.346,12.898,0.0,12.898,20.16,36.09,4.859,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf43.ivf
svtav1,Jockey,RA,p10,crf=51,encode,600,1.287,108.42,0.0,108.42,20.14,36.04,2.908,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf51.ivf
svtav1,Jockey,RA,p10,crf=51,decode,600,0.31,11.268,0.0,11.268,20.15,36.13,2.908,/home/user/tesi/bitstreams_video/svtav1_Jockey_RA_p10_crf51.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=27,encode,600,112.486,5930.751,0.0,5930.751,20.23,35.88,32.258,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf27.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=27,decode,600,1.121,58.269,0.0,58.269,20.21,35.24,32.258,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf27.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=35,encode,600,116.738,6144.684,0.0,6144.684,20.03,35.12,17.764,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf35.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=35,decode,600,0.781,43.351,0.0,43.351,20.24,35.81,17.764,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf35.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=43,encode,600,121.444,6259.11,0.0,6259.11,20.1,35.69,10.035,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf43.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=43,decode,600,0.582,33.001,0.0,33.001,20.06,35.7,10.035,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf43.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=51,encode,600,142.315,7205.751,0.0,7205.751,20.1,35.23,5.611,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf51.ivf
svtav1,ReadySteadyGo,LDP,p2,crf=51,decode,600,0.465,26.996,0.0,26.996,20.08,36.54,5.611,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p2_crf51.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=27,encode,600,5.428,203.839,0.0,203.839,20.29,35.88,57.193,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf27.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=27,decode,600,1.097,42.994,0.0,42.994,20.2,35.93,57.193,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf27.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=35,encode,600,4.64,181.274,0.0,181.274,20.14,35.63,31.581,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf35.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=35,decode,600,0.686,29.516,0.0,29.516,20.33,36.14,31.581,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf35.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=43,encode,600,4.104,168.475,0.0,168.475,20.3,36.05,16.872,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf43.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=43,decode,600,0.487,21.549,0.0,21.549,20.76,35.74,16.872,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf43.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=51,encode,600,3.648,157.035,0.0,157.035,20.17,35.76,8.608,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf51.ivf
svtav1,ReadySteadyGo,LDP,p10,crf=51,decode,600,0.348,16.25,0.0,16.25,20.35,36.08,8.608,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_LDP_p10_crf51.ivf
svtav1,ReadySteadyGo,RA,p2,crf=27,encode,600,42.865,4349.512,0.0,4349.512,20.23,36.08,24.734,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf27.ivf
svtav1,ReadySteadyGo,RA,p2,crf=27,decode,600,1.071,49.816,0.0,49.816,20.4,36.55,24.734,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf27.ivf
svtav1,ReadySteadyGo,RA,p2,crf=35,encode,600,45.145,4493.947,0.0,4493.947,20.15,36.3,15.93,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf35.ivf
svtav1,ReadySteadyGo,RA,p2,crf=35,decode,600,0.911,43.044,0.0,43.044,20.22,36.37,15.93,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf35.ivf
svtav1,ReadySteadyGo,RA,p2,crf=43,encode,600,47.095,4688.1,0.0,4688.1,20.19,36.26,10.099,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf43.ivf
svtav1,ReadySteadyGo,RA,p2,crf=43,decode,600,0.767,37.188,0.0,37.188,20.2,36.18,10.099,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf43.ivf
svtav1,ReadySteadyGo,RA,p2,crf=51,encode,600,51.736,5169.852,0.0,5169.852,20.13,35.92,6.508,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf51.ivf
svtav1,ReadySteadyGo,RA,p2,crf=51,decode,600,0.646,30.993,0.0,30.993,20.17,36.1,6.508,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p2_crf51.ivf
svtav1,ReadySteadyGo,RA,p10,crf=27,encode,600,1.867,159.458,0.0,159.458,20.17,36.06,34.753,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf27.ivf
svtav1,ReadySteadyGo,RA,p10,crf=27,decode,600,1.018,35.035,0.0,35.035,20.15,36.2,34.753,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf27.ivf
svtav1,ReadySteadyGo,RA,p10,crf=35,encode,600,1.748,147.755,0.0,147.755,20.15,35.96,20.904,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf35.ivf
svtav1,ReadySteadyGo,RA,p10,crf=35,decode,600,0.737,27.456,0.0,27.456,20.23,36.02,20.904,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf35.ivf
svtav1,ReadySteadyGo,RA,p10,crf=43,encode,600,1.648,140.375,0.0,140.375,20.11,36.0,12.213,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf43.ivf
svtav1,ReadySteadyGo,RA,p10,crf=43,decode,600,0.559,21.526,0.0,21.526,20.15,36.16,12.213,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf43.ivf
svtav1,ReadySteadyGo,RA,p10,crf=51,encode,600,1.589,132.757,0.0,132.757,20.14,36.07,7.055,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf51.ivf
svtav1,ReadySteadyGo,RA,p10,crf=51,decode,600,0.439,17.23,0.0,17.23,20.08,35.64,7.055,/home/user/tesi/bitstreams_video/svtav1_ReadySteadyGo_RA_p10_crf51.ivf
svtav1,ShakeNDry,LDP,p2,crf=27,encode,300,53.86,3135.013,0.0,3135.013,20.25,36.19,35.842,/home/user/tesi/bitstreams_video/svtav1_ShakeNDry_LDP_p2_crf27.ivf
