codec_a,codec_b,seq,bd_rate,bd_rate_valid,bd_rate_e,bd_rate_e_valid,bd_rate_e_bins,bd_volume,bd_volume_valid,overlap_d,overlap_e_dec,pareto_hv,pareto_hv_valid,epsilon,epsilon_valid
svtav1,vvenc,Jockey,-55.711283736576476,True,,False,0,,False,0,0,-0.06363454152075665,True,0.3371115504686731,True
svtav1,x264,Jockey,45.43706093426469,True,,False,0,,False,0,0,-0.02785072258145884,True,0.2215507664963341,True
svtav1,x265,Jockey,-16.437211250957017,True,,False,0,,False,0,0,0.23422712013216598,True,0.10989578786598664,True
vvenc,dcvc_dc,Jockey,72.765842493479,True,,False,0,,False,0,0,-0.9955497462740897,True,0.4942586641353961,True
vvenc,dcvc_fm,Jockey,92.1393912730246,True,,False,0,,False,0,0,-0.9897225508360226,True,0.4895704850549175,True
vvenc,dcvc_rt,Jockey,65.4930976992071,True,,False,0,,False,0,0,-0.4188284230887558,True,0.19483077834555274,True
vvenc,dcvc_rt_cuda,Jockey,65.9920676354912,True,,False,0,,False,0,0,-0.33451764543384077,True,0.1937347256165296,True
vvenc,svtav1,Jockey,125.79114600028825,True,,False,0,,False,0,0,0.06363454152075665,True,0.43233763988972507,True
vvenc,x264,Jockey,349.25345247468715,True,,False,0,,False,0,0,0.03680897550458369,True,0.45068854403240255,True
vvenc,x265,Jockey,109.64919411134844,True,,False,0,,False,0,0,0.2829567262515851,True,0.2566244074035277,True
x264,dcvc_dc,Jockey,-57.16822800181074,True,,False,0,,False,0,0,-0.9957135555544759,True,0.9963656880565842,True
x264,dcvc_fm,Jockey,-57.84836217024565,True,,False,0,,False,0,0,-0.9901008532105491,True,0.9916775089761056,True
x264,dcvc_rt,Jockey,-64.0064887705925,True,,False,0,,False,0,0,-0.44022075342724204,True,0.6693221277066232,True
x264,dcvc_rt_cuda,Jockey,-63.891962804770344,True,,False,0,,False,0,0,-0.3590133691217992,True,0.6224370234861999,True
x264,svtav1,Jockey,-31.24173483868843,True,,False,0,,False,0,0,0.02785072258145884,True,0.2615433072670155,True
x264,vvenc,Jockey,-77.74084997028834,True,,False,0,,False,0,0,-0.03680897550458369,True,0.5077152263647925,True
x264,x265,Jockey,-51.45017797157205,True,,False,0,,False,0,0,0.25555444816976985,True,0.14087239872620916,True
x265,dcvc_dc,Jockey,-14.606324523279014,True,,False,0,,False,0,0,-0.9968089754993621,True,0.881989490227923,True
x265,dcvc_fm,Jockey,-7.941782937045394,True,,False,0,,False,0,0,-0.9926306242056786,True,0.8773013111474444,True
x265,dcvc_rt,Jockey,-21.10700079569924,True,,False,0,,False,0,0,-0.5832748298820327,True,0.554945929877962,True
x265,dcvc_rt_cuda,Jockey,-20.880377730474887,True,,False,0,,False,0,0,-0.5228203538600777,True,0.5104363075812095,True
x265,svtav1,Jockey,19.670491491519627,True,,False,0,,False,0,0,-0.23422712013216598,True,0.17571323248619736,True
x265,vvenc,Jockey,-52.30127145306926,True,,False,0,,False,0,0,-0.2829567262515851,True,0.38773082609252685,True
x265,x264,Jockey,105.97397852755428,True,,False,0,,False,0,0,-0.25555444816976985,True,0.19406413662887484,True
dcvc_dc,dcvc_fm,ReadySteadyGo,-6.91717531007725,True,,False,0,,False,0,0,0.5635743274178324,True,0.007203412123337638,True
dcvc_dc,dcvc_rt,ReadySteadyGo,19.539791799909434,True,,False,0,,False,0,0,0.9833141396005051,True,0.09040860945553708,True
dcvc_dc,dcvc_rt_cuda,ReadySteadyGo,19.47144140283903,True,,False,0,,False,0,0,0.9854607016002077,True,0.09050678852889871,True
dcvc_dc,svtav1,ReadySteadyGo,228569714586.05008,True,,False,0,,False,0,0,0.9874102371353088,True,0.0824733914361887,True
dcvc_dc,vvenc,ReadySteadyGo,12.08354645699603,True,,False,0,,False,0,0,0.9878340961497377,True,0.02588646450276022,True
dcvc_dc,x264,ReadySteadyGo,230.99494520292203,True,,False,0,,False,0,0,0.9914222180587228,True,0.17839742045620632,True
dcvc_dc,x265,ReadySteadyGo,123.60027230451377,True,,False,0,,False,0,0,0.991694688753794,True,0.18038874740683897,True
dcvc_fm,dcvc_dc,ReadySteadyGo,7.4312047717929985,True,,False,0,,False,0,0,-0.5635743274178324,True,0.5250655357138719,True
dcvc_fm,dcvc_rt,ReadySteadyGo,63.77592072627105,True,,False,0,,False,0,0,0.9617670053625147,True,0.09002446008337722,True
dcvc_fm,dcvc_rt_cuda,ReadySteadyGo,64.12255929369819,True,,False,0,,False,0,0,0.9666855106992934,True,0.09055840602435067,True
dcvc_fm,svtav1,ReadySteadyGo,1402451603.1823738,True,,False,0,,False,0,0,0.9711525612363675,True,0.6075389271500606,True
dcvc_fm,vvenc,ReadySteadyGo,39.655773642235495,True,,False,0,,False,0,0,0.9721237667383745,True,0.16188703374591037,True
dcvc_fm,x264,ReadySteadyGo,307.50773469469294,True,,False,0,,False,0,0,0.9803453772769007,True,0.48085243816042594,True
dcvc_fm,x265,ReadySteadyGo,324.8683248856887,True,,False,0,,False,0,0,0.9809697005286909,True,0.42186205498710544,True
dcvc_rt,dcvc_dc,ReadySteadyGo,-16.345847274534265,True,,False,0,,False,0,0,-0.9833141396005051,True,0.44129971919713606,True
dcvc_rt,dcvc_fm,ReadySteadyGo,-38.940963020359845,True,,False,0,,False,0,0,-0.9617670053625147,True,0.3214977356481372,True
dcvc_rt,dcvc_rt_cuda,ReadySteadyGo,0.09513286821609679,True,,False,0,,False,0,0,0.12864556866169347,True,0.0019294004591135366,True
dcvc_rt,svtav1,ReadySteadyGo,1073277534.4931765,True,,False,0,,False,0,0,0.2454831478110491,True,0.5237731106333248,True
dcvc_rt,vvenc,ReadySteadyGo,-30.262711965100863,True,,False,0,,False,0,0,0.27088543479421,True,0.07812121722917448,True
dcvc_rt,x264,ReadySteadyGo,101.95053939811065,True,,False,0,,False,0,0,0.48592510449524623,True,0.39708662164369,True
dcvc_rt,x265,ReadySteadyGo,122.81460862620696,True,,False,0,,False,0,0,0.5022545408292253,True,0.3380962384703695,True
dcvc_rt_cuda,dcvc_dc,ReadySteadyGo,-16.2979881837906,True,,False,0,,False,0,0,-0.9854607016002077,True,0.4393703187380225,True
dcvc_rt_cuda,dcvc_fm,ReadySteadyGo,-39.0699240675077,True,,False,0,,False,0,0,-0.9666855106992934,True,0.36665042729545605,True
dcvc_rt_cuda,dcvc_rt,ReadySteadyGo,-0.09504245160585345,True,,False,0,,False,0,0,-0.12864556866169347,True,0.05003981566177551,True
dcvc_rt_cuda,svtav1,ReadySteadyGo,1073826208.4585087,True,,False,0,,False,0,0,0.13408731848635427,True,0.5218437101742112,True
dcvc_rt_cuda,vvenc,ReadySteadyGo,-30.35282912330287,True,,False,0,,False,0,0,0.1632399641487465,True,0.07801506177803219,True
dcvc_rt_cuda,x264,ReadySteadyGo,101.66647940648149,True,,False,0,,False,0,0,0.41002779464242795,True,0.3951572211845765,True
dcvc_rt_cuda,x265,ReadySteadyGo,122.582551353499,True,,False,0,,False,0,0,0.42876808647625586,True,0.336166838011256,True
svtav1,dcvc_dc,ReadySteadyGo,-99.99999995624968,True,,False,0,,False,0,0,-0.9874102371353088,True,0.6781663297733749,True
svtav1,dcvc_fm,ReadySteadyGo,-99.99999286962968,True,,False,0,,False,0,0,-0.9711525612363675,True,0.6715755752227064,True
svtav1,dcvc_rt,ReadySteadyGo,-99.99999068274631,True,,False,0,,False,0,0,-0.2454831478110491,True,0.3548524002499061,True
svtav1,dcvc_rt_cuda,ReadySteadyGo,-99.99999068750698,True,,False,0,,False,0,0,-0.13408731848635427,True,0.3096997086025873,True
svtav1,vvenc,ReadySteadyGo,-99.99999404032974,True,,False,0,,False,0,0,0.033666957748479186,True,0.3082870706852028,True
svtav1,x264,ReadySteadyGo,-99.99999896205982,True,,False,0,,False,0,0,0.3186700946263081,True,0.09592402902001762,True
svtav1,x265,ReadySteadyGo,-99.99999003256659,True,,False,0,,False,0,0,0.3403123366605387,True,0.09791535597065026,True
vvenc,dcvc_dc,ReadySteadyGo,-10.780838792991087,True,,False,0,,False,0,0,-0.9878340961497377,True,0.43807820623080984,True
vvenc,dcvc_fm,ReadySteadyGo,-28.39536999295429,True,,False,0,,False,0,0,-0.9721237667383745,True,0.43148745168014135,True
vvenc,dcvc_rt,ReadySteadyGo,43.39530947913586,True,,False,0,,False,0,0,-0.27088543479421,True,0.1989440033608503,True
vvenc,dcvc_rt_cuda,ReadySteadyGo,43.580850077944035,True,,False,0,,False,0,0,-0.1632399641487465,True,0.19947794930182375,True
vvenc,svtav1,ReadySteadyGo,1677945082.086857,True,,False,0,,False,0,0,-0.033666957748479186,True,0.44565189340415023,True
vvenc,x264,ReadySteadyGo,232.08765814546203,True,,False,0,,False,0,0,0.29493262096655826,True,0.3189654044145156,True
vvenc,x265,ReadySteadyGo,147.5300925464384,True,,False,0,,False,0,0,0.3173288767996455,True,0.2599750212411951,True
x264,dcvc_dc,ReadySteadyGo,-69.78805826213046,True,,False,0,,False,0,0,-0.9914222180587228,True,0.9929365350176674,True
x264,dcvc_fm,ReadySteadyGo,-75.4605884781744,True,,False,0,,False,0,0,-0.9803453772769007,True,0.986345780466999,True
x264,dcvc_rt,ReadySteadyGo,-50.482925028059846,True,,False,0,,False,0,0,-0.48592510449524623,True,0.6696226054941987,True
x264,dcvc_rt_cuda,ReadySteadyGo,-50.41317709601171,True,,False,0,,False,0,0,-0.41002779464242795,True,0.6244699138468799,True
x264,svtav1,ReadySteadyGo,9634466568.267546,True,,False,0,,False,0,0,-0.3186700946263081,True,0.3275384228549849,True
x264,vvenc,ReadySteadyGo,-69.88746870074958,True,,False,0,,False,0,0,-0.29493262096655826,True,0.5548583287868576,True
x264,x265,ReadySteadyGo,-23.144228102731002,True,,False,0,,False,0,0,0.0317647029193007,True,0.152829242696978,True
x265,dcvc_dc,ReadySteadyGo,-55.27733532282406,True,,False,0,,False,0,0,-0.991694688753794,True,0.8545123202833876,True
x265,dcvc_fm,ReadySteadyGo,-76.46329600426083,True,,False,0,,False,0,0,-0.9809697005286909,True,0.8479215657327192,True
x265,dcvc_rt,ReadySteadyGo,-55.11963931962842,True,,False,0,,False,0,0,-0.5022545408292253,True,0.5311983907599189,True
x265,dcvc_rt_cuda,ReadySteadyGo,-55.072848526575214,True,,False,0,,False,0,0,-0.42876808647625586,True,0.4860456991126001,True
x265,svtav1,ReadySteadyGo,1003267198.8842547,True,,False,0,,False,0,0,-0.3403123366605387,True,0.20537938710179768,True
x265,vvenc,ReadySteadyGo,-59.600871566256416,True,,False,0,,False,0,0,-0.3173288767996455,True,0.4164341140525778,True
x265,x264,ReadySteadyGo,30.11384510413513,True,,False,0,,False,0,0,-0.0317647029193007,True,0.14358173411477249,True
dcvc_dc,dcvc_fm,ShakeNDry,-18.05871666747818,True,,False,0,,False,0,0,0.5896281259969073,True,-0.004291670072753995,True
dcvc_dc,dcvc_rt,ShakeNDry,-17.499561170433118,True,,False,0,,False,0,0,0.9747448667947682,True,0.06380098390125821,True
dcvc_dc,dcvc_rt_cuda,ShakeNDry,-17.54938354251534,True,,False,0,,False,0,0,0.9775388070785231,True,0.0639891940375884,True
dcvc_dc,svtav1,ShakeNDry,56.19823527015954,True,,False,0,,False,0,0,0.9825437842481815,True,0.060587481947737,True
dcvc_dc,vvenc,ShakeNDry,-38.35256546427765,True,,False,0,,False,0,0,0.982506652205264,True,0.05309408975721419,True
dcvc_dc,x264,ShakeNDry,217.6105246925224,True,,False,0,,False,0,0,0.9857335202441925,True,0.1616136026359034,True
dcvc_dc,x265,ShakeNDry,164.04058541128327,True,,False,0,,False,0,0,0.9855271811779117,True,0.20014917321934955,True
dcvc_fm,dcvc_dc,ShakeNDry,22.03860610065749,True,,False,0,,False,0,0,-0.5896281259969073,True,0.5295814538035875,True
dcvc_fm,dcvc_rt,ShakeNDry,2.9807219760971337,True,,False,0,,False,0,0,0.9384579333888721,True,0.11253615189946972,True
dcvc_fm,dcvc_rt_cuda,ShakeNDry,3.4826041123983353,True,,False,0,,False,0,0,0.9452662466792071,True,0.11531818931966384,True
dcvc_fm,svtav1,ShakeNDry,70.57027727247926,True,,False,0,,False,0,0,0.9574624459967568,True,0.5521989010325093,True
dcvc_fm,vvenc,ShakeNDry,-20.261693590628383,True,,False,0,,False,0,0,0.957371962108192,True,0.23907552557205788,True
dcvc_fm,x264,ShakeNDry,384.73376275089663,True,,False,0,,False,0,0,0.9652352398895152,True,0.37398978093405383,True
dcvc_fm,x265,ShakeNDry,261.0122889528194,True,,False,0,,False,0,0,0.9647324299277407,True,0.32054905566301756,True
dcvc_rt,dcvc_dc,ShakeNDry,21.21147647054884,True,,False,0,,False,0,0,-0.9747448667947682,True,0.4170453019041177,True
dcvc_rt,dcvc_fm,ShakeNDry,-2.8944465710669554,True,,False,0,,False,0,0,-0.9384579333888721,True,0.30470741547188795,True
dcvc_rt,dcvc_rt_cuda,ShakeNDry,0.4564049706528017,True,,False,0,,False,0,0,0.1106286100750471,True,0.0027820374201941167,True
dcvc_rt,svtav1,ShakeNDry,60.53659849558013,True,,False,0,,False,0,0,0.30880523931655557,True,0.4396627491330396,True
dcvc_rt,vvenc,ShakeNDry,-22.308665909792136,True,,False,0,,False,0,0,0.30733496225978113,True,0.12653937367258816,True
dcvc_rt,x264,ShakeNDry,360.7145588370854,True,,False,0,,False,0,0,0.43510574108347316,True,0.26145362903458413,True
dcvc_rt,x265,ShakeNDry,253.67115687729873,True,,False,0,,False,0,0,0.42693555783383186,True,0.2180684258688652,True
dcvc_rt_cuda,dcvc_dc,ShakeNDry,21.284720838399807,True,,False,0,,False,0,0,-0.9775388070785231,True,0.4142632644839236,True
dcvc_rt_cuda,dcvc_fm,ShakeNDry,-3.365400534968843,True,,False,0,,False,0,0,-0.9452662466792071,True,0.34606904671097594,True
dcvc_rt_cuda,dcvc_rt,ShakeNDry,-0.4543313796528281,True,,False,0,,False,0,0,-0.1106286100750471,True,0.04273434445754942,True
dcvc_rt_cuda,svtav1,ShakeNDry,60.5650566883545,True,,False,0,,False,0,0,0.22282775394678597,True,0.4368807117128455,True
dcvc_rt_cuda,vvenc,ShakeNDry,-22.35756591079463,True,,False,0,,False,0,0,0.22117458961810382,True,0.1509032943676939,True
dcvc_rt_cuda,x264,ShakeNDry,358.47564675897354,True,,False,0,,False,0,0,0.36483873293451247,True,0.25867159161439,True
dcvc_rt_cuda,x265,ShakeNDry,251.97213691557496,True,,False,0,,False,0,0,0.3556522633199112,True,0.2176336349998323,True
svtav1,dcvc_dc,ShakeNDry,-35.97879013995223,True,,False,0,,False,0,0,-0.9825437842481815,True,0.6994724788604709,True
svtav1,dcvc_fm,ShakeNDry,-41.37313862704581,True,,False,0,,False,0,0,-0.9574624459967568,True,0.6917113416892866,True
svtav1,dcvc_rt,ShakeNDry,-37.70890816354678,True,,False,0,,False,0,0,-0.30880523931655557,True,0.3870039262173986,True
svtav1,dcvc_rt_cuda,ShakeNDry,-37.71994849782728,True,,False,0,,False,0,0,-0.22282775394678597,True,0.3456422949783106,True
svtav1,vvenc,ShakeNDry,-49.97934650605765,True,,False,0,,False,0,0,-0.0021226378937373655,True,0.3233466851957819,True
svtav1,x264,ShakeNDry,96.60780221832017,True,,False,0,,False,0,0,0.182727805462578,True,0.1401920539954754,True
svtav1,x265,ShakeNDry,63.29271920936226,True,,False,0,,False,0,0,0.1709074275974988,True,0.16740238153628173,True
vvenc,dcvc_dc,ShakeNDry,62.212751841366234,True,,False,0,,False,0,0,-0.982506652205264,True,0.4708917433147515,True
vvenc,dcvc_fm,ShakeNDry,25.410238194182444,True,,False,0,,False,0,0,-0.957371962108192,True,0.46313060614356705,True
vvenc,dcvc_rt,ShakeNDry,28.714484274255625,True,,False,0,,False,0,0,-0.30733496225978113,True,0.1584231906716791,True
vvenc,dcvc_rt_cuda,ShakeNDry,28.79554997607037,True,,False,0,,False,0,0,-0.22117458961810382,True,0.12377721463800107,True
vvenc,svtav1,ShakeNDry,99.91742013548523,True,,False,0,,False,0,0,0.0021226378937373655,True,0.31312337546045144,True
vvenc,x264,ShakeNDry,433.152213571364,True,,False,0,,False,0,0,0.18446257839220104,True,0.290498378702417,True
vvenc,x265,ShakeNDry,318.2778011599101,True,,False,0,,False,0,0,0.17266729090909655,True,0.2821602768467806,True
x264,dcvc_dc,ShakeNDry,-68.51489726393368,True,,False,0,,False,0,0,-0.9857335202441925,True,0.9869554226644729,True
x264,dcvc_fm,ShakeNDry,-79.37011867452902,True,,False,0,,False,0,0,-0.9652352398895152,True,0.9791942854932885,True
x264,dcvc_rt,ShakeNDry,-78.29458651091569,True,,False,0,,False,0,0,-0.43510574108347316,True,0.6744868700214005,True
x264,dcvc_rt_cuda,ShakeNDry,-78.18859066846548,True,,False,0,,False,0,0,-0.36483873293451247,True,0.6331252387823125,True
x264,svtav1,ShakeNDry,-49.137318625353174,True,,False,0,,False,0,0,-0.182727805462578,True,0.28958022057265626,True
x264,vvenc,ShakeNDry,-81.24363034523635,True,,False,0,,False,0,0,-0.18446257839220104,True,0.5160636793497214,True
x264,x265,ShakeNDry,-20.459132058895,True,,False,0,,False,0,0,-0.014257006103464075,True,0.1571704951088585,True
x265,dcvc_dc,ShakeNDry,-62.127034431379236,True,,False,0,,False,0,0,-0.9855271811779117,True,0.8723077950654693,True
x265,dcvc_fm,ShakeNDry,-72.30011191860868,True,,False,0,,False,0,0,-0.9647324299277407,True,0.8645466578942849,True
x265,dcvc_rt,ShakeNDry,-71.72514691813174,True,,False,0,,False,0,0,-0.42693555783383186,True,0.5598392424223969,True
x265,dcvc_rt_cuda,ShakeNDry,-71.58866014897472,True,,False,0,,False,0,0,-0.3556522633199112,True,0.5184776111833089,True
x265,svtav1,ShakeNDry,-38.76028246440851,True,,False,0,,False,0,0,-0.1709074275974988,True,0.2316498453694918,True
x265,vvenc,ShakeNDry,-76.09244389190776,True,,False,0,,False,0,0,-0.17266729090909655,True,0.4014160517507178,True
x265,x264,ShakeNDry,25.72153483922719,True,,False,0,,False,0,0,0.014257006103464075,True,0.11560260497561248,True
dcvc_dc,dcvc_fm,YachtRide,-8.3758087786988,True,,False,0,,False,0,0,0.08877977157045978,True,0.003548053274557428,True
dcvc_dc,dcvc_rt,YachtRide,-6.910234462843945,True,,False,0,,False,0,0,0.9708763302179602,True,0.04227237247627802,True
dcvc_dc,dcvc_rt_cuda,YachtRide,-6.7534082812698015,True,,False,0,,False,0,0,0.9742676337010545,True,0.042250596239950755,True
dcvc_dc,svtav1,YachtRide,91.87724663671597,True,,False,0,,False,0,0,0.9747230640251117,True,0.06944239117287354,True
dcvc_dc,vvenc,YachtRide,9.05711791237167,True,,False,0,,False,0,0,0.9723495619214092,True,0.017962193443311292,True
dcvc_dc,x264,YachtRide,153.48393677377197,True,,False,0,,False,0,0,0.9835171907208552,True,0.12456168387987943,True
dcvc_dc,x265,YachtRide,103.76505545062335,True,,False,0,,False,0,0,0.9833985346334834,True,0.15558604790662678,True
dcvc_fm,dcvc_dc,YachtRide,9.141481815068463,True,,False,0,,False,0,0,-0.08877977157045978,True,0.5973598792041943,True
dcvc_fm,dcvc_rt,YachtRide,-0.5392689237247228,True,,False,0,,False,0,0,0.9680388243441067,True,0.08509600984506543,True
dcvc_fm,dcvc_rt_cuda,YachtRide,-0.23085540097960155,True,,False,0,,False,0,0,0.9717605409799842,True,0.08560045734816041,True
dcvc_fm,svtav1,YachtRide,92.4149854826994,True,,False,0,,False,0,0,0.9722603436729534,True,0.6587022996597912,True
dcvc_fm,vvenc,YachtRide,13.895411805120283,True,,False,0,,False,0,0,0.9696555923410025,True,0.2590873313632765,True
dcvc_fm,x264,YachtRide,269.09645867380885,True,,False,0,,False,0,0,0.9819112781247706,True,0.4571879635275536,True
dcvc_fm,x265,YachtRide,145.68063496773095,True,,False,0,,False,0,0,0.9817810614288833,True,0.44423443849874383,True
dcvc_rt,dcvc_dc,YachtRide,7.423194615401374,True,,False,0,,False,0,0,-0.9708763302179602,True,0.5274334824514867,True
dcvc_rt,dcvc_fm,YachtRide,0.5421928010072241,True,,False,0,,False,0,0,-0.9680388243441067,True,0.31740653977739064,True
dcvc_rt,dcvc_rt_cuda,YachtRide,0.29568861523316947,True,,False,0,,False,0,0,0.11644492292608562,True,0.002499571603167175,True
dcvc_rt,svtav1,YachtRide,82.50843352057129,True,,False,0,,False,0,0,0.13208272981874336,True,0.5887759029070836,True
dcvc_rt,vvenc,YachtRide,13.265699073957649,True,,False,0,,False,0,0,0.05058537315093143,True,0.18916093461056888,True
dcvc_rt,x264,YachtRide,274.90362521832157,True,,False,0,,False,0,0,0.43404078529589823,True,0.38726156677484597,True
dcvc_rt,x265,YachtRide,144.6460939938663,True,,False,0,,False,0,0,0.42996657046446224,True,0.3743080417460362,True
dcvc_rt_cuda,dcvc_dc,YachtRide,7.242525605269123,True,,False,0,,False,0,0,-0.9742676337010545,True,0.5249339108483195,True
dcvc_rt_cuda,dcvc_fm,YachtRide,0.23138957631383406,True,,False,0,,False,0,0,-0.9717605409799842,True,0.36131825358232605,True
dcvc_rt_cuda,dcvc_rt,YachtRide,-0.2948168752971325,True,,False,0,,False,0,0,-0.11644492292608562,True,0.04711627375366123,True
dcvc_rt_cuda,svtav1,YachtRide,82.29529889236713,True,,False,0,,False,0,0,0.017698734689461294,True,0.5862763313039164,True
dcvc_rt_cuda,vvenc,YachtRide,12.996070407493555,True,,False,0,,False,0,0,-0.06936858556069421,True,0.19499661271220625,True
dcvc_rt_cuda,x264,YachtRide,273.73748440317553,True,,False,0,,False,0,0,0.3594522521692713,True,0.3847619951716788,True
dcvc_rt_cuda,x265,YachtRide,144.06013163081656,True,,False,0,,False,0,0,0.3548410910349495,True,0.37180847014286905,True
svtav1,dcvc_dc,YachtRide,-47.88334638273631,True,,False,0,,False,0,0,-0.9747230640251117,True,0.6714231604783268,True
svtav1,dcvc_fm,YachtRide,-48.02899589700029,True,,False,0,,False,0,0,-0.9722603436729534,True,0.6741283075317097,True
svtav1,dcvc_rt,YachtRide,-45.20801144856213,True,,False,0,,False,0,0,-0.13208272981874336,True,0.36031473066009756,True
svtav1,dcvc_rt_cuda,YachtRide,-45.14395016898206,True,,False,0,,False,0,0,-0.017698734689461294,True,0.3152472268692713,True
svtav1,vvenc,YachtRide,-38.57230794586097,True,,False,0,,False,0,0,-0.08583958405853358,True,0.4175548139028006,True
svtav1,x264,YachtRide,32.92493931699365,True,,False,0,,False,0,0,0.3479111038015106,True,0.15237813646565523,True
svtav1,x265,YachtRide,10.651445228134682,True,,False,0,,False,0,0,0.3432168605004352,True,0.09424362745102988,True
vvenc,dcvc_dc,YachtRide,-8.304930559093949,True,,False,0,,False,0,0,-0.9723495619214092,True,0.4185745624649605,True
vvenc,dcvc_fm,YachtRide,-12.200150633719907,True,,False,0,,False,0,0,-0.9696555923410025,True,0.41107386486669295,True
vvenc,dcvc_rt,YachtRide,-11.712018009349611,True,,False,0,,False,0,0,-0.05058537315093143,True,0.12064409734074594,True
vvenc,dcvc_rt_cuda,YachtRide,-11.501347224400194,True,,False,0,,False,0,0,0.06936858556069421,True,0.12114854484384091,True
vvenc,svtav1,YachtRide,62.793028121364934,True,,False,0,,False,0,0,0.08583958405853358,True,0.3996149682965147,True
vvenc,x264,YachtRide,196.86608941033535,True,,False,0,,False,0,0,0.40388614342037715,True,0.1981006321642771,True
vvenc,x265,YachtRide,115.664748098345,True,,False,0,,False,0,0,0.3995948520117357,True,0.18514710713546734,True
x264,dcvc_dc,YachtRide,-60.54976844972726,True,,False,0,,False,0,0,-0.9835171907208552,True,0.984916920815444,True
x264,dcvc_fm,YachtRide,-72.90681130907961,True,,False,0,,False,0,0,-0.9819112781247706,True,0.9774162232171765,True
x264,dcvc_rt,YachtRide,-73.32647825377363,True,,False,0,,False,0,0,-0.43404078529589823,True,0.6600096834397858,True
x264,dcvc_rt_cuda,YachtRide,-73.2432511660716,True,,False,0,,False,0,0,-0.3594522521692713,True,0.6160979696348504,True
x264,svtav1,YachtRide,-24.769572576953138,True,,False,0,,False,0,0,-0.3479111038015106,True,0.3701853490537142,True
x264,vvenc,YachtRide,-66.31477842463252,True,,False,0,,False,0,0,-0.40388614342037715,True,0.5663423583504835,True
x264,x265,YachtRide,-25.453324669324438,True,,False,0,,False,0,0,-0.00714732613972415,True,0.14596066162298588,True
x265,dcvc_dc,YachtRide,-50.92387172135502,True,,False,0,,False,0,0,-0.9833985346334834,True,0.8389562591924582,True
x265,dcvc_fm,YachtRide,-59.29675124246787,True,,False,0,,False,0,0,-0.9817810614288833,True,0.8314555615941905,True
x265,dcvc_rt,YachtRide,-59.12462841016903,True,,False,0,,False,0,0,-0.42996657046446224,True,0.5140490218167999,True
x265,dcvc_rt_cuda,YachtRide,-59.026490999657646,True,,False,0,,False,0,0,-0.3548410910349495,True,0.47013730801186454,True
x265,svtav1,YachtRide,-9.626123912050266,True,,False,0,,False,0,0,-0.3432168605004352,True,0.23520245161993886,True
x265,vvenc,YachtRide,-53.6317358855518,True,,False,0,,False,0,0,-0.3995948520117357,True,0.42549736314103526,True
x265,x264,YachtRide,34.14414466697286,True,,False,0,,False,0,0,0.00714732613972415,True,0.12766271990538525,True
