codec_a,codec_b,seq,bd_rate,bd_rate_valid,bd_rate_e,bd_rate_e_valid,bd_rate_e_bins,bd_volume,bd_volume_valid,overlap_d,overlap_e_dec,pareto_hv,pareto_hv_valid,epsilon,epsilon_valid
dcvc_rt,x265,Beauty,231.29017266771936,True,,False,0,,False,0,0,0.4690819440354,True,0.2933564543060789,True
dcvc_rt_cuda,dcvc_dc,Beauty,23.937775035943787,True,,False,0,,False,0,0,-0.9731462954916535,True,0.3664860703016705,True
dcvc_rt_cuda,dcvc_fm,Beauty,0.8935249637715525,True,,False,0,,False,0,0,-0.9773001112319046,True,0.36026853316644336,True
dcvc_rt_cuda,dcvc_rt,Beauty,-0.9762933279128361,True,,False,0,,False,0,0,-0.11585053945936244,True,0.046067425106357085,True
dcvc_rt_cuda,svtav1,Beauty,147.21146844720332,True,,False,0,,False,0,0,0.25980323931830657,True,0.41521900167551834,True
dcvc_rt_cuda,vvenc,Beauty,25.97654031836354,True,,False,0,,False,0,0,0.1003535499649159,True,0.11808688541621218,True
dcvc_rt_cuda,x264,Beauty,535.0112929681098,True,,False,0,,False,0,0,0.33396370553795923,True,0.38946161076631325,True
dcvc_rt_cuda,x265,Beauty,228.77361300709788,True,,False,0,,False,0,0,0.3995154895644504,True,0.29001025130859853,True
svtav1,dcvc_dc,Beauty,-51.62934197685036,True,,False,0,,False,0,0,-0.9801229749106186,True,0.7198937366188656,True
svtav1,dcvc_fm,Beauty,-60.06523215702724,True,,False,0,,False,0,0,-0.9831976158660212,True,0.7213508187352133,True
svtav1,dcvc_rt,Beauty,-59.63443268933377,True,,False,0,,False,0,0,-0.34555543334935335,True,0.4124220687841725,True
svtav1,dcvc_rt_cuda,Beauty,-59.548802234732534,True,,False,0,,False,0,0,-0.25980323931830657,True,0.3663546436778154,True
svtav1,vvenc,Beauty,-47.991131415805185,True,,False,0,,False,0,0,-0.17723594568418796,True,0.3274651355877344,True
svtav1,x264,Beauty,116.18454003708206,True,,False,0,,False,0,0,0.10019020638695265,True,0.15337896357954944,True
svtav1,x265,Beauty,17.947810901364747,True,,False,0,,False,0,0,0.18875015086187905,True,0.1002800410914565,True
vvenc,dcvc_dc,Beauty,-5.8119713994790985,True,,False,0,,False,0,0,-0.9758411600687751,True,0.47673477523662944,True
vvenc,dcvc_fm,Beauty,-21.170559934531198,True,,False,0,,False,0,0,-0.9795781256535918,True,0.47079310924922513,True
vvenc,dcvc_rt,Beauty,-21.131646090581814,True,,False,0,,False,0,0,-0.20457807652418075,True,0.16926310740193629,True
vvenc,dcvc_rt_cuda,Beauty,-20.62014106175366,True,,False,0,,False,0,0,-0.1003535499649159,True,0.1231956822955792,True
vvenc,svtav1,Beauty,92.2748998819586,True,,False,0,,False,0,0,0.17723594568418796,True,0.2971321162593062,True
vvenc,x264,Beauty,377.52735740842064,True,,False,0,,False,0,0,0.2596688460938551,True,0.2713747253501011,True
vvenc,x265,Beauty,156.91545398773604,True,,False,0,,False,0,0,0.3325327850600287,True,0.17192336589238638,True
x264,dcvc_dc,Beauty,-76.86388579865311,True,,False,0,,False,0,0,-0.9821144581566824,True,0.9852902215749015,True
x264,dcvc_fm,Beauty,-84.1614965554522,True,,False,0,,False,0,0,-0.9848810502001973,True,0.9793485555874972,True
x264,dcvc_rt,Beauty,-84.3997259572361,True,,False,0,,False,0,0,-0.4111243695509014,True,0.6593822017874893,True
x264,dcvc_rt_cuda,Beauty,-84.2522485651256,True,,False,0,,False,0,0,-0.33396370553795923,True,0.6190800224210539,True
x264,svtav1,Beauty,-53.74322327450103,True,,False,0,,False,0,0,-0.10019020638695265,True,0.2653964849560359,True
x264,vvenc,Beauty,-79.0587914077409,True,,False,0,,False,0,0,-0.2596688460938551,True,0.5085554463382721,True
x264,x265,Beauty,-45.68686278605748,True,,False,0,,False,0,0,0.09842073858668242,True,0.13209763319560516,True
x265,dcvc_dc,Beauty,-58.404245588020665,True,,False,0,,False,0,0,-0.9838747663949248,True,0.8814889014487206,True
x265,dcvc_fm,Beauty,-69.6658024478512,True,,False,0,,False,0,0,-0.9863690684061489,True,0.8755472354613163,True
x265,dcvc_rt,Beauty,-69.8149814723605,True,,False,0,,False,0,0,-0.4690819440354,True,0.5555808816613084,True
x265,dcvc_rt_cuda,Beauty,-69.5839337331974,True,,False,0,,False,0,0,-0.3995154895644504,True,0.5152787022948729,True
x265,svtav1,Beauty,-15.216739305466053,True,,False,0,,False,0,0,-0.18875015086187905,True,0.16159516482985492,True
x265,vvenc,Beauty,-61.076689452564594,True,,False,0,,False,0,0,-0.3325327850600287,True,0.4047541262120911,True
x265,x264,Beauty,84.11751765708975,True,,False,0,,False,0,0,-0.09842073858668242,True,0.09945135945771472,True
dcvc_dc,dcvc_fm,Bosphorus,-18.901327918006338,True,,False,0,,False,0,0,0.5700310065940261,True,-0.004745765089509302,True
dcvc_dc,dcvc_rt,Bosphorus,-16.587902491672534,True,,False,0,,False,0,0,0.9851983961329498,True,0.10455414162948817,True
dcvc_dc,dcvc_rt_cuda,Bosphorus,-16.573793189105846,True,,False,0,,False,0,0,0.9870354865049755,True,0.10468587564238585,True
dcvc_dc,svtav1,Bosphorus,65.67370621302415,True,,False,0,,False,0,0,0.9899487147587313,True,0.08923830916887898,True
dcvc_dc,vvenc,Bosphorus,-25.950528525497585,True,,False,0,,False,0,0,0.9894261777562272,True,0.004886373581493131,True
dcvc_dc,x264,Bosphorus,238.93771548445844,True,,False,0,,False,0,0,0.9907918061334617,True,0.1924624343207194,True
dcvc_dc,x265,Bosphorus,111.99846458789028,True,,False,0,,False,0,0,0.9921287921877433,True,0.18065990540509247,True
dcvc_fm,dcvc_dc,Bosphorus,23.306581270401594,True,,False,0,,False,0,0,-0.5700310065940261,True,0.5408667259704754,True
dcvc_fm,dcvc_rt,Bosphorus,8.751111444052807,True,,False,0,,False,0,0,0.9655751831084373,True,0.1410304817745096,True
